Beam	Node	X	Y	Z
Beam_2	24758	0.02475	0.00080961	0.010193
Beam_2	24757	0.0295	0.00080961	0.010193
Beam_2	24756	0.03425	0.00080961	0.010193
Beam_2	24754	0.039	0.00080961	0.010193
Beam_3	24764	0.04	0.00080961	0.010193
Beam_3	24767	0.04475	0.00080961	0.010193
Beam_3	24766	0.0495	0.00080961	0.010193
Beam_3	24765	0.05425	0.00080961	0.010193
Beam_3	24763	0.059	0.00080961	0.010193
Beam_92	24440	0.0	0.098988	0.010367
Beam_92	24443	0.00475	0.098988	0.010367
Beam_92	24442	0.0095	0.098988	0.010367
Beam_92	24441	0.01425	0.098988	0.010367
Beam_92	24439	0.019	0.098988	0.010367
Beam_92	24791	0.0	0.10081	0.010193
Beam_5	24794	0.00475	0.10081	0.010193
Beam_5	24793	0.0095	0.10081	0.010193
Beam_5	24792	0.01425	0.10081	0.010193
Beam_5	24790	0.019	0.10081	0.010193
Beam_95	24431	0.02	0.098988	0.010367
Beam_95	24434	0.02475	0.098988	0.010367
Beam_95	24433	0.0295	0.098988	0.010367
Beam_95	24432	0.03425	0.098988	0.010367
Beam_95	24430	0.039	0.098988	0.010367
Beam_7	24782	0.02	0.10081	0.010193
Beam_7	24785	0.02475	0.10081	0.010193
Beam_7	24784	0.0295	0.10081	0.010193
Beam_7	24783	0.03425	0.10081	0.010193
Beam_7	24781	0.039	0.10081	0.010193
Beam_98	24377	0.04	0.098988	0.010367
Beam_98	24380	0.04475	0.098988	0.010367
Beam_98	24379	0.0495	0.098988	0.010367
Beam_98	24378	0.05425	0.098988	0.010367
Beam_98	24376	0.059	0.098988	0.010367
Beam_9	24773	0.04	0.10081	0.010193
Beam_9	24776	0.04475	0.10081	0.010193
Beam_9	24775	0.0495	0.10081	0.010193
Beam_9	24774	0.05425	0.10081	0.010193
Beam_9	24772	0.059	0.10081	0.010193
Beam_101	25142	0.0	0.19899	0.010367
Beam_101	25145	0.00475	0.19899	0.010367
Beam_101	25144	0.0095	0.19899	0.010367
Beam_101	25143	0.01425	0.19899	0.010367
Beam_101	25141	0.019	0.19899	0.010367
Beam_11	25133	0.0	0.20081	0.010193
Beam_11	25136	0.00475	0.20081	0.010193
Beam_11	25135	0.0095	0.20081	0.010193
Beam_11	25134	0.01425	0.20081	0.010193
Beam_11	25132	0.019	0.20081	0.010193
Beam_104	25124	0.02	0.19899	0.010367
Beam_104	25127	0.02475	0.19899	0.010367
Beam_104	25126	0.0295	0.19899	0.010367
Beam_104	25125	0.03425	0.19899	0.010367
Beam_104	25123	0.039	0.19899	0.010367
Beam_13	25115	0.02	0.20081	0.010193
Beam_13	25118	0.02475	0.20081	0.010193
Beam_13	25117	0.0295	0.20081	0.010193
Beam_13	25116	0.03425	0.20081	0.010193
Beam_13	25114	0.039	0.20081	0.010193
Beam_107	25097	0.04	0.19899	0.010367
Beam_107	25100	0.04475	0.19899	0.010367
Beam_107	25099	0.0495	0.19899	0.010367
Beam_107	25098	0.05425	0.19899	0.010367
Beam_107	25096	0.059	0.19899	0.010367
Beam_15	25106	0.04	0.20081	0.010193
Beam_15	25109	0.04475	0.20081	0.010193
Beam_15	25108	0.0495	0.20081	0.010193
Beam_15	25107	0.05425	0.20081	0.010193
Beam_15	25105	0.059	0.20081	0.010193
Beam_110	25574	0.0	0.29899	0.010367
Beam_110	25577	0.00475	0.29899	0.010367
Beam_110	25576	0.0095	0.29899	0.010367
Beam_110	25575	0.01425	0.29899	0.010367
Beam_110	25573	0.019	0.29899	0.010367
Beam_113	25565	0.02	0.29899	0.010367
Beam_113	25568	0.02475	0.29899	0.010367
Beam_113	25567	0.0295	0.29899	0.010367
Beam_113	25566	0.03425	0.29899	0.010367
Beam_113	25564	0.039	0.29899	0.010367
Beam_116	25556	0.04	0.29899	0.010367
Beam_116	25559	0.04475	0.29899	0.010367
Beam_116	25558	0.0495	0.29899	0.010367
Beam_116	25557	0.05425	0.29899	0.010367
Beam_116	25555	0.059	0.29899	0.010367
