Node	X	Y	Z
17255	0.014261	0.090053	0.017196
17256	0.011896	0.089432	0.017633
17257	0.0075949	0.088303	0.018402
17258	0.0057025	0.087806	0.018731
17259	0.0037993	0.087307	0.019055
17260	0.0019048	0.08681	0.019372
17261	-7.8139e-18	0.08631	0.019684
17262	0.0	0.090296	0.017021
17263	0.0018917	0.0898	0.017375
17264	0.0037953	0.0893	0.017724
17265	0.0056895	0.088803	0.018066
17266	0.0095	0.087803	0.018733
17267	0.0071345	0.087182	0.019135
17268	0.0047528	0.086557	0.01953
17269	0.0023841	0.085935	0.019914
17270	0.0	0.08531	0.020291
17271	0.019	0.08531	0.020291
17272	0.016616	0.085935	0.019914
17273	0.014247	0.086557	0.01953
17274	0.011865	0.087182	0.019135
17275	0.019	0.090296	0.018248
17276	0.019	0.091296	0.017531
17277	0.019	0.086325	0.020848
17278	0.019	0.08531	0.021452
17279	0.0	0.091296	0.017531
17280	0.0	0.090296	0.018248
17281	-7.8139e-18	0.08631	0.020857
17282	0.0	0.08531	0.021452
17283	0.016616	0.085935	0.021082
17284	0.014247	0.086557	0.020706
17285	0.011866	0.087182	0.020319
17286	0.0095	0.087803	0.019925
17287	0.0071344	0.087182	0.020319
17288	0.0047526	0.086557	0.020706
17289	0.002384	0.085935	0.021082
17290	0.0018918	0.0898	0.018595
17291	0.0037954	0.0893	0.018937
17292	0.0056895	0.088803	0.019271
17293	0.0075949	0.088303	0.019601
17294	0.0057024	0.087806	0.019923
17295	0.0037992	0.087307	0.02024
17296	0.0019047	0.08681	0.020551
17297	0.01664	0.090677	0.017978
17298	0.01426	0.090052	0.018419
17299	0.011896	0.089432	0.018847
17300	0.0095141	0.088807	0.019269
17301	0.0071248	0.089432	0.018847
17302	0.0047537	0.090052	0.018419
17303	0.0023672	0.090677	0.017978
17304	0.013323	0.088806	0.019269
17305	0.015213	0.089302	0.018935
17306	0.017112	0.089801	0.018594
17307	0.011422	0.088308	0.019598
17308	0.0171	0.086822	0.020543
17309	0.015209	0.087316	0.020234
17310	0.01331	0.087813	0.019918
17311	0.02	0.090296	0.017021
17312	0.021892	0.0898	0.017375
17313	0.023795	0.0893	0.017724
17314	0.025689	0.088803	0.018066
17315	0.027595	0.088303	0.018402
17316	0.025702	0.087806	0.018731
17317	0.023799	0.087307	0.019055
17318	0.021905	0.08681	0.019372
17319	0.02	0.08631	0.019684
17320	0.039	0.091296	0.016288
17321	0.03664	0.090677	0.016745
17322	0.034261	0.090053	0.017196
17323	0.031896	0.089432	0.017633
17324	0.029514	0.088807	0.018063
17325	0.027125	0.089432	0.017633
17326	0.024754	0.090053	0.017196
17327	0.022367	0.090677	0.016745
17328	0.02	0.091296	0.016288
17329	0.039	0.08531	0.020291
17330	0.036616	0.085935	0.019914
17331	0.034247	0.086557	0.01953
17332	0.031865	0.087182	0.019135
17333	0.0295	0.087803	0.018733
17334	0.027135	0.087182	0.019135
17335	0.024753	0.086557	0.01953
17336	0.022384	0.085935	0.019914
17337	0.02	0.08531	0.020291
17338	0.031422	0.088308	0.0184
17339	0.033323	0.088806	0.018063
17340	0.035213	0.089303	0.017723
17341	0.037112	0.089801	0.017374
17342	0.039	0.090296	0.017021
17343	0.039	0.086325	0.019675
17344	0.0371	0.086822	0.019364
17345	0.035209	0.087317	0.019049
17346	0.03331	0.087813	0.018726
17347	0.039	0.08531	0.021452
17348	0.039	0.086325	0.020848
17349	0.039	0.091296	0.017531
17350	0.039	0.090296	0.018248
17351	0.02	0.08631	0.020857
17352	0.02	0.08531	0.021452
17353	0.02	0.090296	0.018248
17354	0.02	0.091296	0.017531
17355	0.0371	0.086822	0.020543
17356	0.035209	0.087316	0.020234
17357	0.03331	0.087813	0.019918
17358	0.031422	0.088308	0.019598
17359	0.033323	0.088806	0.019269
17360	0.035213	0.089302	0.018935
17361	0.037112	0.089801	0.018594
17362	0.027134	0.087182	0.020319
17363	0.024753	0.086557	0.020706
17364	0.022384	0.085935	0.021082
17365	0.0295	0.087803	0.019925
17366	0.036616	0.085935	0.021082
17367	0.034247	0.086557	0.020706
17368	0.031866	0.087182	0.020319
17369	0.027125	0.089432	0.018847
17370	0.024754	0.090052	0.018419
17371	0.022367	0.090677	0.017978
17372	0.029514	0.088807	0.019269
17373	0.03664	0.090677	0.017978
17374	0.03426	0.090052	0.018419
17375	0.031896	0.089432	0.018847
17376	0.025702	0.087806	0.019923
17377	0.023799	0.087307	0.02024
17378	0.021905	0.08681	0.020551
17379	0.027595	0.088303	0.019601
17380	0.021892	0.0898	0.018595
17381	0.023795	0.0893	0.018937
17382	0.02569	0.088803	0.019271
17383	0.04	0.090296	0.017021
17384	0.041892	0.0898	0.017375
17385	0.043795	0.0893	0.017724
17386	0.045689	0.088803	0.018066
17387	0.047595	0.088303	0.018402
17388	0.045702	0.087806	0.018731
17389	0.043799	0.087307	0.019055
17390	0.041905	0.08681	0.019372
17391	0.04	0.08631	0.019684
17392	0.059	0.091296	0.016288
17393	0.05664	0.090677	0.016745
17394	0.054261	0.090053	0.017196
17395	0.051896	0.089432	0.017633
17396	0.049514	0.088807	0.018063
17397	0.047125	0.089432	0.017633
17398	0.044754	0.090053	0.017196
17399	0.042367	0.090677	0.016745
17400	0.04	0.091296	0.016288
17401	0.059	0.08531	0.020291
17402	0.056616	0.085935	0.019914
17403	0.054247	0.086557	0.01953
17404	0.051865	0.087182	0.019135
17405	0.0495	0.087803	0.018733
17406	0.047135	0.087182	0.019135
17407	0.044753	0.086557	0.01953
17408	0.042384	0.085935	0.019914
17409	0.04	0.08531	0.020291
17410	0.051422	0.088308	0.0184
17411	0.053323	0.088806	0.018063
17412	0.055213	0.089303	0.017723
17413	0.057112	0.089801	0.017374
17414	0.059	0.090296	0.017021
17415	0.059	0.086325	0.019675
17416	0.0571	0.086822	0.019364
17417	0.055209	0.087317	0.019049
17418	0.05331	0.087813	0.018726
17419	0.059	0.08531	0.021452
17420	0.059	0.086325	0.020848
17421	0.059	0.091296	0.017531
17422	0.059	0.090296	0.018248
17423	0.04	0.08631	0.020857
17424	0.04	0.08531	0.021452
17425	0.04	0.090296	0.018248
17426	0.04	0.091296	0.017531
17427	0.0571	0.086822	0.020543
17428	0.055209	0.087316	0.020234
17429	0.05331	0.087813	0.019918
17430	0.051422	0.088308	0.019598
17431	0.053323	0.088806	0.019269
17432	0.055213	0.089302	0.018935
17433	0.057112	0.089801	0.018594
17434	0.047134	0.087182	0.020319
17435	0.044753	0.086557	0.020706
17436	0.042384	0.085935	0.021082
17437	0.0495	0.087803	0.019925
17438	0.056616	0.085935	0.021082
17439	0.054247	0.086557	0.020706
17440	0.051866	0.087182	0.020319
17441	0.047125	0.089432	0.018847
17442	0.044754	0.090052	0.018419
17443	0.042367	0.090677	0.017978
17444	0.049514	0.088807	0.019269
17445	0.05664	0.090677	0.017978
17446	0.05426	0.090052	0.018419
17447	0.051896	0.089432	0.018847
17448	0.045702	0.087806	0.019923
17449	0.043799	0.087307	0.02024
17450	0.041905	0.08681	0.020551
17451	0.047595	0.088303	0.019601
17452	0.041892	0.0898	0.018595
17453	0.043795	0.0893	0.018937
17454	0.04569	0.088803	0.019271
17455	0.0	0.1903	0.017021
17456	0.0018917	0.1898	0.017375
17457	0.0037953	0.1893	0.017724
17458	0.0056895	0.1888	0.018066
17459	0.0075949	0.1883	0.018402
17460	0.0057025	0.18781	0.018731
17461	0.0037993	0.18731	0.019055
17462	0.0019048	0.18681	0.019372
17463	-7.8139e-18	0.18631	0.019684
17464	0.019	0.1913	0.016288
17465	0.01664	0.19068	0.016745
17466	0.014261	0.19005	0.017196
17467	0.011896	0.18943	0.017633
17468	0.0095141	0.18881	0.018063
17469	0.0071247	0.18943	0.017633
17470	0.0047535	0.19005	0.017196
17471	0.0023671	0.19068	0.016745
17472	0.0	0.1913	0.016288
17473	0.019	0.18531	0.020291
17474	0.016616	0.18594	0.019914
17475	0.014247	0.18656	0.01953
17476	0.011865	0.18718	0.019135
17477	0.0095	0.1878	0.018733
17478	0.0071345	0.18718	0.019135
17479	0.0047528	0.18656	0.01953
17480	0.0023841	0.18594	0.019914
17481	0.0	0.18531	0.020291
17482	0.011422	0.18831	0.0184
17483	0.013323	0.18881	0.018063
17484	0.015213	0.1893	0.017723
17485	0.017112	0.1898	0.017374
17486	0.019	0.1903	0.017021
17487	0.019	0.18632	0.019675
17488	0.0171	0.18682	0.019364
17489	0.015209	0.18732	0.019049
17490	0.01331	0.18781	0.018726
17491	0.019	0.18531	0.021452
17492	0.019	0.18632	0.020848
17493	0.0	0.1903	0.018248
17494	0.0	0.1913	0.017531
17495	-7.8139e-18	0.18631	0.020857
17496	0.0	0.18531	0.021452
17497	0.019	0.1913	0.017531
17498	0.019	0.1903	0.018248
17499	0.0171	0.18682	0.020543
17500	0.015209	0.18732	0.020234
17501	0.01331	0.18781	0.019918
17502	0.011422	0.18831	0.019598
17503	0.013323	0.18881	0.019269
17504	0.015213	0.1893	0.018935
17505	0.017112	0.1898	0.018594
17506	0.0071344	0.18718	0.020319
17507	0.0047526	0.18656	0.020706
17508	0.002384	0.18594	0.021082
17509	0.0095	0.1878	0.019925
17510	0.016616	0.18594	0.021082
17511	0.014247	0.18656	0.020706
17512	0.011866	0.18718	0.020319
17513	0.0071248	0.18943	0.018847
17514	0.0047537	0.19005	0.018419
17515	0.0023672	0.19068	0.017978
17516	0.0095141	0.18881	0.019269
17517	0.01664	0.19068	0.017978
17518	0.01426	0.19005	0.018419
17519	0.011896	0.18943	0.018847
17520	0.0057024	0.18781	0.019923
17521	0.0037992	0.18731	0.02024
17522	0.0019047	0.18681	0.020551
17523	0.0075949	0.1883	0.019601
17524	0.0018918	0.1898	0.018595
17525	0.0037954	0.1893	0.018937
17526	0.0056895	0.1888	0.019271
17527	0.02	0.1903	0.017021
17528	0.021892	0.1898	0.017375
17529	0.023795	0.1893	0.017724
17530	0.025689	0.1888	0.018066
17531	0.027595	0.1883	0.018402
17532	0.025702	0.18781	0.018731
17533	0.023799	0.18731	0.019055
17534	0.021905	0.18681	0.019372
17535	0.02	0.18631	0.019684
17536	0.039	0.1913	0.016288
17537	0.03664	0.19068	0.016745
17538	0.034261	0.19005	0.017196
17539	0.031896	0.18943	0.017633
17540	0.029514	0.18881	0.018063
17541	0.027125	0.18943	0.017633
17542	0.024754	0.19005	0.017196
17543	0.022367	0.19068	0.016745
17544	0.02	0.1913	0.016288
17545	0.039	0.18531	0.020291
17546	0.036616	0.18594	0.019914
17547	0.034247	0.18656	0.01953
17548	0.031865	0.18718	0.019135
17549	0.0295	0.1878	0.018733
17550	0.027135	0.18718	0.019135
17551	0.024753	0.18656	0.01953
17552	0.022384	0.18594	0.019914
17553	0.02	0.18531	0.020291
17554	0.031422	0.18831	0.0184
17555	0.033323	0.18881	0.018063
17556	0.035213	0.1893	0.017723
17557	0.037112	0.1898	0.017374
17558	0.039	0.1903	0.017021
17559	0.039	0.18632	0.019675
17560	0.0371	0.18682	0.019364
17561	0.035209	0.18732	0.019049
17562	0.03331	0.18781	0.018726
17563	0.02	0.1903	0.018248
17564	0.02	0.1913	0.017531
17565	0.02	0.18631	0.020857
17566	0.02	0.18531	0.021452
17567	0.039	0.1913	0.017531
17568	0.039	0.1903	0.018248
17569	0.039	0.18531	0.021452
17570	0.039	0.18632	0.020848
17571	0.0371	0.18682	0.020543
17572	0.035209	0.18732	0.020234
17573	0.03331	0.18781	0.019918
17574	0.031422	0.18831	0.019598
17575	0.033323	0.18881	0.019269
17576	0.035213	0.1893	0.018935
17577	0.037112	0.1898	0.018594
17578	0.027134	0.18718	0.020319
17579	0.024753	0.18656	0.020706
17580	0.022384	0.18594	0.021082
17581	0.0295	0.1878	0.019925
17582	0.036616	0.18594	0.021082
17583	0.034247	0.18656	0.020706
17584	0.031866	0.18718	0.020319
17585	0.027125	0.18943	0.018847
17586	0.024754	0.19005	0.018419
17587	0.022367	0.19068	0.017978
17588	0.029514	0.18881	0.019269
17589	0.03664	0.19068	0.017978
17590	0.03426	0.19005	0.018419
17591	0.031896	0.18943	0.018847
17592	0.025702	0.18781	0.019923
17593	0.023799	0.18731	0.02024
17594	0.021905	0.18681	0.020551
17595	0.027595	0.1883	0.019601
17596	0.021892	0.1898	0.018595
17597	0.023795	0.1893	0.018937
17598	0.02569	0.1888	0.019271
17599	0.04	0.1903	0.017021
17600	0.041892	0.1898	0.017375
17601	0.043795	0.1893	0.017724
17602	0.045689	0.1888	0.018066
17603	0.047595	0.1883	0.018402
17604	0.045702	0.18781	0.018731
17605	0.043799	0.18731	0.019055
17606	0.041905	0.18681	0.019372
17607	0.04	0.18631	0.019684
17608	0.059	0.1913	0.016288
17609	0.05664	0.19068	0.016745
17610	0.054261	0.19005	0.017196
17611	0.051896	0.18943	0.017633
17612	0.049514	0.18881	0.018063
17613	0.047125	0.18943	0.017633
17614	0.044754	0.19005	0.017196
17615	0.042367	0.19068	0.016745
17616	0.04	0.1913	0.016288
17617	0.059	0.18531	0.020291
17618	0.056616	0.18594	0.019914
17619	0.054247	0.18656	0.01953
17620	0.051865	0.18718	0.019135
17621	0.0495	0.1878	0.018733
17622	0.047135	0.18718	0.019135
17623	0.044753	0.18656	0.01953
17624	0.042384	0.18594	0.019914
17625	0.04	0.18531	0.020291
17626	0.051422	0.18831	0.0184
17627	0.053323	0.18881	0.018063
17628	0.055213	0.1893	0.017723
17629	0.057112	0.1898	0.017374
17630	0.059	0.1903	0.017021
17631	0.059	0.18632	0.019675
17632	0.0571	0.18682	0.019364
17633	0.055209	0.18732	0.019049
17634	0.05331	0.18781	0.018726
17635	0.059	0.18531	0.021452
17636	0.059	0.18632	0.020848
17637	0.04	0.1903	0.018248
17638	0.04	0.1913	0.017531
17639	0.04	0.18631	0.020857
17640	0.04	0.18531	0.021452
17641	0.059	0.1913	0.017531
17642	0.059	0.1903	0.018248
17643	0.0571	0.18682	0.020543
17644	0.055209	0.18732	0.020234
17645	0.05331	0.18781	0.019918
17646	0.051422	0.18831	0.019598
17647	0.053323	0.18881	0.019269
17648	0.055213	0.1893	0.018935
17649	0.057112	0.1898	0.018594
17650	0.047134	0.18718	0.020319
17651	0.044753	0.18656	0.020706
17652	0.042384	0.18594	0.021082
17653	0.0495	0.1878	0.019925
17654	0.056616	0.18594	0.021082
17655	0.054247	0.18656	0.020706
17656	0.051866	0.18718	0.020319
17657	0.047125	0.18943	0.018847
17658	0.044754	0.19005	0.018419
17659	0.042367	0.19068	0.017978
17660	0.049514	0.18881	0.019269
17661	0.05664	0.19068	0.017978
17662	0.05426	0.19005	0.018419
17663	0.051896	0.18943	0.018847
17664	0.045702	0.18781	0.019923
17665	0.043799	0.18731	0.02024
17666	0.041905	0.18681	0.020551
17667	0.047595	0.1883	0.019601
17668	0.041892	0.1898	0.018595
17669	0.043795	0.1893	0.018937
17670	0.04569	0.1888	0.019271
17671	0.0	0.2903	0.017021
17672	0.0	0.2913	0.016288
17673	0.0	0.28531	0.020291
17674	-7.8139e-18	0.28631	0.019684
17675	0.019	0.2903	0.017021
17676	0.019	0.2913	0.016288
17677	0.019	0.28531	0.020291
17678	0.019	0.28632	0.019675
17679	0.016616	0.28594	0.019914
17680	0.014247	0.28656	0.01953
17681	0.011865	0.28718	0.019135
17682	0.0095	0.2878	0.018733
17683	0.0071345	0.28718	0.019135
17684	0.0047528	0.28656	0.01953
17685	0.0023841	0.28594	0.019914
17686	0.0018917	0.2898	0.017375
17687	0.0037953	0.2893	0.017724
17688	0.0056895	0.2888	0.018066
17689	0.0075949	0.2883	0.018402
17690	0.0057025	0.28781	0.018731
17691	0.0037993	0.28731	0.019055
17692	0.0019048	0.28681	0.019372
17693	0.01664	0.29068	0.016745
17694	0.014261	0.29005	0.017196
17695	0.011896	0.28943	0.017633
17696	0.0095141	0.28881	0.018063
17697	0.0071247	0.28943	0.017633
17698	0.0047535	0.29005	0.017196
17699	0.0023671	0.29068	0.016745
17700	0.011422	0.28831	0.0184
17701	0.013323	0.28881	0.018063
17702	0.015213	0.2893	0.017723
17703	0.017112	0.2898	0.017374
17704	0.0171	0.28682	0.019364
17705	0.015209	0.28732	0.019049
17706	0.01331	0.28781	0.018726
17707	0.0171	0.28682	0.020543
17708	0.015209	0.28732	0.020234
17709	0.01331	0.28781	0.019918
17710	0.019	0.28632	0.020848
17711	0.011422	0.28831	0.019598
17712	0.013323	0.28881	0.019269
17713	0.015213	0.2893	0.018935
17714	0.017112	0.2898	0.018594
17715	0.019	0.2903	0.018248
17716	0.0071248	0.28943	0.018847
17717	0.0047537	0.29005	0.018419
17718	0.0023672	0.29068	0.017978
17719	0.0	0.2913	0.017531
17720	0.0095141	0.28881	0.019269
17721	0.01664	0.29068	0.017978
17722	0.01426	0.29005	0.018419
17723	0.011896	0.28943	0.018847
17724	0.019	0.2913	0.017531
17725	0.0057024	0.28781	0.019923
17726	0.0037992	0.28731	0.02024
17727	0.0019047	0.28681	0.020551
17728	-7.8139e-18	0.28631	0.020857
17729	0.0075949	0.2883	0.019601
17730	0.0018918	0.2898	0.018595
17731	0.0037954	0.2893	0.018937
17732	0.0056895	0.2888	0.019271
17733	0.0	0.2903	0.018248
17734	0.0071344	0.28718	0.020319
17735	0.0047526	0.28656	0.020706
17736	0.002384	0.28594	0.021082
17737	0.0	0.28531	0.021452
17738	0.0095	0.2878	0.019925
17739	0.016616	0.28594	0.021082
17740	0.014247	0.28656	0.020706
17741	0.011866	0.28718	0.020319
17742	0.019	0.28531	0.021452
17743	0.02	0.2903	0.017021
17744	0.021892	0.2898	0.017375
17745	0.023795	0.2893	0.017724
17746	0.025689	0.2888	0.018066
17747	0.027595	0.2883	0.018402
17748	0.025702	0.28781	0.018731
17749	0.023799	0.28731	0.019055
17750	0.021905	0.28681	0.019372
17751	0.02	0.28631	0.019684
17752	0.039	0.2913	0.016288
17753	0.03664	0.29068	0.016745
17754	0.034261	0.29005	0.017196
17755	0.031896	0.28943	0.017633
17756	0.029514	0.28881	0.018063
17757	0.027125	0.28943	0.017633
17758	0.024754	0.29005	0.017196
17759	0.022367	0.29068	0.016745
17760	0.02	0.2913	0.016288
17761	0.039	0.28531	0.020291
17762	0.036616	0.28594	0.019914
17763	0.034247	0.28656	0.01953
17764	0.031865	0.28718	0.019135
17765	0.0295	0.2878	0.018733
17766	0.027135	0.28718	0.019135
17767	0.024753	0.28656	0.01953
17768	0.022384	0.28594	0.019914
17769	0.02	0.28531	0.020291
17770	0.031422	0.28831	0.0184
17771	0.033323	0.28881	0.018063
17772	0.035213	0.2893	0.017723
17773	0.037112	0.2898	0.017374
17774	0.039	0.2903	0.017021
17775	0.039	0.28632	0.019675
17776	0.0371	0.28682	0.019364
17777	0.035209	0.28732	0.019049
17778	0.03331	0.28781	0.018726
17779	0.02	0.2903	0.018248
17780	0.02	0.2913	0.017531
17781	0.02	0.28631	0.020857
17782	0.02	0.28531	0.021452
17783	0.039	0.2913	0.017531
17784	0.039	0.2903	0.018248
17785	0.039	0.28531	0.021452
17786	0.039	0.28632	0.020848
17787	0.0371	0.28682	0.020543
17788	0.035209	0.28732	0.020234
17789	0.03331	0.28781	0.019918
17790	0.031422	0.28831	0.019598
17791	0.033323	0.28881	0.019269
17792	0.035213	0.2893	0.018935
17793	0.037112	0.2898	0.018594
17794	0.027134	0.28718	0.020319
17795	0.024753	0.28656	0.020706
17796	0.022384	0.28594	0.021082
17797	0.0295	0.2878	0.019925
17798	0.036616	0.28594	0.021082
17799	0.034247	0.28656	0.020706
17800	0.031866	0.28718	0.020319
17801	0.027125	0.28943	0.018847
17802	0.024754	0.29005	0.018419
17803	0.022367	0.29068	0.017978
17804	0.029514	0.28881	0.019269
17805	0.03664	0.29068	0.017978
17806	0.03426	0.29005	0.018419
17807	0.031896	0.28943	0.018847
17808	0.025702	0.28781	0.019923
17809	0.023799	0.28731	0.02024
17810	0.021905	0.28681	0.020551
17811	0.027595	0.2883	0.019601
17812	0.021892	0.2898	0.018595
17813	0.023795	0.2893	0.018937
17814	0.02569	0.2888	0.019271
17815	0.04	0.2903	0.017021
17816	0.041892	0.2898	0.017375
17817	0.043795	0.2893	0.017724
17818	0.045689	0.2888	0.018066
17819	0.047595	0.2883	0.018402
17820	0.045702	0.28781	0.018731
17821	0.043799	0.28731	0.019055
17822	0.041905	0.28681	0.019372
17823	0.04	0.28631	0.019684
17824	0.059	0.2913	0.016288
17825	0.05664	0.29068	0.016745
17826	0.054261	0.29005	0.017196
17827	0.051896	0.28943	0.017633
17828	0.049514	0.28881	0.018063
17829	0.047125	0.28943	0.017633
17830	0.044754	0.29005	0.017196
17831	0.042367	0.29068	0.016745
17832	0.04	0.2913	0.016288
17833	0.059	0.28531	0.020291
17834	0.056616	0.28594	0.019914
17835	0.054247	0.28656	0.01953
17836	0.051865	0.28718	0.019135
17837	0.0495	0.2878	0.018733
17838	0.047135	0.28718	0.019135
17839	0.044753	0.28656	0.01953
17840	0.042384	0.28594	0.019914
17841	0.04	0.28531	0.020291
17842	0.051422	0.28831	0.0184
17843	0.053323	0.28881	0.018063
17844	0.055213	0.2893	0.017723
17845	0.057112	0.2898	0.017374
17846	0.059	0.2903	0.017021
17847	0.059	0.28632	0.019675
17848	0.0571	0.28682	0.019364
17849	0.055209	0.28732	0.019049
17850	0.05331	0.28781	0.018726
17851	0.04	0.2903	0.018248
17852	0.04	0.2913	0.017531
17853	0.04	0.28631	0.020857
17854	0.04	0.28531	0.021452
17855	0.059	0.2913	0.017531
17856	0.059	0.2903	0.018248
17857	0.059	0.28531	0.021452
17858	0.059	0.28632	0.020848
17859	0.0571	0.28682	0.020543
17860	0.055209	0.28732	0.020234
17861	0.05331	0.28781	0.019918
17862	0.051422	0.28831	0.019598
17863	0.053323	0.28881	0.019269
17864	0.055213	0.2893	0.018935
17865	0.057112	0.2898	0.018594
17866	0.047134	0.28718	0.020319
17867	0.044753	0.28656	0.020706
17868	0.042384	0.28594	0.021082
17869	0.0495	0.2878	0.019925
17870	0.056616	0.28594	0.021082
17871	0.054247	0.28656	0.020706
17872	0.051866	0.28718	0.020319
17873	0.047125	0.28943	0.018847
17874	0.044754	0.29005	0.018419
17875	0.042367	0.29068	0.017978
17876	0.049514	0.28881	0.019269
17877	0.05664	0.29068	0.017978
17878	0.05426	0.29005	0.018419
17879	0.051896	0.28943	0.018847
17880	0.045702	0.28781	0.019923
17881	0.043799	0.28731	0.02024
17882	0.041905	0.28681	0.020551
17883	0.047595	0.2883	0.019601
17884	0.041892	0.2898	0.018595
17885	0.043795	0.2893	0.018937
17886	0.04569	0.2888	0.019271
17887	0.019	0.016325	0.021234
17888	0.01711	0.016819	0.021508
17889	0.015212	0.017316	0.021778
17890	0.013321	0.017811	0.022042
17891	0.011422	0.018308	0.022301
17892	0.013312	0.018804	0.022555
17893	0.01521	0.019302	0.022805
17894	0.017101	0.019798	0.023049
17895	0.019	0.020296	0.023289
17896	0.0095141	0.018807	0.022557
17897	0.0071424	0.019427	0.022867
17898	0.0047588	0.020051	0.023172
17899	0.002385	0.020672	0.023467
17900	0.0	0.021296	0.023757
17901	0.019	0.021296	0.023757
17902	0.016622	0.020672	0.023467
17903	0.014255	0.020051	0.023172
17904	0.011879	0.019427	0.022867
17905	0.0075949	0.018303	0.022299
17906	0.0056914	0.017804	0.022038
17907	0.0037961	0.017306	0.021773
17908	0.0018938	0.016807	0.021502
17909	-7.8139e-18	0.01631	0.021226
17910	0.0	0.020296	0.023289
17911	0.001903	0.019797	0.023049
17912	0.0037987	0.019299	0.022804
17913	0.0057007	0.0188	0.022553
17914	0.0095	0.017803	0.022038
17915	0.0071173	0.017178	0.021704
17916	0.0047478	0.016556	0.021363
17917	0.0023669	0.015931	0.021013
17918	0.0	0.01531	0.020656
17919	0.019	0.01531	0.020656
17920	0.016633	0.015931	0.021013
17921	0.014252	0.016556	0.021363
17922	0.011883	0.017178	0.021704
17923	0.019	0.020296	0.024396
17924	0.019	0.021296	0.024855
17925	0.019	0.016325	0.022378
17926	0.019	0.01531	0.02181
17927	0.0	0.021296	0.024855
17928	0.0	0.020296	0.024396
17929	-7.8139e-18	0.01631	0.02237
17930	0.0	0.01531	0.02181
17931	0.016633	0.015931	0.02216
17932	0.014252	0.016556	0.022504
17933	0.011883	0.017178	0.022838
17934	0.0095	0.017803	0.023166
17935	0.0071173	0.017178	0.022838
17936	0.0047479	0.016556	0.022504
17937	0.002367	0.015931	0.02216
17938	0.001903	0.019797	0.024159
17939	0.0037986	0.019299	0.023919
17940	0.0057006	0.0188	0.023673
17941	0.0075949	0.018303	0.023423
17942	0.0056914	0.017804	0.023166
17943	0.0037961	0.017306	0.022906
17944	0.0018938	0.016807	0.02264
17945	0.016622	0.020672	0.02457
17946	0.014255	0.020051	0.02428
17947	0.011879	0.019427	0.023981
17948	0.0095141	0.018807	0.023676
17949	0.0071423	0.019427	0.023981
17950	0.0047588	0.020051	0.02428
17951	0.0023849	0.020672	0.02457
17952	0.013312	0.018804	0.023674
17953	0.01521	0.019302	0.02392
17954	0.017101	0.019798	0.02416
17955	0.011422	0.018308	0.023425
17956	0.01711	0.016819	0.022646
17957	0.015212	0.017316	0.022911
17958	0.013321	0.017811	0.02317
17959	0.031422	0.018308	0.022301
17960	0.033312	0.018804	0.022555
17961	0.03521	0.019302	0.022805
17962	0.037101	0.019798	0.023049
17963	0.039	0.020296	0.023289
17964	0.039	0.016325	0.021234
17965	0.03711	0.016819	0.021508
17966	0.035212	0.017316	0.021778
17967	0.033321	0.017811	0.022042
17968	0.039	0.01531	0.020656
17969	0.036633	0.015931	0.021013
17970	0.034252	0.016556	0.021363
17971	0.031883	0.017178	0.021704
17972	0.0295	0.017803	0.022038
17973	0.027117	0.017178	0.021704
17974	0.024748	0.016556	0.021363
17975	0.022367	0.015931	0.021013
17976	0.02	0.01531	0.020656
17977	0.039	0.021296	0.023757
17978	0.036622	0.020672	0.023467
17979	0.034255	0.020051	0.023172
17980	0.031879	0.019427	0.022867
17981	0.029514	0.018807	0.022557
17982	0.027142	0.019427	0.022867
17983	0.024759	0.020051	0.023172
17984	0.022385	0.020672	0.023467
17985	0.02	0.021296	0.023757
17986	0.02	0.020296	0.023289
17987	0.021903	0.019797	0.023049
17988	0.023799	0.019299	0.022804
17989	0.025701	0.0188	0.022553
17990	0.027595	0.018303	0.022299
17991	0.025691	0.017804	0.022038
17992	0.023796	0.017306	0.021773
17993	0.021894	0.016807	0.021502
17994	0.02	0.01631	0.021226
17995	0.039	0.020296	0.024396
17996	0.039	0.021296	0.024855
17997	0.039	0.016325	0.022378
17998	0.039	0.01531	0.02181
17999	0.02	0.021296	0.024855
18000	0.02	0.020296	0.024396
18001	0.02	0.01531	0.02181
18002	0.02	0.01631	0.02237
18003	0.025691	0.017804	0.023166
18004	0.023796	0.017306	0.022906
18005	0.021894	0.016807	0.02264
18006	0.027595	0.018303	0.023423
18007	0.021903	0.019797	0.024159
18008	0.023799	0.019299	0.023919
18009	0.025701	0.0188	0.023673
18010	0.027142	0.019427	0.023981
18011	0.024759	0.020051	0.02428
18012	0.022385	0.020672	0.02457
18013	0.029514	0.018807	0.023676
18014	0.036622	0.020672	0.02457
18015	0.034255	0.020051	0.02428
18016	0.031879	0.019427	0.023981
18017	0.027117	0.017178	0.022838
18018	0.024748	0.016556	0.022504
18019	0.022367	0.015931	0.02216
18020	0.0295	0.017803	0.023166
18021	0.036633	0.015931	0.02216
18022	0.034252	0.016556	0.022504
18023	0.031883	0.017178	0.022838
18024	0.03711	0.016819	0.022646
18025	0.035212	0.017316	0.022911
18026	0.033321	0.017811	0.02317
18027	0.031422	0.018308	0.023425
18028	0.033312	0.018804	0.023674
18029	0.03521	0.019302	0.02392
18030	0.037101	0.019798	0.02416
18031	0.051422	0.018308	0.022301
18032	0.053312	0.018804	0.022555
