BodyID	Node	X	Y	Z
-340377.0	24656	0.0	0.028803	0.027198
-340375.0	24670			
-340375.0	24671			
-340375.0	24669			
-340375.0	24672			
-340375.0	24666	0.01425	0.021802	0.024532
-340375.0	24664	0.019	0.021802	0.024532
-340375.0	24667	0.0095	0.021802	0.024532
-340375.0	24668	0.00475	0.021802	0.024532
-340375.0	24665	0.0	0.021802	0.024532
-340373.0	24678			
-340373.0	24673	0.039	0.021802	0.024532
-340373.0	24674	0.02	0.021802	0.024532
-340373.0	24680			
-340373.0	24675	0.03425	0.021802	0.024532
-340373.0	24677	0.02475	0.021802	0.024532
-340373.0	24676	0.0295	0.021802	0.024532
-340373.0	24681			
-340373.0	24679			
-340371.0	24683	0.04	0.021802	0.024532
-340371.0	24690			
-340371.0	24687			
-340371.0	24684	0.05425	0.021802	0.024532
-340371.0	24685	0.0495	0.021802	0.024532
-340371.0	24686	0.04475	0.021802	0.024532
-340371.0	24689			
-340371.0	24688			
-340371.0	24682	0.059	0.021802	0.024532
-340369.0	24699			
-340369.0	24691	0.039	0.014802	0.020937
-340369.0	24692	0.02	0.014802	0.020937
-340369.0	24693	0.03425	0.014802	0.020937
-340369.0	24694	0.0295	0.014802	0.020937
-340369.0	24695	0.02475	0.014802	0.020937
-340369.0	24696			
-340369.0	24697			
-340369.0	24698			
-340367.0	24707			
-340367.0	24700	0.019	0.014802	0.020937
-340367.0	24702	0.01425	0.014802	0.020937
-340367.0	24701	0.0	0.014802	0.020937
-340367.0	24705			
-340367.0	24704	0.00475	0.014802	0.020937
-340367.0	24706			
-340367.0	24703	0.0095	0.014802	0.020937
-340367.0	24708			
-340365.0	24709	0.059	0.014802	0.020937
-340365.0	24716			
-340365.0	24715			
-340365.0	24713	0.04475	0.014802	0.020937
-340365.0	24714			
-340365.0	24717			
-340365.0	24711	0.05425	0.014802	0.020937
-340365.0	24710	0.04	0.014802	0.020937
-340365.0	24712	0.0495	0.014802	0.020937
-340363.0	24726			
-340363.0	24718	0.059	0.0078019	0.016231
-340363.0	24722	0.04475	0.0078019	0.016231
-340363.0	24721	0.0495	0.0078019	0.016231
-340363.0	24720	0.05425	0.0078019	0.016231
-340363.0	24719	0.04	0.0078019	0.016231
-340363.0	24724			
-340363.0	24725			
-340363.0	24723			
-340361.0	24727	0.039	0.0078019	0.016231
-340361.0	24735			
-340361.0	24732			
-340361.0	24733			
-340361.0	24734			
-340361.0	24730	0.0295	0.0078019	0.016231
-340361.0	24728	0.02	0.0078019	0.016231
-340361.0	24729	0.03425	0.0078019	0.016231
-340361.0	24731	0.02475	0.0078019	0.016231
-340359.0	24742			
-340359.0	24737	0.0	0.0078019	0.016231
-340359.0	24736	0.019	0.0078019	0.016231
-340359.0	24738	0.01425	0.0078019	0.016231
-340359.0	24744			
-340359.0	24741			
-340359.0	24739	0.0095	0.0078019	0.016231
-340359.0	24740	0.00475	0.0078019	0.016231
-340359.0	24743			
-340357.0	24750			
-340357.0	24753			
-340357.0	24752			
-340357.0	24746	0.0	0.00080961	0.010193
-340357.0	24747	0.01425	0.00080961	0.010193
-340357.0	24749	0.00475	0.00080961	0.010193
-340357.0	24748	0.0095	0.00080961	0.010193
-340357.0	24745	0.019	0.00080961	0.010193
-340357.0	24751			
-340355.0	24755	0.02	0.00080961	0.010193
-340355.0	24754	0.039	0.00080961	0.010193
-340355.0	24762			
-340355.0	24761			
-340355.0	24760			
-340355.0	24759			
-340355.0	24758	0.02475	0.00080961	0.010193
-340355.0	24757	0.0295	0.00080961	0.010193
-340355.0	24756	0.03425	0.00080961	0.010193
-340353.0	24763	0.059	0.00080961	0.010193
-340353.0	24770			
-340353.0	24769			
-340353.0	24768			
-340353.0	24767	0.04475	0.00080961	0.010193
-340353.0	24766	0.0495	0.00080961	0.010193
-340353.0	24765	0.05425	0.00080961	0.010193
-340353.0	24764	0.04	0.00080961	0.010193
-340353.0	24771			
-340351.0	24775	0.0495	0.10081	0.010193
-340351.0	24778			
-340351.0	24776	0.04475	0.10081	0.010193
-340351.0	24777			
-340351.0	24779			
-340351.0	24774	0.05425	0.10081	0.010193
-340351.0	24772	0.059	0.10081	0.010193
-340351.0	24773	0.04	0.10081	0.010193
-340351.0	24780			
-340349.0	24784	0.0295	0.10081	0.010193
