NodeID, BodyID
     1081.,  -340723.
     1082.,  -340723.
     1083.,  -340723.
     1084.,  -340723.
     1085.,  -340723.
     1086.,  -340723.
     1087.,  -340723.
     1088.,  -340723.
     1089.,  -340723.
     1090.,  -340723.
     1091.,  -340723.
     1092.,  -340723.
     1093.,  -340723.
     1094.,  -340723.
     1095.,  -340723.
     1096.,  -340723.
     1097.,  -340723.
     1098.,  -340723.
     1099.,  -340723.
     1100.,  -340723.
     1101.,  -340723.
     1102.,  -340723.
     1103.,  -340723.
     1104.,  -340723.
     1105.,  -340723.
     1106.,  -340723.
     1107.,  -340723.
     1108.,  -340723.
     1109.,  -340723.
     1110.,  -340723.
     1111.,  -340723.
     1112.,  -340723.
     1113.,  -340723.
     1114.,  -340723.
     1115.,  -340723.
     1116.,  -340723.
     1117.,  -340723.
     1118.,  -340723.
     1119.,  -340723.
     1120.,  -340723.
     1121.,  -340723.
     1122.,  -340723.
     1123.,  -340723.
     1124.,  -340723.
     1125.,  -340723.
     1126.,  -340723.
     1127.,  -340723.
     1128.,  -340723.
     1129.,  -340723.
     1130.,  -340723.
     1131.,  -340723.
     1132.,  -340723.
     1133.,  -340723.
     1134.,  -340723.
     1135.,  -340723.
     1136.,  -340723.
     1137.,  -340723.
     1138.,  -340723.
     1139.,  -340723.
     1140.,  -340723.
     1141.,  -340723.
     1142.,  -340723.
     1143.,  -340723.
     1144.,  -340723.
     1145.,  -340723.
     1146.,  -340723.
     1147.,  -340723.
     1148.,  -340723.
     1149.,  -340723.
     1150.,  -340723.
     1151.,  -340723.
     1152.,  -340723.
     1153.,  -340723.
     1154.,  -340723.
     1155.,  -340723.
     1156.,  -340723.
     1157.,  -340723.
     1158.,  -340723.
     1159.,  -340723.
     1160.,  -340723.
     1161.,  -340723.
     1162.,  -340723.
     1163.,  -340723.
     1164.,  -340723.
     1165.,  -340723.
     1166.,  -340723.
     1167.,  -340723.
     1168.,  -340723.
     1169.,  -340723.
     1170.,  -340723.
     1171.,  -340723.
     1172.,  -340723.
     1173.,  -340723.
     1174.,  -340723.
     1175.,  -340723.
     1176.,  -340723.
     1177.,  -340723.
     1178.,  -340723.
     1179.,  -340723.
     1180.,  -340723.
     1181.,  -340723.
     1182.,  -340723.
     1183.,  -340723.
     1184.,  -340723.
     1185.,  -340723.
     1186.,  -340723.
     1187.,  -340723.
     1188.,  -340723.
     1189.,  -340723.
     1190.,  -340723.
     1191.,  -340723.
     1192.,  -340723.
     1193.,  -340723.
     1194.,  -340723.
     1195.,  -340723.
     1196.,  -340723.
     1197.,  -340723.
     1198.,  -340723.
     1199.,  -340723.
     1200.,  -340723.
     1201.,  -340723.
     1202.,  -340723.
     1203.,  -340723.
     1204.,  -340723.
     1205.,  -340723.
     1206.,  -340723.
     1207.,  -340723.
     1208.,  -340723.
     1209.,  -340723.
     1210.,  -340723.
     1211.,  -340723.
     1212.,  -340723.
     1213.,  -340723.
     1214.,  -340723.
     1215.,  -340723.
     1216.,  -340723.
     1217.,  -340723.
     1218.,  -340723.
     1219.,  -340723.
     1220.,  -340723.
     1221.,  -340723.
     1222.,  -340723.
     1223.,  -340723.
     1224.,  -340723.
     1225.,  -340723.
     1226.,  -340723.
     1227.,  -340723.
     1228.,  -340723.
     1229.,  -340723.
     1230.,  -340723.
     1231.,  -340723.
     1232.,  -340723.
     1233.,  -340723.
     1234.,  -340723.
     1235.,  -340723.
     1236.,  -340723.
     1237.,  -340723.
     1238.,  -340723.
     1239.,  -340723.
     1240.,  -340723.
     1241.,  -340723.
     1242.,  -340723.
     1243.,  -340723.
     1244.,  -340723.
     1245.,  -340723.
     1246.,  -339517.
     1247.,  -339517.
     1248.,  -339517.
     1249.,  -339517.
     1250.,  -339517.
     1251.,  -339517.
     1252.,  -339517.
     1253.,  -339517.
     1254.,  -339517.
     1255.,  -339517.
     1256.,  -339517.
     1257.,  -339517.
     1258.,  -339517.
     1259.,  -339517.
     1260.,  -339517.
     1261.,  -339517.
     1262.,  -339517.
     1263.,  -339517.
     1264.,  -339517.
     1265.,  -339517.
     1266.,  -339517.
     1267.,  -339517.
     1268.,  -339517.
     1269.,  -339517.
     1270.,  -339517.
     1271.,  -339517.
     1272.,  -339517.
     1273.,  -339517.
     1274.,  -339517.
     1275.,  -339517.
     1276.,  -339517.
     1277.,  -339517.
     1278.,  -339517.
     1279.,  -339517.
     1280.,  -339517.
     1281.,  -339517.
     1282.,  -339517.
     1283.,  -339517.
     1284.,  -339517.
     1285.,  -339517.
     1286.,  -339517.
     1287.,  -339517.
     1288.,  -339517.
     1289.,  -339517.
     1290.,  -339517.
     1291.,  -340723.
     1292.,  -340723.
     1293.,  -340723.
     1294.,  -340723.
     1295.,  -340723.
     1296.,  -340723.
     1297.,  -340723.
     1298.,  -340723.
     1299.,  -340723.
     1300.,  -340723.
     1301.,  -340723.
     1302.,  -340723.
     1303.,  -340723.
     1304.,  -340723.
     1305.,  -340723.
     1306.,  -340723.
     1307.,  -340723.
     1308.,  -340723.
     1309.,  -340723.
     1310.,  -340723.
     1311.,  -340723.
     1312.,  -340723.
     1313.,  -340723.
     1314.,  -340723.
     1315.,  -340723.
