Beam	Node	X	Y	Z	track	arch	original
Beam_2_3_1	25213	0.039	0.2078	0.016231	2	3	86
Beam_2_3_3	17111	0.022363	0.20893	0.016456	2	3	140
Beam_2_3_3	17155	0.022363	0.20893	0.017696	2	3	140
Beam_2_3_3	17105	0.036637	0.20893	0.016456	2	3	140
Beam_2_3_3	17157	0.036637	0.20893	0.017696	2	3	140
Beam_2_3_3	17110	0.024746	0.20956	0.016914	2	3	140
Beam_2_3_3	17154	0.024747	0.20956	0.018144	2	3	140
Beam_2_3_3	17158	0.034253	0.20956	0.018144	2	3	140
Beam_2_3_3	17106	0.034254	0.20956	0.016914	2	3	140
Beam_2_3_3	17141	0.021892	0.20981	0.01832	2	3	140
Beam_2_3_3	17129	0.021892	0.20981	0.017095	2	3	140
Beam_2_3_3	17160	0.037112	0.20982	0.018329	2	3	140
Beam_2_3_3	17101	0.037113	0.20982	0.017103	2	3	140
Beam_2_3_3	17109	0.027114	0.21018	0.017358	2	3	140
Beam_2_3_3	17153	0.027114	0.21018	0.018579	2	3	140
Beam_2_3_3	17159	0.031886	0.21018	0.018579	2	3	140
Beam_2_3_3	17107	0.031886	0.21018	0.017358	2	3	140
Beam_2_3_3	17140	0.023795	0.21031	0.018668	2	3	140
Beam_2_3_3	17128	0.023795	0.21031	0.017449	2	3	140
Beam_2_3_3	17102	0.035213	0.21032	0.017456	2	3	140
Beam_2_3_3	17161	0.035213	0.21032	0.018674	2	3	140
Beam_2_3_3	17127	0.025689	0.2108	0.017796	2	3	140
Beam_2_3_3	17139	0.025689	0.2108	0.019007	2	3	140
Beam_2_3_3	17108	0.0295	0.2108	0.017796	2	3	140
Beam_2_3_3	17156	0.0295	0.2108	0.019007	2	3	140
Beam_2_3_3	17162	0.033323	0.21081	0.019011	2	3	140
Beam_2_3_3	17103	0.033323	0.21081	0.017801	2	3	140
Beam_2_3_3	17126	0.027595	0.2113	0.018138	2	3	140
Beam_2_3_3	17142	0.027595	0.2113	0.019342	2	3	140
Beam_2_3_3	17095	0.031422	0.21131	0.018141	2	3	140
Beam_2_3_3	17163	0.031422	0.21131	0.019345	2	3	140
Beam_2_3_3	17125	0.025703	0.2118	0.018471	2	3	140
Beam_2_3_3	17145	0.025703	0.2118	0.019668	2	3	140
Beam_2_3_3	17164	0.03331	0.2118	0.01967	2	3	140
Beam_2_3_3	17096	0.03331	0.2118	0.018473	2	3	140
Beam_2_3_3	17117	0.029514	0.21181	0.018476	2	3	140
Beam_2_3_3	17149	0.029514	0.21181	0.019673	2	3	140
Beam_2_3_3	17144	0.023799	0.2123	0.01999	2	3	140
Beam_2_3_3	17124	0.023799	0.2123	0.0188	2	3	140
Beam_2_3_3	17097	0.035209	0.2123	0.018801	2	3	140
Beam_2_3_3	17165	0.035209	0.2123	0.019992	2	3	140
Beam_2_3_3	17146	0.027145	0.21243	0.020072	2	3	140
Beam_2_3_3	17118	0.027145	0.21243	0.018883	2	3	140
Beam_2_3_3	17116	0.031876	0.21243	0.018883	2	3	140
Beam_2_3_3	17152	0.031876	0.21243	0.020072	2	3	140
Beam_2_3_3	17143	0.021905	0.2128	0.020305	2	3	140
Beam_2_3_3	17123	0.021905	0.2128	0.019121	2	3	140
Beam_2_3_3	17098	0.037099	0.2128	0.019122	2	3	140
Beam_2_3_3	17166	0.037099	0.2128	0.020306	2	3	140
Beam_2_3_3	17147	0.02476	0.21305	0.020464	2	3	140
Beam_2_3_3	17119	0.02476	0.21305	0.019283	2	3	140
Beam_2_3_3	17151	0.034254	0.21305	0.020464	2	3	140
Beam_2_3_3	17115	0.034254	0.21305	0.019283	2	3	140
Beam_2_3_3	17120	0.022388	0.21367	0.019672	2	3	140
Beam_2_3_3	17148	0.022388	0.21367	0.020845	2	3	140
Beam_2_3_3	17114	0.036619	0.21367	0.019672	2	3	140
Beam_2_3_3	17150	0.036619	0.21367	0.020845	2	3	140
Beam_2_3_3	25367	0.02	0.2148	0.020937	2	3	140
Beam_2_3_3	25370	0.02475	0.2148	0.020937	2	3	140
Beam_2_3_3	25369	0.0295	0.2148	0.020937	2	3	140
Beam_2_3_3	25368	0.03425	0.2148	0.020937	2	3	140
Beam_2_3_3	25366	0.039	0.2148	0.020937	2	3	140
Beam_2_3_4	18407	0.022367	0.21593	0.021013	2	3	194
Beam_2_3_4	18451	0.022367	0.21593	0.02216	2	3	194
Beam_2_3_4	18453	0.036633	0.21593	0.02216	2	3	194
Beam_2_3_4	18401	0.036633	0.21593	0.021013	2	3	194
Beam_2_3_4	18406	0.024748	0.21656	0.021363	2	3	194
Beam_2_3_4	18450	0.024748	0.21656	0.022504	2	3	194
Beam_2_3_4	18402	0.034252	0.21656	0.021363	2	3	194
Beam_2_3_4	18454	0.034252	0.21656	0.022504	2	3	194
Beam_2_3_4	18425	0.021894	0.21681	0.021502	2	3	194
Beam_2_3_4	18437	0.021894	0.21681	0.02264	2	3	194
Beam_2_3_4	18456	0.03711	0.21682	0.022646	2	3	194
Beam_2_3_4	18397	0.03711	0.21682	0.021508	2	3	194
Beam_2_3_4	18449	0.027117	0.21718	0.022838	2	3	194
Beam_2_3_4	18405	0.027117	0.21718	0.021704	2	3	194
Beam_2_3_4	18403	0.031883	0.21718	0.021704	2	3	194
Beam_2_3_4	18455	0.031883	0.21718	0.022838	2	3	194
Beam_2_3_4	18424	0.023796	0.21731	0.021773	2	3	194
Beam_2_3_4	18436	0.023796	0.21731	0.022906	2	3	194
Beam_2_3_4	18457	0.035212	0.21732	0.022911	2	3	194
Beam_2_3_4	18398	0.035212	0.21732	0.021778	2	3	194
Beam_2_3_4	18423	0.025691	0.2178	0.022038	2	3	194
Beam_2_3_4	18435	0.025691	0.2178	0.023166	2	3	194
Beam_2_3_4	18452	0.0295	0.2178	0.023166	2	3	194
Beam_2_3_4	18404	0.0295	0.2178	0.022038	2	3	194
Beam_2_3_4	18458	0.033321	0.21781	0.02317	2	3	194
Beam_2_3_4	18399	0.033321	0.21781	0.022042	2	3	194
Beam_2_3_4	18438	0.027595	0.2183	0.023423	2	3	194
Beam_2_3_4	18422	0.027595	0.2183	0.022299	2	3	194
Beam_2_3_4	18459	0.031422	0.21831	0.023425	2	3	194
Beam_2_3_4	18391	0.031422	0.21831	0.022301	2	3	194
Beam_2_3_4	18441	0.025701	0.2188	0.023673	2	3	194
Beam_2_3_4	18421	0.025701	0.2188	0.022553	2	3	194
Beam_2_3_4	18460	0.033312	0.2188	0.023674	2	3	194
Beam_2_3_4	18392	0.033312	0.2188	0.022555	2	3	194
Beam_2_3_4	18445	0.029514	0.21881	0.023676	2	3	194
Beam_2_3_4	18413	0.029514	0.21881	0.022557	2	3	194
Beam_2_3_4	18420	0.023799	0.2193	0.022804	2	3	194
Beam_2_3_4	18440	0.023799	0.2193	0.023919	2	3	194
Beam_2_3_4	18461	0.03521	0.2193	0.02392	2	3	194
Beam_2_3_4	18393	0.03521	0.2193	0.022805	2	3	194
Beam_2_3_4	18442	0.027142	0.21943	0.023981	2	3	194
Beam_2_3_4	18414	0.027142	0.21943	0.022867	2	3	194
Beam_2_3_4	18412	0.031879	0.21943	0.022867	2	3	194
Beam_2_3_4	18448	0.031879	0.21943	0.023981	2	3	194
Beam_2_3_4	18439	0.021903	0.2198	0.024159	2	3	194
Beam_2_3_4	18419	0.021903	0.2198	0.023049	2	3	194
Beam_2_3_4	18462	0.037101	0.2198	0.02416	2	3	194
Beam_2_3_4	18394	0.037101	0.2198	0.023049	2	3	194
Beam_2_3_4	18443	0.024759	0.22005	0.02428	2	3	194
Beam_2_3_4	18415	0.024759	0.22005	0.023172	2	3	194
Beam_2_3_4	18411	0.034255	0.22005	0.023172	2	3	194
Beam_2_3_4	18447	0.034255	0.22005	0.02428	2	3	194
Beam_2_3_4	18416	0.022385	0.22067	0.023467	2	3	194
Beam_2_3_4	18444	0.022385	0.22067	0.02457	2	3	194
Beam_2_3_4	18410	0.036622	0.22067	0.023467	2	3	194
Beam_2_3_4	18446	0.036622	0.22067	0.02457	2	3	194
Beam_2_3_4	25358	0.02	0.2218	0.024532	2	3	194
Beam_2_3_4	25361	0.02475	0.2218	0.024532	2	3	194
Beam_2_3_4	25360	0.0295	0.2218	0.024532	2	3	194
Beam_2_3_4	25359	0.03425	0.2218	0.024532	2	3	194
Beam_2_3_4	25357	0.039	0.2218	0.024532	2	3	194
Beam_2_3_5	19747	0.022369	0.22293	0.025565	2	3	248
Beam_2_3_5	19703	0.022369	0.22293	0.024479	2	3	248
Beam_2_3_5	19697	0.036631	0.22293	0.024479	2	3	248
Beam_2_3_5	19749	0.036631	0.22293	0.025565	2	3	248
Beam_2_3_5	19702	0.024749	0.22356	0.024742	2	3	248
Beam_2_3_5	19746	0.024749	0.22356	0.025823	2	3	248
Beam_2_3_5	19698	0.034251	0.22356	0.024742	2	3	248
Beam_2_3_5	19750	0.034251	0.22356	0.025823	2	3	248
Beam_2_3_5	19721	0.021895	0.22381	0.024845	2	3	248
Beam_2_3_5	19733	0.021895	0.22381	0.025925	2	3	248
Beam_2_3_5	19693	0.037109	0.22382	0.02485	2	3	248
Beam_2_3_5	19752	0.037109	0.22382	0.02593	2	3	248
Beam_2_3_5	19745	0.02712	0.22418	0.026074	2	3	248
Beam_2_3_5	19701	0.02712	0.22418	0.024996	2	3	248
Beam_2_3_5	19699	0.03188	0.22418	0.024996	2	3	248
Beam_2_3_5	19751	0.03188	0.22418	0.026074	2	3	248
Beam_2_3_5	19720	0.023797	0.22431	0.025048	2	3	248
Beam_2_3_5	19732	0.023797	0.22431	0.026124	2	3	248
Beam_2_3_5	19753	0.035212	0.22432	0.026128	2	3	248
Beam_2_3_5	19694	0.035212	0.22432	0.025052	2	3	248
Beam_2_3_5	19731	0.025693	0.2248	0.026318	2	3	248
Beam_2_3_5	19719	0.025693	0.2248	0.025245	2	3	248
Beam_2_3_5	19748	0.0295	0.2248	0.026318	2	3	248
Beam_2_3_5	19700	0.0295	0.2248	0.025245	2	3	248
Beam_2_3_5	19754	0.03332	0.22481	0.026321	2	3	248
Beam_2_3_5	19695	0.03332	0.22481	0.025248	2	3	248
Beam_2_3_5	19718	0.027595	0.2253	0.025439	2	3	248
Beam_2_3_5	19734	0.027595	0.2253	0.026509	2	3	248
Beam_2_3_5	19755	0.031422	0.22531	0.02651	2	3	248
Beam_2_3_5	19687	0.031422	0.22531	0.025441	2	3	248
Beam_2_3_5	19737	0.025699	0.2258	0.026694	2	3	248
Beam_2_3_5	19717	0.025699	0.2258	0.025627	2	3	248
Beam_2_3_5	19688	0.033313	0.2258	0.025629	2	3	248
Beam_2_3_5	19756	0.033313	0.2258	0.026695	2	3	248
Beam_2_3_5	19741	0.029514	0.22581	0.026696	2	3	248
Beam_2_3_5	19709	0.029514	0.22581	0.02563	2	3	248
Beam_2_3_5	19716	0.023798	0.2263	0.025812	2	3	248
Beam_2_3_5	19736	0.023798	0.2263	0.026876	2	3	248
Beam_2_3_5	19689	0.03521	0.2263	0.025813	2	3	248
Beam_2_3_5	19757	0.03521	0.2263	0.026877	2	3	248
Beam_2_3_5	19738	0.02714	0.22643	0.026922	2	3	248
Beam_2_3_5	19710	0.02714	0.22643	0.025859	2	3	248
Beam_2_3_5	19744	0.031881	0.22643	0.026922	2	3	248
Beam_2_3_5	19708	0.031881	0.22643	0.025859	2	3	248
Beam_2_3_5	19735	0.021902	0.2268	0.027053	2	3	248
Beam_2_3_5	19715	0.021902	0.2268	0.025992	2	3	248
Beam_2_3_5	19690	0.037103	0.2268	0.025992	2	3	248
Beam_2_3_5	19758	0.037103	0.2268	0.027053	2	3	248
Beam_2_3_5	19711	0.024758	0.22705	0.026082	2	3	248
Beam_2_3_5	19739	0.024758	0.22705	0.027142	2	3	248
Beam_2_3_5	19743	0.034256	0.22705	0.027142	2	3	248
Beam_2_3_5	19707	0.034256	0.22705	0.026082	2	3	248
Beam_2_3_5	19740	0.022383	0.22767	0.027354	2	3	248
Beam_2_3_5	19712	0.022383	0.22767	0.026298	2	3	248
Beam_2_3_5	19706	0.036624	0.22767	0.026298	2	3	248
Beam_2_3_5	19742	0.036624	0.22767	0.027354	2	3	248
Beam_2_3_5	25349	0.02	0.2288	0.027198	2	3	248
Beam_2_3_5	25352	0.02475	0.2288	0.027198	2	3	248
Beam_2_3_5	25351	0.0295	0.2288	0.027198	2	3	248
Beam_2_3_5	25350	0.03425	0.2288	0.027198	2	3	248
Beam_2_3_5	25348	0.039	0.2288	0.027198	2	3	248
Beam_2_3_6	21017	0.022371	0.22993	0.027027	2	3	302
Beam_2_3_6	21029	0.022371	0.22993	0.028072	2	3	302
Beam_2_3_6	21031	0.036629	0.22993	0.028072	2	3	302
Beam_2_3_6	21011	0.036629	0.22993	0.027027	2	3	302
Beam_2_3_6	21028	0.024749	0.23056	0.028256	2	3	302
Beam_2_3_6	21016	0.024749	0.23056	0.027214	2	3	302
Beam_2_3_6	21032	0.034251	0.23056	0.028256	2	3	302
Beam_2_3_6	21012	0.034251	0.23056	0.027214	2	3	302
Beam_2_3_6	21043	0.021896	0.23081	0.028328	2	3	302
Beam_2_3_6	20999	0.021896	0.23081	0.027287	2	3	302
Beam_2_3_6	21034	0.037108	0.23082	0.028331	2	3	302
Beam_2_3_6	21007	0.037108	0.23082	0.027291	2	3	302
Beam_2_3_6	21015	0.027121	0.23118	0.027394	2	3	302
Beam_2_3_6	21027	0.027121	0.23118	0.028432	2	3	302
Beam_2_3_6	21033	0.031879	0.23118	0.028432	2	3	302
Beam_2_3_6	21013	0.031879	0.23118	0.027394	2	3	302
Beam_2_3_6	21042	0.023797	0.23131	0.028468	2	3	302
Beam_2_3_6	20998	0.023797	0.23131	0.02743	2	3	302
Beam_2_3_6	21035	0.035212	0.23132	0.028471	2	3	302
Beam_2_3_6	21008	0.035212	0.23132	0.027432	2	3	302
Beam_2_3_6	20997	0.025694	0.2318	0.027568	2	3	302
Beam_2_3_6	21041	0.025694	0.2318	0.028604	2	3	302
Beam_2_3_6	21014	0.0295	0.2318	0.027567	2	3	302
Beam_2_3_6	21030	0.0295	0.2318	0.028604	2	3	302
Beam_2_3_6	21009	0.033319	0.23181	0.02757	2	3	302
Beam_2_3_6	21036	0.033319	0.23181	0.028606	2	3	302
Beam_2_3_6	21044	0.027595	0.2323	0.028736	2	3	302
Beam_2_3_6	20996	0.027595	0.2323	0.027702	2	3	302
Beam_2_3_6	21001	0.031422	0.23231	0.027703	2	3	302
Beam_2_3_6	21037	0.031422	0.23231	0.028737	2	3	302
Beam_2_3_6	20995	0.025698	0.2328	0.027832	2	3	302
Beam_2_3_6	21047	0.025698	0.2328	0.028864	2	3	302
Beam_2_3_6	21002	0.033314	0.2328	0.027833	2	3	302
Beam_2_3_6	21038	0.033314	0.2328	0.028865	2	3	302
Beam_2_3_6	21051	0.029514	0.23281	0.028866	2	3	302
Beam_2_3_6	20987	0.029514	0.23281	0.027834	2	3	302
Beam_2_3_6	21046	0.023798	0.2333	0.028989	2	3	302
Beam_2_3_6	20994	0.023798	0.2333	0.027959	2	3	302
Beam_2_3_6	21039	0.035211	0.2333	0.028989	2	3	302
Beam_2_3_6	21003	0.035211	0.2333	0.027959	2	3	302
Beam_2_3_6	20988	0.027139	0.23343	0.027991	2	3	302
Beam_2_3_6	21048	0.027139	0.23343	0.02902	2	3	302
Beam_2_3_6	21054	0.031882	0.23343	0.02902	2	3	302
Beam_2_3_6	20986	0.031882	0.23343	0.027991	2	3	302
Beam_2_3_6	21045	0.021901	0.2338	0.029109	2	3	302
Beam_2_3_6	20993	0.021901	0.2338	0.028081	2	3	302
Beam_2_3_6	21040	0.037104	0.2338	0.02911	2	3	302
Beam_2_3_6	21004	0.037104	0.2338	0.028081	2	3	302
Beam_2_3_6	21049	0.024758	0.23405	0.029169	2	3	302
Beam_2_3_6	20989	0.024758	0.23405	0.028142	2	3	302
Beam_2_3_6	21053	0.034256	0.23405	0.029169	2	3	302
Beam_2_3_6	20985	0.034256	0.23405	0.028142	2	3	302
Beam_2_3_6	21050	0.022381	0.23467	0.029312	2	3	302
Beam_2_3_6	20990	0.022381	0.23467	0.028286	2	3	302
Beam_2_3_6	21052	0.036626	0.23467	0.029312	2	3	302
Beam_2_3_6	20984	0.036626	0.23467	0.028286	2	3	302
Beam_2_3_6	25340	0.02	0.2358	0.029044	2	3	302
Beam_2_3_6	25343	0.02475	0.2358	0.029044	2	3	302
Beam_2_3_6	25342	0.0295	0.2358	0.029044	2	3	302
Beam_2_3_6	25341	0.03425	0.2358	0.029044	2	3	302
Beam_2_3_6	25339	0.039	0.2358	0.029044	2	3	302
Beam_2_3_7	22313	0.022373	0.23693	0.028762	2	3	356
Beam_2_3_7	22325	0.022373	0.23693	0.02978	2	3	356
Beam_2_3_7	22327	0.036627	0.23693	0.02978	2	3	356
Beam_2_3_7	22307	0.036627	0.23693	0.028762	2	3	356
Beam_2_3_7	22312	0.024749	0.23756	0.028879	2	3	356
Beam_2_3_7	22324	0.024749	0.23756	0.029895	2	3	356
Beam_2_3_7	22308	0.034251	0.23756	0.028879	2	3	356
Beam_2_3_7	22328	0.034251	0.23756	0.029895	2	3	356
Beam_2_3_7	22295	0.021897	0.23781	0.028924	2	3	356
Beam_2_3_7	22339	0.021897	0.23781	0.02994	2	3	356
Beam_2_3_7	22330	0.037107	0.23782	0.029942	2	3	356
Beam_2_3_7	22303	0.037107	0.23782	0.028927	2	3	356
Beam_2_3_7	22323	0.027123	0.23818	0.030005	2	3	356
Beam_2_3_7	22311	0.027123	0.23818	0.02899	2	3	356
Beam_2_3_7	22309	0.031877	0.23818	0.02899	2	3	356
Beam_2_3_7	22329	0.031877	0.23818	0.030005	2	3	356
Beam_2_3_7	22338	0.023797	0.23831	0.030027	2	3	356
Beam_2_3_7	22294	0.023797	0.23831	0.029012	2	3	356
Beam_2_3_7	22331	0.035211	0.23832	0.030028	2	3	356
Beam_2_3_7	22304	0.035211	0.23832	0.029014	2	3	356
Beam_2_3_7	22293	0.025695	0.2388	0.029096	2	3	356
Beam_2_3_7	22337	0.025695	0.2388	0.030109	2	3	356
Beam_2_3_7	22310	0.0295	0.2388	0.029096	2	3	356
Beam_2_3_7	22326	0.0295	0.2388	0.030109	2	3	356
Beam_2_3_7	22305	0.033318	0.23881	0.029097	2	3	356
Beam_2_3_7	22332	0.033318	0.23881	0.03011	2	3	356
Beam_2_3_7	22340	0.027595	0.2393	0.030188	2	3	356
Beam_2_3_7	22292	0.027595	0.2393	0.029176	2	3	356
Beam_2_3_7	22333	0.031422	0.23931	0.030189	2	3	356
Beam_2_3_7	22297	0.031422	0.23931	0.029177	2	3	356
Beam_2_3_7	22291	0.025697	0.2398	0.029252	2	3	356
Beam_2_3_7	22343	0.025697	0.2398	0.030263	2	3	356
Beam_2_3_7	22334	0.033315	0.2398	0.030264	2	3	356
Beam_2_3_7	22298	0.033315	0.2398	0.029253	2	3	356
Beam_2_3_7	22283	0.029514	0.23981	0.029253	2	3	356
Beam_2_3_7	22347	0.029514	0.23981	0.030264	2	3	356
Beam_2_3_7	22342	0.023798	0.2403	0.030335	2	3	356
Beam_2_3_7	22290	0.023798	0.2403	0.029325	2	3	356
Beam_2_3_7	22299	0.035211	0.2403	0.029325	2	3	356
Beam_2_3_7	22335	0.035211	0.2403	0.030335	2	3	356
Beam_2_3_7	22284	0.027137	0.24043	0.029343	2	3	356
Beam_2_3_7	22344	0.027137	0.24043	0.030353	2	3	356
Beam_2_3_7	22282	0.031884	0.24043	0.029343	2	3	356
Beam_2_3_7	22350	0.031884	0.24043	0.030353	2	3	356
Beam_2_3_7	22289	0.0219	0.2408	0.029394	2	3	356
Beam_2_3_7	22341	0.0219	0.2408	0.030403	2	3	356
Beam_2_3_7	22336	0.037104	0.2408	0.030403	2	3	356
Beam_2_3_7	22300	0.037104	0.2408	0.029394	2	3	356
Beam_2_3_7	22345	0.024757	0.24105	0.030436	2	3	356
Beam_2_3_7	22285	0.024757	0.24105	0.029427	2	3	356
Beam_2_3_7	22349	0.034257	0.24105	0.030436	2	3	356
Beam_2_3_7	22281	0.034257	0.24105	0.029427	2	3	356
Beam_2_3_7	22286	0.02238	0.24167	0.029506	2	3	356
Beam_2_3_7	22346	0.02238	0.24167	0.030513	2	3	356
Beam_2_3_7	22280	0.036627	0.24167	0.029506	2	3	356
Beam_2_3_7	22348	0.036627	0.24167	0.030513	2	3	356
Beam_2_3_7	25331	0.02	0.2428	0.030136	2	3	356
Beam_2_3_7	25334	0.02475	0.2428	0.030136	2	3	356
Beam_2_3_7	25333	0.0295	0.2428	0.030136	2	3	356
Beam_2_3_7	25332	0.03425	0.2428	0.030136	2	3	356
Beam_2_3_7	25330	0.039	0.2428	0.030136	2	3	356
Beam_2_3_8	23621	0.022374	0.24393	0.030747	2	3	410
Beam_2_3_8	23609	0.022374	0.24393	0.029743	2	3	410
Beam_2_3_8	23623	0.036626	0.24393	0.030747	2	3	410
Beam_2_3_8	23603	0.036626	0.24393	0.029743	2	3	410
Beam_2_3_8	23620	0.02475	0.24456	0.030798	2	3	410
Beam_2_3_8	23608	0.02475	0.24456	0.029795	2	3	410
Beam_2_3_8	23624	0.03425	0.24456	0.030798	2	3	410
Beam_2_3_8	23604	0.03425	0.24456	0.029795	2	3	410
Beam_2_3_8	23635	0.021898	0.24481	0.030817	2	3	410
Beam_2_3_8	23591	0.021898	0.24481	0.029815	2	3	410
Beam_2_3_8	23626	0.037106	0.24482	0.030818	2	3	410
Beam_2_3_8	23599	0.037106	0.24482	0.029816	2	3	410
Beam_2_3_8	23607	0.027124	0.24518	0.029842	2	3	410
Beam_2_3_8	23619	0.027124	0.24518	0.030844	2	3	410
Beam_2_3_8	23625	0.031876	0.24518	0.030844	2	3	410
Beam_2_3_8	23605	0.031876	0.24518	0.029842	2	3	410
Beam_2_3_8	23590	0.023797	0.24531	0.02985	2	3	410
Beam_2_3_8	23634	0.023797	0.24531	0.030853	2	3	410
Beam_2_3_8	23627	0.035211	0.24532	0.030853	2	3	410
Beam_2_3_8	23600	0.035211	0.24532	0.029851	2	3	410
Beam_2_3_8	23589	0.025696	0.2458	0.029883	2	3	410
Beam_2_3_8	23633	0.025696	0.2458	0.030884	2	3	410
Beam_2_3_8	23622	0.0295	0.2458	0.030884	2	3	410
Beam_2_3_8	23606	0.0295	0.2458	0.029882	2	3	410
Beam_2_3_8	23601	0.033317	0.24581	0.029883	2	3	410
Beam_2_3_8	23628	0.033317	0.24581	0.030885	2	3	410
Beam_2_3_8	23636	0.027595	0.2463	0.030913	2	3	410
Beam_2_3_8	23588	0.027595	0.2463	0.029911	2	3	410
Beam_2_3_8	23629	0.031422	0.24631	0.030913	2	3	410
Beam_2_3_8	23593	0.031422	0.24631	0.029911	2	3	410
Beam_2_3_8	23639	0.025697	0.2468	0.030937	2	3	410
Beam_2_3_8	23587	0.025697	0.2468	0.029936	2	3	410
Beam_2_3_8	23594	0.033316	0.2468	0.029936	2	3	410
Beam_2_3_8	23630	0.033316	0.2468	0.030937	2	3	410
Beam_2_3_8	23643	0.029514	0.24681	0.030937	2	3	410
Beam_2_3_8	23579	0.029514	0.24681	0.029936	2	3	410
Beam_2_3_8	23638	0.023798	0.2473	0.030958	2	3	410
Beam_2_3_8	23586	0.023798	0.2473	0.029957	2	3	410
Beam_2_3_8	23631	0.035211	0.2473	0.030958	2	3	410
Beam_2_3_8	23595	0.035211	0.2473	0.029957	2	3	410
Beam_2_3_8	23580	0.027136	0.24743	0.029962	2	3	410
Beam_2_3_8	23640	0.027136	0.24743	0.030963	2	3	410
Beam_2_3_8	23578	0.031885	0.24743	0.029962	2	3	410
Beam_2_3_8	23646	0.031885	0.24743	0.030963	2	3	410
Beam_2_3_8	23637	0.021899	0.2478	0.030976	2	3	410
Beam_2_3_8	23585	0.021899	0.2478	0.029975	2	3	410
Beam_2_3_8	23596	0.037105	0.2478	0.029975	2	3	410
Beam_2_3_8	23632	0.037105	0.2478	0.030976	2	3	410
Beam_2_3_8	23641	0.024757	0.24805	0.030983	2	3	410
Beam_2_3_8	23581	0.024757	0.24805	0.029983	2	3	410
Beam_2_3_8	23645	0.034257	0.24805	0.030983	2	3	410
Beam_2_3_8	23577	0.034257	0.24805	0.029983	2	3	410
Beam_2_3_8	23642	0.022379	0.24867	0.030998	2	3	410
Beam_2_3_8	23582	0.022379	0.24867	0.029997	2	3	410
Beam_2_3_8	23576	0.036628	0.24867	0.029997	2	3	410
Beam_2_3_8	23644	0.036628	0.24867	0.030998	2	3	410
Beam_2_3_8	25322	0.02	0.2498	0.030509	2	3	410
Beam_2_3_8	25325	0.02475	0.2498	0.030509	2	3	410
Beam_2_3_8	25324	0.0295	0.2498	0.030509	2	3	410
Beam_2_3_8	25323	0.03425	0.2498	0.030509	2	3	410
Beam_2_3_8	25321	0.039	0.2498	0.030509	2	3	410
Beam_2_3_9	24230	0.022375	0.25093	0.030004	2	3	437
Beam_2_3_9	24290	0.022375	0.25093	0.031004	2	3	437
Beam_2_3_9	24292	0.036625	0.25093	0.031004	2	3	437
Beam_2_3_9	24224	0.036625	0.25093	0.030004	2	3	437
Beam_2_3_9	24289	0.02475	0.25156	0.030993	2	3	437
Beam_2_3_9	24229	0.02475	0.25156	0.029993	2	3	437
Beam_2_3_9	24225	0.03425	0.25156	0.029993	2	3	437
Beam_2_3_9	24293	0.03425	0.25156	0.030993	2	3	437
Beam_2_3_9	24276	0.021899	0.25181	0.030987	2	3	437
Beam_2_3_9	24248	0.021899	0.25181	0.029987	2	3	437
Beam_2_3_9	24281	0.037105	0.25182	0.030987	2	3	437
Beam_2_3_9	24238	0.037105	0.25182	0.029986	2	3	437
Beam_2_3_9	24288	0.027125	0.25218	0.030976	2	3	437
Beam_2_3_9	24228	0.027125	0.25218	0.029976	2	3	437
Beam_2_3_9	24294	0.031875	0.25218	0.030976	2	3	437
Beam_2_3_9	24226	0.031875	0.25218	0.029976	2	3	437
Beam_2_3_9	24247	0.023798	0.25231	0.029972	2	3	437
Beam_2_3_9	24275	0.023798	0.25231	0.030972	2	3	437
Beam_2_3_9	24282	0.035211	0.25232	0.030972	2	3	437
Beam_2_3_9	24239	0.035211	0.25232	0.029971	2	3	437
Beam_2_3_9	24274	0.025696	0.2528	0.030954	2	3	437
Beam_2_3_9	24246	0.025696	0.2528	0.029953	2	3	437
Beam_2_3_9	24227	0.0295	0.2528	0.029953	2	3	437
Beam_2_3_9	24291	0.0295	0.2528	0.030954	2	3	437
Beam_2_3_9	24283	0.033316	0.25281	0.030954	2	3	437
Beam_2_3_9	24240	0.033316	0.25281	0.029953	2	3	437
Beam_2_3_9	24245	0.027595	0.2533	0.029931	2	3	437
Beam_2_3_9	24277	0.027595	0.2533	0.030932	2	3	437
Beam_2_3_9	24232	0.031422	0.25331	0.029931	2	3	437
Beam_2_3_9	24284	0.031422	0.25331	0.030932	2	3	437
Beam_2_3_9	24244	0.025696	0.2538	0.029905	2	3	437
Beam_2_3_9	24280	0.025696	0.2538	0.030907	2	3	437
Beam_2_3_9	24285	0.033317	0.2538	0.030907	2	3	437
Beam_2_3_9	24233	0.033317	0.2538	0.029905	2	3	437
Beam_2_3_9	24254	0.029514	0.25381	0.029905	2	3	437
Beam_2_3_9	24270	0.029514	0.25381	0.030907	2	3	437
Beam_2_3_9	24243	0.023797	0.2543	0.029876	2	3	437
Beam_2_3_9	24279	0.023797	0.2543	0.030878	2	3	437
Beam_2_3_9	24286	0.035211	0.2543	0.030878	2	3	437
Beam_2_3_9	24234	0.035211	0.2543	0.029876	2	3	437
Beam_2_3_9	24267	0.027135	0.25443	0.03087	2	3	437
Beam_2_3_9	24255	0.027135	0.25443	0.029868	2	3	437
Beam_2_3_9	24273	0.031886	0.25443	0.03087	2	3	437
Beam_2_3_9	24253	0.031886	0.25443	0.029868	2	3	437
