Beam	Node	X	Y	Z	track	arch	original
Beam_1_2_8	23335	0.016626	0.14393	0.030747	1	2	398
Beam_1_2_8	23315	0.016626	0.14393	0.029743	1	2	398
Beam_1_2_8	23332	0.0047498	0.14456	0.030798	1	2	398
Beam_1_2_8	23320	0.0047498	0.14456	0.029795	1	2	398
Beam_1_2_8	23336	0.01425	0.14456	0.030798	1	2	398
Beam_1_2_8	23316	0.01425	0.14456	0.029795	1	2	398
Beam_1_2_8	23347	0.0018981	0.14481	0.030817	1	2	398
Beam_1_2_8	23303	0.0018981	0.14481	0.029815	1	2	398
Beam_1_2_8	23338	0.017106	0.14482	0.030818	1	2	398
Beam_1_2_8	23311	0.017106	0.14482	0.029816	1	2	398
Beam_1_2_8	23319	0.0071241	0.14518	0.029842	1	2	398
Beam_1_2_8	23331	0.0071241	0.14518	0.030844	1	2	398
Beam_1_2_8	23317	0.011876	0.14518	0.029842	1	2	398
Beam_1_2_8	23337	0.011876	0.14518	0.030844	1	2	398
Beam_1_2_8	23302	0.0037973	0.14531	0.02985	1	2	398
Beam_1_2_8	23346	0.0037973	0.14531	0.030853	1	2	398
Beam_1_2_8	23339	0.015211	0.14532	0.030853	1	2	398
Beam_1_2_8	23312	0.015211	0.14532	0.029851	1	2	398
Beam_1_2_8	23301	0.0056957	0.1458	0.029883	1	2	398
Beam_1_2_8	23345	0.0056957	0.1458	0.030884	1	2	398
Beam_1_2_8	23334	0.0095	0.1458	0.030884	1	2	398
Beam_1_2_8	23318	0.0095	0.1458	0.029882	1	2	398
Beam_1_2_8	23340	0.013317	0.14581	0.030885	1	2	398
Beam_1_2_8	23313	0.013317	0.14581	0.029883	1	2	398
Beam_1_2_8	23348	0.0075949	0.1463	0.030913	1	2	398
Beam_1_2_8	23300	0.0075949	0.1463	0.029911	1	2	398
Beam_1_2_8	23341	0.011422	0.14631	0.030913	1	2	398
Beam_1_2_8	23305	0.011422	0.14631	0.029911	1	2	398
Beam_1_2_8	23351	0.0056965	0.1468	0.030937	1	2	398
Beam_1_2_8	23299	0.0056965	0.1468	0.029936	1	2	398
Beam_1_2_8	23342	0.013316	0.1468	0.030937	1	2	398
Beam_1_2_8	23306	0.013316	0.1468	0.029936	1	2	398
Beam_1_2_8	23355	0.0095141	0.14681	0.030937	1	2	398
Beam_1_2_8	23291	0.0095141	0.14681	0.029936	1	2	398
Beam_1_2_8	23350	0.0037975	0.1473	0.030958	1	2	398
Beam_1_2_8	23298	0.0037975	0.1473	0.029957	1	2	398
Beam_1_2_8	23307	0.015211	0.1473	0.029957	1	2	398
Beam_1_2_8	23343	0.015211	0.1473	0.030958	1	2	398
Beam_1_2_8	23292	0.007136	0.14743	0.029962	1	2	398
Beam_1_2_8	23352	0.007136	0.14743	0.030963	1	2	398
Beam_1_2_8	23358	0.011885	0.14743	0.030963	1	2	398
Beam_1_2_8	23290	0.011885	0.14743	0.029962	1	2	398
Beam_1_2_8	23297	0.001899	0.1478	0.029975	1	2	398
Beam_1_2_8	23349	0.001899	0.1478	0.030976	1	2	398
Beam_1_2_8	23344	0.017105	0.1478	0.030976	1	2	398
Beam_1_2_8	23308	0.017105	0.1478	0.029975	1	2	398
Beam_1_2_8	23353	0.0047571	0.14805	0.030983	1	2	398
Beam_1_2_8	23293	0.0047571	0.14805	0.029983	1	2	398
Beam_1_2_8	23357	0.014257	0.14805	0.030983	1	2	398
Beam_1_2_8	23289	0.014257	0.14805	0.029983	1	2	398
Beam_1_2_8	23294	0.0023788	0.14867	0.029997	1	2	398
Beam_1_2_8	23354	0.0023788	0.14867	0.030998	1	2	398
Beam_1_2_8	23288	0.016628	0.14867	0.029997	1	2	398
Beam_1_2_8	23356	0.016628	0.14867	0.030998	1	2	398
Beam_1_2_8	24980	0.0	0.1498	0.030509	1	2	398
Beam_1_2_8	24983	0.00475	0.1498	0.030509	1	2	398
Beam_1_2_8	24982	0.0095	0.1498	0.030509	1	2	398
Beam_1_2_8	24981	0.01425	0.1498	0.030509	1	2	398
Beam_1_2_8	24979	0.019	0.1498	0.030509	1	2	398
Beam_1_2_9	23995	0.0023752	0.15093	0.031004	1	2	425
Beam_1_2_9	23951	0.0023752	0.15093	0.030004	1	2	425
Beam_1_2_9	23945	0.016625	0.15093	0.030004	1	2	425
Beam_1_2_9	23997	0.016625	0.15093	0.031004	1	2	425
Beam_1_2_9	23994	0.0047501	0.15156	0.030993	1	2	425
Beam_1_2_9	23950	0.0047501	0.15156	0.029993	1	2	425
Beam_1_2_9	23946	0.01425	0.15156	0.029993	1	2	425
Beam_1_2_9	23998	0.01425	0.15156	0.030993	1	2	425
Beam_1_2_9	23969	0.0018989	0.15181	0.029987	1	2	425
Beam_1_2_9	23981	0.0018989	0.15181	0.030987	1	2	425
Beam_1_2_9	23959	0.017105	0.15182	0.029986	1	2	425
Beam_1_2_9	23986	0.017105	0.15182	0.030987	1	2	425
Beam_1_2_9	23993	0.0071254	0.15218	0.030976	1	2	425
Beam_1_2_9	23949	0.0071254	0.15218	0.029976	1	2	425
Beam_1_2_9	23999	0.011875	0.15218	0.030976	1	2	425
Beam_1_2_9	23947	0.011875	0.15218	0.029976	1	2	425
Beam_1_2_9	23968	0.0037975	0.15231	0.029972	1	2	425
Beam_1_2_9	23980	0.0037975	0.15231	0.030972	1	2	425
Beam_1_2_9	23987	0.015211	0.15232	0.030972	1	2	425
Beam_1_2_9	23960	0.015211	0.15232	0.029971	1	2	425
Beam_1_2_9	23967	0.0056965	0.1528	0.029953	1	2	425
Beam_1_2_9	23979	0.0056965	0.1528	0.030954	1	2	425
Beam_1_2_9	23996	0.0095	0.1528	0.030954	1	2	425
Beam_1_2_9	23948	0.0095	0.1528	0.029953	1	2	425
Beam_1_2_9	23961	0.013316	0.15281	0.029953	1	2	425
Beam_1_2_9	23988	0.013316	0.15281	0.030954	1	2	425
Beam_1_2_9	23966	0.0075949	0.1533	0.029931	1	2	425
Beam_1_2_9	23982	0.0075949	0.1533	0.030932	1	2	425
Beam_1_2_9	23989	0.011422	0.15331	0.030932	1	2	425
Beam_1_2_9	23953	0.011422	0.15331	0.029931	1	2	425
Beam_1_2_9	23985	0.0056957	0.1538	0.030907	1	2	425
Beam_1_2_9	23965	0.0056957	0.1538	0.029905	1	2	425
Beam_1_2_9	23990	0.013317	0.1538	0.030907	1	2	425
Beam_1_2_9	23954	0.013317	0.1538	0.029905	1	2	425
Beam_1_2_9	24003	0.0095141	0.15381	0.030907	1	2	425
Beam_1_2_9	23939	0.0095141	0.15381	0.029905	1	2	425
Beam_1_2_9	23964	0.0037973	0.1543	0.029876	1	2	425
Beam_1_2_9	23984	0.0037973	0.1543	0.030878	1	2	425
Beam_1_2_9	23955	0.015211	0.1543	0.029876	1	2	425
Beam_1_2_9	23991	0.015211	0.1543	0.030878	1	2	425
Beam_1_2_9	24000	0.0071348	0.15443	0.03087	1	2	425
Beam_1_2_9	23940	0.0071348	0.15443	0.029868	1	2	425
Beam_1_2_9	23938	0.011886	0.15443	0.029868	1	2	425
Beam_1_2_9	24006	0.011886	0.15443	0.03087	1	2	425
Beam_1_2_9	23983	0.0018982	0.1548	0.030846	1	2	425
Beam_1_2_9	23963	0.0018982	0.1548	0.029843	1	2	425
Beam_1_2_9	23956	0.017106	0.1548	0.029843	1	2	425
Beam_1_2_9	23992	0.017106	0.1548	0.030845	1	2	425
Beam_1_2_9	23941	0.0047568	0.15505	0.029825	1	2	425
Beam_1_2_9	24001	0.0047568	0.15505	0.030828	1	2	425
Beam_1_2_9	24005	0.014257	0.15505	0.030828	1	2	425
Beam_1_2_9	23937	0.014257	0.15505	0.029825	1	2	425
Beam_1_2_9	24002	0.0023775	0.15567	0.03078	1	2	425
Beam_1_2_9	23942	0.0023775	0.15567	0.029776	1	2	425
Beam_1_2_9	23936	0.01663	0.15567	0.029776	1	2	425
Beam_1_2_9	24004	0.01663	0.15567	0.03078	1	2	425
Beam_1_2_9	24989	0.0	0.1568	0.030176	1	2	425
Beam_1_2_9	24992	0.00475	0.1568	0.030176	1	2	425
Beam_1_2_9	24991	0.0095	0.1568	0.030176	1	2	425
Beam_1_2_9	24990	0.01425	0.1568	0.030176	1	2	425
Beam_1_2_9	24988	0.019	0.1568	0.030176	1	2	425
Beam_1_2_10	22657	0.0023764	0.15793	0.029553	1	2	371
Beam_1_2_10	22697	0.0023764	0.15793	0.030559	1	2	371
Beam_1_2_10	22651	0.016624	0.15793	0.029553	1	2	371
Beam_1_2_10	22699	0.016624	0.15793	0.030559	1	2	371
Beam_1_2_10	22696	0.0047503	0.15856	0.030485	1	2	371
Beam_1_2_10	22656	0.0047504	0.15856	0.029478	1	2	371
Beam_1_2_10	22700	0.01425	0.15856	0.030485	1	2	371
Beam_1_2_10	22652	0.01425	0.15856	0.029478	1	2	371
Beam_1_2_10	22689	0.0018997	0.15881	0.030454	1	2	371
Beam_1_2_10	22665	0.0018997	0.15881	0.029446	1	2	371
Beam_1_2_10	22645	0.017104	0.15882	0.029444	1	2	371
Beam_1_2_10	22704	0.017105	0.15882	0.030452	1	2	371
Beam_1_2_10	22655	0.0071266	0.15918	0.029397	1	2	371
Beam_1_2_10	22695	0.0071266	0.15918	0.030406	1	2	371
Beam_1_2_10	22653	0.011873	0.15918	0.029397	1	2	371
Beam_1_2_10	22701	0.011873	0.15918	0.030406	1	2	371
Beam_1_2_10	22664	0.0037977	0.15931	0.02938	1	2	371
Beam_1_2_10	22688	0.0037977	0.15931	0.030389	1	2	371
Beam_1_2_10	22705	0.015211	0.15932	0.030388	1	2	371
Beam_1_2_10	22646	0.015211	0.15932	0.029378	1	2	371
Beam_1_2_10	22654	0.0095	0.1598	0.02931	1	2	371
Beam_1_2_10	22698	0.0095	0.1598	0.03032	1	2	371
Beam_1_2_10	22687	0.0056973	0.15981	0.03032	1	2	371
Beam_1_2_10	22663	0.0056973	0.15981	0.02931	1	2	371
Beam_1_2_10	22647	0.013315	0.15981	0.029309	1	2	371
Beam_1_2_10	22706	0.013315	0.15981	0.030319	1	2	371
Beam_1_2_10	22690	0.0075949	0.1603	0.030248	1	2	371
Beam_1_2_10	22662	0.0075949	0.1603	0.029237	1	2	371
Beam_1_2_10	22639	0.011422	0.16031	0.029236	1	2	371
Beam_1_2_10	22707	0.011422	0.16031	0.030247	1	2	371
Beam_1_2_10	22693	0.0056949	0.1608	0.030172	1	2	371
Beam_1_2_10	22661	0.0056949	0.1608	0.029159	1	2	371
Beam_1_2_10	22667	0.0095141	0.16081	0.029159	1	2	371
Beam_1_2_10	22682	0.0095141	0.16081	0.030171	1	2	371
Beam_1_2_10	22708	0.013318	0.16081	0.030171	1	2	371
Beam_1_2_10	22640	0.013318	0.16081	0.029159	1	2	371
Beam_1_2_10	22660	0.0037971	0.1613	0.029079	1	2	371
Beam_1_2_10	22692	0.0037972	0.1613	0.030092	1	2	371
Beam_1_2_10	22641	0.015211	0.1613	0.029078	1	2	371
Beam_1_2_10	22709	0.015211	0.1613	0.030092	1	2	371
Beam_1_2_10	22668	0.0071335	0.16143	0.029057	1	2	371
Beam_1_2_10	22683	0.0071335	0.16143	0.030071	1	2	371
Beam_1_2_10	22681	0.011888	0.16143	0.030071	1	2	371
Beam_1_2_10	22674	0.011888	0.16143	0.029057	1	2	371
Beam_1_2_10	22659	0.0018974	0.1618	0.028994	1	2	371
Beam_1_2_10	22691	0.0018974	0.1618	0.030009	1	2	371
Beam_1_2_10	22710	0.017107	0.1618	0.030009	1	2	371
Beam_1_2_10	22642	0.017107	0.1618	0.028994	1	2	371
Beam_1_2_10	22669	0.0047565	0.16205	0.02895	1	2	371
Beam_1_2_10	22684	0.0047565	0.16205	0.029965	1	2	371
Beam_1_2_10	22673	0.014258	0.16205	0.02895	1	2	371
Beam_1_2_10	22680	0.014258	0.16205	0.029965	1	2	371
Beam_1_2_10	22685	0.0023762	0.16267	0.029853	1	2	371
Beam_1_2_10	22670	0.0023762	0.16267	0.028836	1	2	371
Beam_1_2_10	22672	0.016631	0.16267	0.028836	1	2	371
Beam_1_2_10	22679	0.016631	0.16267	0.029853	1	2	371
Beam_1_2_10	25034	0.0	0.1638	0.029125	1	2	371
Beam_1_2_10	25037	0.00475	0.1638	0.029125	1	2	371
Beam_1_2_10	25036	0.0095	0.1638	0.029125	1	2	371
Beam_1_2_10	25035	0.01425	0.1638	0.029125	1	2	371
Beam_1_2_10	25033	0.019	0.1638	0.029125	1	2	371
Beam_1_2_11	21389	0.0023778	0.16493	0.029399	1	2	317
Beam_1_2_11	21377	0.0023778	0.16493	0.028375	1	2	317
Beam_1_2_11	21391	0.016622	0.16493	0.029399	1	2	317
Beam_1_2_11	21371	0.016622	0.16493	0.028375	1	2	317
Beam_1_2_11	21376	0.0047507	0.16556	0.028234	1	2	317
Beam_1_2_11	21388	0.0047507	0.16556	0.02926	1	2	317
Beam_1_2_11	21372	0.014249	0.16556	0.028234	1	2	317
Beam_1_2_11	21392	0.014249	0.16556	0.02926	1	2	317
Beam_1_2_11	21403	0.0019006	0.16581	0.029202	1	2	317
Beam_1_2_11	21359	0.0019006	0.16581	0.028175	1	2	317
Beam_1_2_11	21367	0.017104	0.16582	0.028172	1	2	317
Beam_1_2_11	21394	0.017104	0.16582	0.029199	1	2	317
Beam_1_2_11	21375	0.007128	0.16618	0.028086	1	2	317
Beam_1_2_11	21387	0.007128	0.16618	0.029114	1	2	317
Beam_1_2_11	21393	0.011872	0.16618	0.029114	1	2	317
Beam_1_2_11	21373	0.011872	0.16618	0.028086	1	2	317
Beam_1_2_11	21358	0.0037979	0.16631	0.028056	1	2	317
Beam_1_2_11	21402	0.0037979	0.16631	0.029084	1	2	317
Beam_1_2_11	21395	0.015211	0.16632	0.029082	1	2	317
Beam_1_2_11	21368	0.015211	0.16632	0.028053	1	2	317
Beam_1_2_11	21374	0.0095	0.1668	0.027933	1	2	317
Beam_1_2_11	21390	0.0095	0.1668	0.028964	1	2	317
Beam_1_2_11	21401	0.0056982	0.16681	0.028963	1	2	317
Beam_1_2_11	21357	0.0056982	0.16681	0.027932	1	2	317
Beam_1_2_11	21369	0.013315	0.16681	0.027931	1	2	317
Beam_1_2_11	21396	0.013315	0.16681	0.028961	1	2	317
Beam_1_2_11	21404	0.0075949	0.1673	0.028838	1	2	317
Beam_1_2_11	21356	0.0075949	0.1673	0.027805	1	2	317
Beam_1_2_11	21361	0.011422	0.16731	0.027804	1	2	317
Beam_1_2_11	21397	0.011422	0.16731	0.028837	1	2	317
Beam_1_2_11	21407	0.005694	0.1678	0.028709	1	2	317
Beam_1_2_11	21355	0.005694	0.1678	0.027674	1	2	317
Beam_1_2_11	21411	0.0095141	0.16781	0.028707	1	2	317
Beam_1_2_11	21347	0.0095141	0.16781	0.027673	1	2	317
Beam_1_2_11	21362	0.013319	0.16781	0.027673	1	2	317
Beam_1_2_11	21398	0.013319	0.16781	0.028708	1	2	317
Beam_1_2_11	21354	0.0037969	0.1683	0.027539	1	2	317
Beam_1_2_11	21406	0.0037969	0.1683	0.028576	1	2	317
Beam_1_2_11	21399	0.015212	0.1683	0.028575	1	2	317
Beam_1_2_11	21363	0.015212	0.1683	0.027539	1	2	317
Beam_1_2_11	21348	0.007132	0.16843	0.027503	1	2	317
Beam_1_2_11	21408	0.0071321	0.16843	0.02854	1	2	317
Beam_1_2_11	21346	0.011889	0.16843	0.027503	1	2	317
Beam_1_2_11	21414	0.011889	0.16843	0.02854	1	2	317
Beam_1_2_11	21353	0.0018964	0.1688	0.0274	1	2	317
Beam_1_2_11	21405	0.0018964	0.1688	0.028439	1	2	317
Beam_1_2_11	21400	0.017108	0.1688	0.028438	1	2	317
Beam_1_2_11	21364	0.017108	0.1688	0.0274	1	2	317
Beam_1_2_11	21349	0.0047562	0.16905	0.027328	1	2	317
Beam_1_2_11	21409	0.0047562	0.16905	0.028368	1	2	317
Beam_1_2_11	21345	0.014258	0.16905	0.027328	1	2	317
Beam_1_2_11	21413	0.014258	0.16905	0.028368	1	2	317
Beam_1_2_11	21350	0.0023747	0.16967	0.027146	1	2	317
Beam_1_2_11	21410	0.0023748	0.16967	0.028188	1	2	317
Beam_1_2_11	21344	0.016632	0.16967	0.027146	1	2	317
Beam_1_2_11	21412	0.016632	0.16967	0.028188	1	2	317
Beam_1_2_11	25043	0.0	0.1708	0.027323	1	2	317
Beam_1_2_11	25046	0.00475	0.1708	0.027323	1	2	317
Beam_1_2_11	25045	0.0095	0.1708	0.027323	1	2	317
Beam_1_2_11	25044	0.01425	0.1708	0.027323	1	2	317
Beam_1_2_11	25042	0.019	0.1708	0.027323	1	2	317
Beam_1_2_12	20093	0.0023793	0.17193	0.027485	1	2	263
Beam_1_2_12	20081	0.0023794	0.17193	0.026431	1	2	263
Beam_1_2_12	20075	0.016621	0.17193	0.026431	1	2	263
Beam_1_2_12	20095	0.016621	0.17193	0.027485	1	2	263
Beam_1_2_12	20092	0.0047511	0.17256	0.027276	1	2	263
Beam_1_2_12	20080	0.0047511	0.17256	0.026219	1	2	263
Beam_1_2_12	20096	0.014249	0.17256	0.027276	1	2	263
Beam_1_2_12	20076	0.014249	0.17256	0.026219	1	2	263
Beam_1_2_12	20063	0.0019016	0.17281	0.026131	1	2	263
Beam_1_2_12	20107	0.0019016	0.17281	0.02719	1	2	263
Beam_1_2_12	20098	0.017103	0.17282	0.027186	1	2	263
Beam_1_2_12	20071	0.017103	0.17282	0.026127	1	2	263
Beam_1_2_12	20079	0.0071296	0.17318	0.026	1	2	263
Beam_1_2_12	20091	0.0071296	0.17318	0.027061	1	2	263
Beam_1_2_12	20077	0.01187	0.17318	0.026	1	2	263
Beam_1_2_12	20097	0.01187	0.17318	0.027061	1	2	263
Beam_1_2_12	20106	0.0037982	0.17331	0.027016	1	2	263
Beam_1_2_12	20062	0.0037982	0.17331	0.025955	1	2	263
Beam_1_2_12	20099	0.01521	0.17332	0.027013	1	2	263
Beam_1_2_12	20072	0.01521	0.17332	0.025951	1	2	263
Beam_1_2_12	20094	0.0095	0.1738	0.026839	1	2	263
Beam_1_2_12	20078	0.0095	0.1738	0.025774	1	2	263
Beam_1_2_12	20105	0.0056992	0.17381	0.026838	1	2	263
Beam_1_2_12	20061	0.0056992	0.17381	0.025774	1	2	263
Beam_1_2_12	20073	0.013313	0.17381	0.025771	1	2	263
Beam_1_2_12	20100	0.013313	0.17381	0.026835	1	2	263
Beam_1_2_12	20060	0.0075949	0.1743	0.025589	1	2	263
Beam_1_2_12	20108	0.0075949	0.1743	0.026656	1	2	263
Beam_1_2_12	20065	0.011422	0.17431	0.025587	1	2	263
Beam_1_2_12	20101	0.011422	0.17431	0.026654	1	2	263
Beam_1_2_12	20111	0.0056929	0.1748	0.026469	1	2	263
Beam_1_2_12	20059	0.0056929	0.1748	0.025398	1	2	263
Beam_1_2_12	20051	0.0095141	0.17481	0.025397	1	2	263
Beam_1_2_12	20115	0.0095141	0.17481	0.026467	1	2	263
Beam_1_2_12	20102	0.01332	0.17481	0.026468	1	2	263
Beam_1_2_12	20066	0.01332	0.17481	0.025397	1	2	263
Beam_1_2_12	20058	0.0037966	0.1753	0.025205	1	2	263
Beam_1_2_12	20110	0.0037966	0.1753	0.026278	1	2	263
Beam_1_2_12	20067	0.015212	0.1753	0.025204	1	2	263
Beam_1_2_12	20103	0.015212	0.1753	0.026277	1	2	263
Beam_1_2_12	20052	0.0071303	0.17543	0.025153	1	2	263
Beam_1_2_12	20112	0.0071303	0.17543	0.026227	1	2	263
Beam_1_2_12	20118	0.011891	0.17543	0.026227	1	2	263
Beam_1_2_12	20050	0.011891	0.17543	0.025153	1	2	263
Beam_1_2_12	20109	0.0018953	0.1758	0.026083	1	2	263
Beam_1_2_12	20057	0.0018953	0.1758	0.025006	1	2	263
Beam_1_2_12	20068	0.017109	0.1758	0.025005	1	2	263
Beam_1_2_12	20104	0.017109	0.1758	0.026082	1	2	263
Beam_1_2_12	20053	0.0047556	0.17605	0.024903	1	2	263
Beam_1_2_12	20113	0.0047557	0.17605	0.025982	1	2	263
Beam_1_2_12	20049	0.014258	0.17605	0.024903	1	2	263
Beam_1_2_12	20117	0.014258	0.17605	0.025982	1	2	263
Beam_1_2_12	20054	0.0023729	0.17668	0.024645	1	2	263
Beam_1_2_12	20114	0.002373	0.17668	0.025728	1	2	263
Beam_1_2_12	20116	0.016634	0.17668	0.025728	1	2	263
Beam_1_2_12	20048	0.016634	0.17668	0.024645	1	2	263
Beam_1_2_12	25088	0.0	0.1778	0.024705	1	2	263
Beam_1_2_12	25091	0.00475	0.1778	0.024705	1	2	263
Beam_1_2_12	25090	0.0095	0.1778	0.024705	1	2	263
Beam_1_2_12	25089	0.01425	0.1778	0.024705	1	2	263
Beam_1_2_12	25087	0.019	0.1778	0.024705	1	2	263
Beam_1_2_13	18785	0.0023813	0.17893	0.02365	1	2	209
Beam_1_2_13	18797	0.0023813	0.17893	0.02475	1	2	209
Beam_1_2_13	18779	0.016619	0.17893	0.02365	1	2	209
Beam_1_2_13	18799	0.016619	0.17893	0.02475	1	2	209
Beam_1_2_13	18796	0.0047517	0.17956	0.024464	1	2	209
Beam_1_2_13	18784	0.0047518	0.17956	0.023359	1	2	209
Beam_1_2_13	18800	0.014248	0.17956	0.024464	1	2	209
Beam_1_2_13	18780	0.014248	0.17956	0.023359	1	2	209
Beam_1_2_13	18811	0.0019029	0.17981	0.024346	1	2	209
Beam_1_2_13	18767	0.001903	0.17981	0.023239	1	2	209
Beam_1_2_13	18775	0.017101	0.17982	0.023233	1	2	209
Beam_1_2_13	18802	0.017101	0.17982	0.02434	1	2	209
Beam_1_2_13	18795	0.0071316	0.18018	0.024169	1	2	209
Beam_1_2_13	18783	0.0071317	0.18018	0.023059	1	2	209
Beam_1_2_13	18781	0.011868	0.18018	0.023059	1	2	209
Beam_1_2_13	18801	0.011868	0.18018	0.024169	1	2	209
Beam_1_2_13	18766	0.0037986	0.18031	0.022998	1	2	209
Beam_1_2_13	18810	0.0037986	0.18031	0.024109	1	2	209
Beam_1_2_13	18776	0.01521	0.18032	0.022993	1	2	209
Beam_1_2_13	18803	0.01521	0.18032	0.024105	1	2	209
Beam_1_2_13	18798	0.0095	0.1808	0.023869	1	2	209
Beam_1_2_13	18782	0.0095	0.1808	0.022753	1	2	209
Beam_1_2_13	18809	0.0057005	0.18081	0.023867	1	2	209
Beam_1_2_13	18765	0.0057006	0.18081	0.022752	1	2	209
Beam_1_2_13	18804	0.013312	0.18081	0.023864	1	2	209
Beam_1_2_13	18777	0.013312	0.18081	0.022748	1	2	209
Beam_1_2_13	18764	0.0075949	0.1813	0.022501	1	2	209
Beam_1_2_13	18812	0.0075949	0.1813	0.023621	1	2	209
Beam_1_2_13	18805	0.011422	0.18131	0.023619	1	2	209
Beam_1_2_13	18769	0.011422	0.18131	0.022499	1	2	209
Beam_1_2_13	18815	0.0056915	0.1818	0.023369	1	2	209
Beam_1_2_13	18763	0.0056915	0.1818	0.022244	1	2	209
Beam_1_2_13	18755	0.0095141	0.18181	0.022242	1	2	209
Beam_1_2_13	18819	0.0095141	0.18181	0.023367	1	2	209
Beam_1_2_13	18806	0.013321	0.18181	0.023367	1	2	209
Beam_1_2_13	18770	0.013321	0.18181	0.022242	1	2	209
Beam_1_2_13	18762	0.0037961	0.1823	0.021983	1	2	209
Beam_1_2_13	18814	0.0037962	0.1823	0.023113	1	2	209
Beam_1_2_13	18771	0.015212	0.1823	0.021982	1	2	209
Beam_1_2_13	18807	0.015212	0.1823	0.023111	1	2	209
Beam_1_2_13	18756	0.007128	0.18243	0.021914	1	2	209
Beam_1_2_13	18816	0.0071281	0.18243	0.023044	1	2	209
Beam_1_2_13	18754	0.011893	0.18243	0.021914	1	2	209
Beam_1_2_13	18822	0.011893	0.18243	0.023044	1	2	209
Beam_1_2_13	18761	0.0018938	0.1828	0.021716	1	2	209
Beam_1_2_13	18813	0.0018939	0.1828	0.02285	1	2	209
Beam_1_2_13	18808	0.01711	0.1828	0.02285	1	2	209
Beam_1_2_13	18772	0.01711	0.1828	0.021715	1	2	209
Beam_1_2_13	18757	0.0047549	0.18305	0.021579	1	2	209
Beam_1_2_13	18817	0.004755	0.18305	0.022716	1	2	209
Beam_1_2_13	18753	0.014259	0.18305	0.021579	1	2	209
Beam_1_2_13	18821	0.014259	0.18305	0.022716	1	2	209
Beam_1_2_13	18818	0.0023706	0.18368	0.022377	1	2	209
Beam_1_2_13	18758	0.0023706	0.18368	0.021234	1	2	209
Beam_1_2_13	18820	0.016636	0.18368	0.022377	1	2	209
Beam_1_2_13	18752	0.016636	0.18368	0.021234	1	2	209
Beam_1_2_13	25160	0.0	0.1848	0.021166	1	2	209
Beam_1_2_13	25163	0.00475	0.1848	0.021166	1	2	209
Beam_1_2_13	25162	0.0095	0.1848	0.021166	1	2	209
Beam_1_2_13	25161	0.01425	0.1848	0.021166	1	2	209
Beam_1_2_13	25159	0.019	0.1848	0.021166	1	2	209
Beam_1_2_14	17508	0.002384	0.18594	0.021082	1	2	155
Beam_1_2_14	17480	0.0023841	0.18594	0.019914	1	2	155
Beam_1_2_14	17474	0.016616	0.18594	0.019914	1	2	155
Beam_1_2_14	17510	0.016616	0.18594	0.021082	1	2	155
Beam_1_2_14	17507	0.0047526	0.18656	0.020706	1	2	155
Beam_1_2_14	17479	0.0047528	0.18656	0.01953	1	2	155
Beam_1_2_14	17475	0.014247	0.18656	0.01953	1	2	155
Beam_1_2_14	17511	0.014247	0.18656	0.020706	1	2	155
Beam_1_2_14	17522	0.0019047	0.18681	0.020551	1	2	155
Beam_1_2_14	17462	0.0019048	0.18681	0.019372	1	2	155
Beam_1_2_14	17488	0.0171	0.18682	0.019364	1	2	155
Beam_1_2_14	17499	0.0171	0.18682	0.020543	1	2	155
Beam_1_2_14	17506	0.0071344	0.18718	0.020319	1	2	155
Beam_1_2_14	17478	0.0071345	0.18718	0.019135	1	2	155
Beam_1_2_14	17476	0.011865	0.18718	0.019135	1	2	155
Beam_1_2_14	17512	0.011866	0.18718	0.020319	1	2	155
Beam_1_2_14	17521	0.0037992	0.18731	0.02024	1	2	155
Beam_1_2_14	17461	0.0037993	0.18731	0.019055	1	2	155
Beam_1_2_14	17489	0.015209	0.18732	0.019049	1	2	155
Beam_1_2_14	17500	0.015209	0.18732	0.020234	1	2	155
Beam_1_2_14	17509	0.0095	0.1878	0.019925	1	2	155
Beam_1_2_14	17477	0.0095	0.1878	0.018733	1	2	155
Beam_1_2_14	17520	0.0057024	0.18781	0.019923	1	2	155
Beam_1_2_14	17460	0.0057025	0.18781	0.018731	1	2	155
Beam_1_2_14	17490	0.01331	0.18781	0.018726	1	2	155
Beam_1_2_14	17501	0.01331	0.18781	0.019918	1	2	155
Beam_1_2_14	17459	0.0075949	0.1883	0.018402	1	2	155
Beam_1_2_14	17523	0.0075949	0.1883	0.019601	1	2	155
Beam_1_2_14	17502	0.011422	0.18831	0.019598	1	2	155
Beam_1_2_14	17482	0.011422	0.18831	0.0184	1	2	155
Beam_1_2_14	17526	0.0056895	0.1888	0.019271	1	2	155
Beam_1_2_14	17458	0.0056895	0.1888	0.018066	1	2	155
Beam_1_2_14	17516	0.0095141	0.18881	0.019269	1	2	155
Beam_1_2_14	17468	0.0095141	0.18881	0.018063	1	2	155
Beam_1_2_14	17483	0.013323	0.18881	0.018063	1	2	155
Beam_1_2_14	17503	0.013323	0.18881	0.019269	1	2	155
Beam_1_2_14	17457	0.0037953	0.1893	0.017724	1	2	155
Beam_1_2_14	17525	0.0037954	0.1893	0.018937	1	2	155
Beam_1_2_14	17504	0.015213	0.1893	0.018935	1	2	155
Beam_1_2_14	17484	0.015213	0.1893	0.017723	1	2	155
Beam_1_2_14	17469	0.0071247	0.18943	0.017633	1	2	155
Beam_1_2_14	17513	0.0071248	0.18943	0.018847	1	2	155
