,Beam,Node,X,Y,Z,track,arch,original,arc,beam_id,beam_id_mirrored,Beam_mirrored,Beam_mirrored_num
1313,Beam_1_2_8,23343,0.015211,0.1473,0.030958,2,2,398,1,8,8,Beam_1_2_8,1208
1314,Beam_1_2_8,23292,0.007136,0.14743,0.029962,2,2,398,1,8,8,Beam_1_2_8,1208
1315,Beam_1_2_8,23352,0.007136,0.14743,0.030963,2,2,398,1,8,8,Beam_1_2_8,1208
1316,Beam_1_2_8,23358,0.011885,0.14743,0.030963,2,2,398,1,8,8,Beam_1_2_8,1208
1317,Beam_1_2_8,23290,0.011885,0.14743,0.029962,2,2,398,1,8,8,Beam_1_2_8,1208
1318,Beam_1_2_8,23297,0.001899,0.1478,0.029975,2,2,398,1,8,8,Beam_1_2_8,1208
1319,Beam_1_2_8,23349,0.001899,0.1478,0.030976,2,2,398,1,8,8,Beam_1_2_8,1208
1320,Beam_1_2_8,23344,0.017105,0.1478,0.030976,2,2,398,1,8,8,Beam_1_2_8,1208
1321,Beam_1_2_8,23308,0.017105,0.1478,0.029975,2,2,398,1,8,8,Beam_1_2_8,1208
1322,Beam_1_2_8,23353,0.0047571,0.14805,0.030983,2,2,398,1,8,8,Beam_1_2_8,1208
1323,Beam_1_2_8,23293,0.0047571,0.14805,0.029983,2,2,398,1,8,8,Beam_1_2_8,1208
1324,Beam_1_2_8,23357,0.014257,0.14805,0.030983,2,2,398,1,8,8,Beam_1_2_8,1208
1325,Beam_1_2_8,23289,0.014257,0.14805,0.029983,2,2,398,1,8,8,Beam_1_2_8,1208
1326,Beam_1_2_8,23294,0.0023788,0.14867,0.029997,2,2,398,1,8,8,Beam_1_2_8,1208
1327,Beam_1_2_8,23354,0.0023788,0.14867,0.030998,2,2,398,1,8,8,Beam_1_2_8,1208
1328,Beam_1_2_8,23288,0.016628,0.14867,0.029997,2,2,398,1,8,8,Beam_1_2_8,1208
1329,Beam_1_2_8,23356,0.016628,0.14867,0.030998,2,2,398,1,8,8,Beam_1_2_8,1208
1330,Beam_1_2_8,24980,0.0,0.1498,0.030509,2,2,398,1,8,8,Beam_1_2_8,1208
1331,Beam_1_2_8,24983,0.00475,0.1498,0.030509,2,2,398,1,8,8,Beam_1_2_8,1208
1332,Beam_1_2_8,24982,0.0095,0.1498,0.030509,2,2,398,1,8,8,Beam_1_2_8,1208
1333,Beam_1_2_8,24981,0.01425,0.1498,0.030509,2,2,398,1,8,8,Beam_1_2_8,1208
1334,Beam_1_2_8,24979,0.019,0.1498,0.030509,2,2,398,1,8,8,Beam_1_2_8,1208
1335,Beam_1_2_9,23995,0.0023752,0.15093,0.031004,2,2,425,1,9,7,Beam_1_2_7,1207
1336,Beam_1_2_9,23951,0.0023752,0.15093,0.030004,2,2,425,1,9,7,Beam_1_2_7,1207
1337,Beam_1_2_9,23945,0.016625,0.15093,0.030004,2,2,425,1,9,7,Beam_1_2_7,1207
1338,Beam_1_2_9,23997,0.016625,0.15093,0.031004,2,2,425,1,9,7,Beam_1_2_7,1207
1339,Beam_1_2_9,23994,0.0047501,0.15156,0.030993,2,2,425,1,9,7,Beam_1_2_7,1207
1340,Beam_1_2_9,23950,0.0047501,0.15156,0.029993,2,2,425,1,9,7,Beam_1_2_7,1207
1341,Beam_1_2_9,23946,0.01425,0.15156,0.029993,2,2,425,1,9,7,Beam_1_2_7,1207
1342,Beam_1_2_9,23998,0.01425,0.15156,0.030993,2,2,425,1,9,7,Beam_1_2_7,1207
1343,Beam_1_2_9,23969,0.0018989,0.15181,0.029987,2,2,425,1,9,7,Beam_1_2_7,1207
1344,Beam_1_2_9,23981,0.0018989,0.15181,0.030987,2,2,425,1,9,7,Beam_1_2_7,1207
1345,Beam_1_2_9,23959,0.017105,0.15182,0.029986,2,2,425,1,9,7,Beam_1_2_7,1207
1346,Beam_1_2_9,23986,0.017105,0.15182,0.030987,2,2,425,1,9,7,Beam_1_2_7,1207
1347,Beam_1_2_9,23993,0.0071254,0.15218,0.030976,2,2,425,1,9,7,Beam_1_2_7,1207
1348,Beam_1_2_9,23949,0.0071254,0.15218,0.029976,2,2,425,1,9,7,Beam_1_2_7,1207
1349,Beam_1_2_9,23999,0.011875,0.15218,0.030976,2,2,425,1,9,7,Beam_1_2_7,1207
1350,Beam_1_2_9,23947,0.011875,0.15218,0.029976,2,2,425,1,9,7,Beam_1_2_7,1207
1351,Beam_1_2_9,23968,0.0037975,0.15231,0.029972,2,2,425,1,9,7,Beam_1_2_7,1207
1352,Beam_1_2_9,23980,0.0037975,0.15231,0.030972,2,2,425,1,9,7,Beam_1_2_7,1207
1353,Beam_1_2_9,23987,0.015211,0.15232,0.030972,2,2,425,1,9,7,Beam_1_2_7,1207
1354,Beam_1_2_9,23960,0.015211,0.15232,0.029971,2,2,425,1,9,7,Beam_1_2_7,1207
1355,Beam_1_2_9,23967,0.0056965,0.1528,0.029953,2,2,425,1,9,7,Beam_1_2_7,1207
1356,Beam_1_2_9,23979,0.0056965,0.1528,0.030954,2,2,425,1,9,7,Beam_1_2_7,1207
1357,Beam_1_2_9,23996,0.0095,0.1528,0.030954,2,2,425,1,9,7,Beam_1_2_7,1207
1358,Beam_1_2_9,23948,0.0095,0.1528,0.029953,2,2,425,1,9,7,Beam_1_2_7,1207
1359,Beam_1_2_9,23961,0.013316,0.15281,0.029953,2,2,425,1,9,7,Beam_1_2_7,1207
1360,Beam_1_2_9,23988,0.013316,0.15281,0.030954,2,2,425,1,9,7,Beam_1_2_7,1207
1361,Beam_1_2_9,23966,0.0075949,0.1533,0.029931,2,2,425,1,9,7,Beam_1_2_7,1207
1362,Beam_1_2_9,23982,0.0075949,0.1533,0.030932,2,2,425,1,9,7,Beam_1_2_7,1207
1363,Beam_1_2_9,23989,0.011422,0.15331,0.030932,2,2,425,1,9,7,Beam_1_2_7,1207
1364,Beam_1_2_9,23953,0.011422,0.15331,0.029931,2,2,425,1,9,7,Beam_1_2_7,1207
1365,Beam_1_2_9,23985,0.0056957,0.1538,0.030907,2,2,425,1,9,7,Beam_1_2_7,1207
1366,Beam_1_2_9,23965,0.0056957,0.1538,0.029905,2,2,425,1,9,7,Beam_1_2_7,1207
1367,Beam_1_2_9,23990,0.013317,0.1538,0.030907,2,2,425,1,9,7,Beam_1_2_7,1207
1368,Beam_1_2_9,23954,0.013317,0.1538,0.029905,2,2,425,1,9,7,Beam_1_2_7,1207
1369,Beam_1_2_9,24003,0.0095141,0.15381,0.030907,2,2,425,1,9,7,Beam_1_2_7,1207
1370,Beam_1_2_9,23939,0.0095141,0.15381,0.029905,2,2,425,1,9,7,Beam_1_2_7,1207
1371,Beam_1_2_9,23964,0.0037973,0.1543,0.029876,2,2,425,1,9,7,Beam_1_2_7,1207
1372,Beam_1_2_9,23984,0.0037973,0.1543,0.030878,2,2,425,1,9,7,Beam_1_2_7,1207
1373,Beam_1_2_9,23955,0.015211,0.1543,0.029876,2,2,425,1,9,7,Beam_1_2_7,1207
1374,Beam_1_2_9,23991,0.015211,0.1543,0.030878,2,2,425,1,9,7,Beam_1_2_7,1207
1375,Beam_1_2_9,24000,0.0071348,0.15443,0.03087,2,2,425,1,9,7,Beam_1_2_7,1207
1376,Beam_1_2_9,23940,0.0071348,0.15443,0.029868,2,2,425,1,9,7,Beam_1_2_7,1207
1377,Beam_1_2_9,23938,0.011886,0.15443,0.029868,2,2,425,1,9,7,Beam_1_2_7,1207
1378,Beam_1_2_9,24006,0.011886,0.15443,0.03087,2,2,425,1,9,7,Beam_1_2_7,1207
1379,Beam_1_2_9,23983,0.0018982,0.1548,0.030846,2,2,425,1,9,7,Beam_1_2_7,1207
1380,Beam_1_2_9,23963,0.0018982,0.1548,0.029843,2,2,425,1,9,7,Beam_1_2_7,1207
1381,Beam_1_2_9,23956,0.017106,0.1548,0.029843,2,2,425,1,9,7,Beam_1_2_7,1207
1382,Beam_1_2_9,23992,0.017106,0.1548,0.030845,2,2,425,1,9,7,Beam_1_2_7,1207
1383,Beam_1_2_9,23941,0.0047568,0.15505,0.029825,2,2,425,1,9,7,Beam_1_2_7,1207
1384,Beam_1_2_9,24001,0.0047568,0.15505,0.030828,2,2,425,1,9,7,Beam_1_2_7,1207
1385,Beam_1_2_9,24005,0.014257,0.15505,0.030828,2,2,425,1,9,7,Beam_1_2_7,1207
1386,Beam_1_2_9,23937,0.014257,0.15505,0.029825,2,2,425,1,9,7,Beam_1_2_7,1207
1387,Beam_1_2_9,24002,0.0023775,0.15567,0.03078,2,2,425,1,9,7,Beam_1_2_7,1207
1388,Beam_1_2_9,23942,0.0023775,0.15567,0.029776,2,2,425,1,9,7,Beam_1_2_7,1207
1389,Beam_1_2_9,23936,0.01663,0.15567,0.029776,2,2,425,1,9,7,Beam_1_2_7,1207
1390,Beam_1_2_9,24004,0.01663,0.15567,0.03078,2,2,425,1,9,7,Beam_1_2_7,1207
1391,Beam_1_2_9,24989,0.0,0.1568,0.030176,2,2,425,1,9,7,Beam_1_2_7,1207
1392,Beam_1_2_9,24992,0.00475,0.1568,0.030176,2,2,425,1,9,7,Beam_1_2_7,1207
1393,Beam_1_2_9,24991,0.0095,0.1568,0.030176,2,2,425,1,9,7,Beam_1_2_7,1207
1394,Beam_1_2_9,24990,0.01425,0.1568,0.030176,2,2,425,1,9,7,Beam_1_2_7,1207
1395,Beam_1_2_9,24988,0.019,0.1568,0.030176,2,2,425,1,9,7,Beam_1_2_7,1207
1396,Beam_1_2_10,22657,0.0023764,0.15793,0.029553,2,2,371,1,10,6,Beam_1_2_6,1206
1397,Beam_1_2_10,22697,0.0023764,0.15793,0.030559,2,2,371,1,10,6,Beam_1_2_6,1206
1398,Beam_1_2_10,22651,0.016624,0.15793,0.029553,2,2,371,1,10,6,Beam_1_2_6,1206
1399,Beam_1_2_10,22699,0.016624,0.15793,0.030559,2,2,371,1,10,6,Beam_1_2_6,1206
1400,Beam_1_2_10,22696,0.0047503,0.15856,0.030485,2,2,371,1,10,6,Beam_1_2_6,1206
1401,Beam_1_2_10,22656,0.0047504,0.15856,0.029478,2,2,371,1,10,6,Beam_1_2_6,1206
1402,Beam_1_2_10,22700,0.01425,0.15856,0.030485,2,2,371,1,10,6,Beam_1_2_6,1206
1403,Beam_1_2_10,22652,0.01425,0.15856,0.029478,2,2,371,1,10,6,Beam_1_2_6,1206
1404,Beam_1_2_10,22689,0.0018997,0.15881,0.030454,2,2,371,1,10,6,Beam_1_2_6,1206
1405,Beam_1_2_10,22665,0.0018997,0.15881,0.029446,2,2,371,1,10,6,Beam_1_2_6,1206
1406,Beam_1_2_10,22645,0.017104,0.15882,0.029444,2,2,371,1,10,6,Beam_1_2_6,1206
1407,Beam_1_2_10,22704,0.017105,0.15882,0.030452,2,2,371,1,10,6,Beam_1_2_6,1206
1408,Beam_1_2_10,22655,0.0071266,0.15918,0.029397,2,2,371,1,10,6,Beam_1_2_6,1206
1409,Beam_1_2_10,22695,0.0071266,0.15918,0.030406,2,2,371,1,10,6,Beam_1_2_6,1206
1410,Beam_1_2_10,22653,0.011873,0.15918,0.029397,2,2,371,1,10,6,Beam_1_2_6,1206
1411,Beam_1_2_10,22701,0.011873,0.15918,0.030406,2,2,371,1,10,6,Beam_1_2_6,1206
1412,Beam_1_2_10,22664,0.0037977,0.15931,0.02938,2,2,371,1,10,6,Beam_1_2_6,1206
1413,Beam_1_2_10,22688,0.0037977,0.15931,0.030389,2,2,371,1,10,6,Beam_1_2_6,1206
1414,Beam_1_2_10,22705,0.015211,0.15932,0.030388,2,2,371,1,10,6,Beam_1_2_6,1206
1415,Beam_1_2_10,22646,0.015211,0.15932,0.029378,2,2,371,1,10,6,Beam_1_2_6,1206
1416,Beam_1_2_10,22654,0.0095,0.1598,0.02931,2,2,371,1,10,6,Beam_1_2_6,1206
1417,Beam_1_2_10,22698,0.0095,0.1598,0.03032,2,2,371,1,10,6,Beam_1_2_6,1206
1418,Beam_1_2_10,22687,0.0056973,0.15981,0.03032,2,2,371,1,10,6,Beam_1_2_6,1206
1419,Beam_1_2_10,22663,0.0056973,0.15981,0.02931,2,2,371,1,10,6,Beam_1_2_6,1206
1420,Beam_1_2_10,22647,0.013315,0.15981,0.029309,2,2,371,1,10,6,Beam_1_2_6,1206
1421,Beam_1_2_10,22706,0.013315,0.15981,0.030319,2,2,371,1,10,6,Beam_1_2_6,1206
1422,Beam_1_2_10,22690,0.0075949,0.1603,0.030248,2,2,371,1,10,6,Beam_1_2_6,1206
1423,Beam_1_2_10,22662,0.0075949,0.1603,0.029237,2,2,371,1,10,6,Beam_1_2_6,1206
1424,Beam_1_2_10,22639,0.011422,0.16031,0.029236,2,2,371,1,10,6,Beam_1_2_6,1206
1425,Beam_1_2_10,22707,0.011422,0.16031,0.030247,2,2,371,1,10,6,Beam_1_2_6,1206
1426,Beam_1_2_10,22693,0.0056949,0.1608,0.030172,2,2,371,1,10,6,Beam_1_2_6,1206
1427,Beam_1_2_10,22661,0.0056949,0.1608,0.029159,2,2,371,1,10,6,Beam_1_2_6,1206
1428,Beam_1_2_10,22667,0.0095141,0.16081,0.029159,2,2,371,1,10,6,Beam_1_2_6,1206
1429,Beam_1_2_10,22682,0.0095141,0.16081,0.030171,2,2,371,1,10,6,Beam_1_2_6,1206
1430,Beam_1_2_10,22708,0.013318,0.16081,0.030171,2,2,371,1,10,6,Beam_1_2_6,1206
1431,Beam_1_2_10,22640,0.013318,0.16081,0.029159,2,2,371,1,10,6,Beam_1_2_6,1206
1432,Beam_1_2_10,22660,0.0037971,0.1613,0.029079,2,2,371,1,10,6,Beam_1_2_6,1206
1433,Beam_1_2_10,22692,0.0037972,0.1613,0.030092,2,2,371,1,10,6,Beam_1_2_6,1206
1434,Beam_1_2_10,22641,0.015211,0.1613,0.029078,2,2,371,1,10,6,Beam_1_2_6,1206
1435,Beam_1_2_10,22709,0.015211,0.1613,0.030092,2,2,371,1,10,6,Beam_1_2_6,1206
1436,Beam_1_2_10,22668,0.0071335,0.16143,0.029057,2,2,371,1,10,6,Beam_1_2_6,1206
1437,Beam_1_2_10,22683,0.0071335,0.16143,0.030071,2,2,371,1,10,6,Beam_1_2_6,1206
1438,Beam_1_2_10,22681,0.011888,0.16143,0.030071,2,2,371,1,10,6,Beam_1_2_6,1206
1439,Beam_1_2_10,22674,0.011888,0.16143,0.029057,2,2,371,1,10,6,Beam_1_2_6,1206
1440,Beam_1_2_10,22659,0.0018974,0.1618,0.028994,2,2,371,1,10,6,Beam_1_2_6,1206
1441,Beam_1_2_10,22691,0.0018974,0.1618,0.030009,2,2,371,1,10,6,Beam_1_2_6,1206
1442,Beam_1_2_10,22710,0.017107,0.1618,0.030009,2,2,371,1,10,6,Beam_1_2_6,1206
1443,Beam_1_2_10,22642,0.017107,0.1618,0.028994,2,2,371,1,10,6,Beam_1_2_6,1206
1444,Beam_1_2_10,22669,0.0047565,0.16205,0.02895,2,2,371,1,10,6,Beam_1_2_6,1206
1445,Beam_1_2_10,22684,0.0047565,0.16205,0.029965,2,2,371,1,10,6,Beam_1_2_6,1206
1446,Beam_1_2_10,22673,0.014258,0.16205,0.02895,2,2,371,1,10,6,Beam_1_2_6,1206
1447,Beam_1_2_10,22680,0.014258,0.16205,0.029965,2,2,371,1,10,6,Beam_1_2_6,1206
1448,Beam_1_2_10,22685,0.0023762,0.16267,0.029853,2,2,371,1,10,6,Beam_1_2_6,1206
1449,Beam_1_2_10,22670,0.0023762,0.16267,0.028836,2,2,371,1,10,6,Beam_1_2_6,1206
1450,Beam_1_2_10,22672,0.016631,0.16267,0.028836,2,2,371,1,10,6,Beam_1_2_6,1206
1451,Beam_1_2_10,22679,0.016631,0.16267,0.029853,2,2,371,1,10,6,Beam_1_2_6,1206
1452,Beam_1_2_10,25034,0.0,0.1638,0.029125,2,2,371,1,10,6,Beam_1_2_6,1206
1453,Beam_1_2_10,25037,0.00475,0.1638,0.029125,2,2,371,1,10,6,Beam_1_2_6,1206
1454,Beam_1_2_10,25036,0.0095,0.1638,0.029125,2,2,371,1,10,6,Beam_1_2_6,1206
1455,Beam_1_2_10,25035,0.01425,0.1638,0.029125,2,2,371,1,10,6,Beam_1_2_6,1206
1456,Beam_1_2_10,25033,0.019,0.1638,0.029125,2,2,371,1,10,6,Beam_1_2_6,1206
1457,Beam_1_2_11,21389,0.0023778,0.16493,0.029399,2,2,317,1,11,5,Beam_1_2_5,1205
1458,Beam_1_2_11,21377,0.0023778,0.16493,0.028375,2,2,317,1,11,5,Beam_1_2_5,1205
1459,Beam_1_2_11,21391,0.016622,0.16493,0.029399,2,2,317,1,11,5,Beam_1_2_5,1205
1460,Beam_1_2_11,21371,0.016622,0.16493,0.028375,2,2,317,1,11,5,Beam_1_2_5,1205
1461,Beam_1_2_11,21376,0.0047507,0.16556,0.028234,2,2,317,1,11,5,Beam_1_2_5,1205
1462,Beam_1_2_11,21388,0.0047507,0.16556,0.02926,2,2,317,1,11,5,Beam_1_2_5,1205
1463,Beam_1_2_11,21372,0.014249,0.16556,0.028234,2,2,317,1,11,5,Beam_1_2_5,1205
1464,Beam_1_2_11,21392,0.014249,0.16556,0.02926,2,2,317,1,11,5,Beam_1_2_5,1205
1465,Beam_1_2_11,21403,0.0019006,0.16581,0.029202,2,2,317,1,11,5,Beam_1_2_5,1205
1466,Beam_1_2_11,21359,0.0019006,0.16581,0.028175,2,2,317,1,11,5,Beam_1_2_5,1205
1467,Beam_1_2_11,21367,0.017104,0.16582,0.028172,2,2,317,1,11,5,Beam_1_2_5,1205
1468,Beam_1_2_11,21394,0.017104,0.16582,0.029199,2,2,317,1,11,5,Beam_1_2_5,1205
1469,Beam_1_2_11,21375,0.007128,0.16618,0.028086,2,2,317,1,11,5,Beam_1_2_5,1205
1470,Beam_1_2_11,21387,0.007128,0.16618,0.029114,2,2,317,1,11,5,Beam_1_2_5,1205
1471,Beam_1_2_11,21393,0.011872,0.16618,0.029114,2,2,317,1,11,5,Beam_1_2_5,1205
1472,Beam_1_2_11,21373,0.011872,0.16618,0.028086,2,2,317,1,11,5,Beam_1_2_5,1205
1473,Beam_1_2_11,21358,0.0037979,0.16631,0.028056,2,2,317,1,11,5,Beam_1_2_5,1205
1474,Beam_1_2_11,21402,0.0037979,0.16631,0.029084,2,2,317,1,11,5,Beam_1_2_5,1205
1475,Beam_1_2_11,21395,0.015211,0.16632,0.029082,2,2,317,1,11,5,Beam_1_2_5,1205
1476,Beam_1_2_11,21368,0.015211,0.16632,0.028053,2,2,317,1,11,5,Beam_1_2_5,1205
1477,Beam_1_2_11,21374,0.0095,0.1668,0.027933,2,2,317,1,11,5,Beam_1_2_5,1205
1478,Beam_1_2_11,21390,0.0095,0.1668,0.028964,2,2,317,1,11,5,Beam_1_2_5,1205
1479,Beam_1_2_11,21401,0.0056982,0.16681,0.028963,2,2,317,1,11,5,Beam_1_2_5,1205
1480,Beam_1_2_11,21357,0.0056982,0.16681,0.027932,2,2,317,1,11,5,Beam_1_2_5,1205
1481,Beam_1_2_11,21369,0.013315,0.16681,0.027931,2,2,317,1,11,5,Beam_1_2_5,1205
1482,Beam_1_2_11,21396,0.013315,0.16681,0.028961,2,2,317,1,11,5,Beam_1_2_5,1205
1483,Beam_1_2_11,21404,0.0075949,0.1673,0.028838,2,2,317,1,11,5,Beam_1_2_5,1205
1484,Beam_1_2_11,21356,0.0075949,0.1673,0.027805,2,2,317,1,11,5,Beam_1_2_5,1205
1485,Beam_1_2_11,21361,0.011422,0.16731,0.027804,2,2,317,1,11,5,Beam_1_2_5,1205
1486,Beam_1_2_11,21397,0.011422,0.16731,0.028837,2,2,317,1,11,5,Beam_1_2_5,1205
1487,Beam_1_2_11,21407,0.005694,0.1678,0.028709,2,2,317,1,11,5,Beam_1_2_5,1205
1488,Beam_1_2_11,21355,0.005694,0.1678,0.027674,2,2,317,1,11,5,Beam_1_2_5,1205
1489,Beam_1_2_11,21411,0.0095141,0.16781,0.028707,2,2,317,1,11,5,Beam_1_2_5,1205
1490,Beam_1_2_11,21347,0.0095141,0.16781,0.027673,2,2,317,1,11,5,Beam_1_2_5,1205
1491,Beam_1_2_11,21362,0.013319,0.16781,0.027673,2,2,317,1,11,5,Beam_1_2_5,1205
1492,Beam_1_2_11,21398,0.013319,0.16781,0.028708,2,2,317,1,11,5,Beam_1_2_5,1205
1493,Beam_1_2_11,21354,0.0037969,0.1683,0.027539,2,2,317,1,11,5,Beam_1_2_5,1205
1494,Beam_1_2_11,21406,0.0037969,0.1683,0.028576,2,2,317,1,11,5,Beam_1_2_5,1205
1495,Beam_1_2_11,21399,0.015212,0.1683,0.028575,2,2,317,1,11,5,Beam_1_2_5,1205
1496,Beam_1_2_11,21363,0.015212,0.1683,0.027539,2,2,317,1,11,5,Beam_1_2_5,1205
1497,Beam_1_2_11,21348,0.007132,0.16843,0.027503,2,2,317,1,11,5,Beam_1_2_5,1205
1498,Beam_1_2_11,21408,0.0071321,0.16843,0.02854,2,2,317,1,11,5,Beam_1_2_5,1205
1499,Beam_1_2_11,21346,0.011889,0.16843,0.027503,2,2,317,1,11,5,Beam_1_2_5,1205
1500,Beam_1_2_11,21414,0.011889,0.16843,0.02854,2,2,317,1,11,5,Beam_1_2_5,1205
1501,Beam_1_2_11,21353,0.0018964,0.1688,0.0274,2,2,317,1,11,5,Beam_1_2_5,1205
1502,Beam_1_2_11,21405,0.0018964,0.1688,0.028439,2,2,317,1,11,5,Beam_1_2_5,1205
1503,Beam_1_2_11,21400,0.017108,0.1688,0.028438,2,2,317,1,11,5,Beam_1_2_5,1205
1504,Beam_1_2_11,21364,0.017108,0.1688,0.0274,2,2,317,1,11,5,Beam_1_2_5,1205
1505,Beam_1_2_11,21349,0.0047562,0.16905,0.027328,2,2,317,1,11,5,Beam_1_2_5,1205
1506,Beam_1_2_11,21409,0.0047562,0.16905,0.028368,2,2,317,1,11,5,Beam_1_2_5,1205
1507,Beam_1_2_11,21345,0.014258,0.16905,0.027328,2,2,317,1,11,5,Beam_1_2_5,1205
1508,Beam_1_2_11,21413,0.014258,0.16905,0.028368,2,2,317,1,11,5,Beam_1_2_5,1205
1509,Beam_1_2_11,21350,0.0023747,0.16967,0.027146,2,2,317,1,11,5,Beam_1_2_5,1205
1510,Beam_1_2_11,21410,0.0023748,0.16967,0.028188,2,2,317,1,11,5,Beam_1_2_5,1205
1511,Beam_1_2_11,21344,0.016632,0.16967,0.027146,2,2,317,1,11,5,Beam_1_2_5,1205
1512,Beam_1_2_11,21412,0.016632,0.16967,0.028188,2,2,317,1,11,5,Beam_1_2_5,1205
1513,Beam_1_2_11,25043,0.0,0.1708,0.027323,2,2,317,1,11,5,Beam_1_2_5,1205
1514,Beam_1_2_11,25046,0.00475,0.1708,0.027323,2,2,317,1,11,5,Beam_1_2_5,1205
1515,Beam_1_2_11,25045,0.0095,0.1708,0.027323,2,2,317,1,11,5,Beam_1_2_5,1205
1516,Beam_1_2_11,25044,0.01425,0.1708,0.027323,2,2,317,1,11,5,Beam_1_2_5,1205
1517,Beam_1_2_11,25042,0.019,0.1708,0.027323,2,2,317,1,11,5,Beam_1_2_5,1205
1518,Beam_1_2_12,20093,0.0023793,0.17193,0.027485,2,2,263,1,12,4,Beam_1_2_4,1204
1519,Beam_1_2_12,20081,0.0023794,0.17193,0.026431,2,2,263,1,12,4,Beam_1_2_4,1204
1520,Beam_1_2_12,20075,0.016621,0.17193,0.026431,2,2,263,1,12,4,Beam_1_2_4,1204
1521,Beam_1_2_12,20095,0.016621,0.17193,0.027485,2,2,263,1,12,4,Beam_1_2_4,1204
1522,Beam_1_2_12,20092,0.0047511,0.17256,0.027276,2,2,263,1,12,4,Beam_1_2_4,1204
1523,Beam_1_2_12,20080,0.0047511,0.17256,0.026219,2,2,263,1,12,4,Beam_1_2_4,1204
1524,Beam_1_2_12,20096,0.014249,0.17256,0.027276,2,2,263,1,12,4,Beam_1_2_4,1204
1525,Beam_1_2_12,20076,0.014249,0.17256,0.026219,2,2,263,1,12,4,Beam_1_2_4,1204
1526,Beam_1_2_12,20063,0.0019016,0.17281,0.026131,2,2,263,1,12,4,Beam_1_2_4,1204
1527,Beam_1_2_12,20107,0.0019016,0.17281,0.02719,2,2,263,1,12,4,Beam_1_2_4,1204
1528,Beam_1_2_12,20098,0.017103,0.17282,0.027186,2,2,263,1,12,4,Beam_1_2_4,1204
1529,Beam_1_2_12,20071,0.017103,0.17282,0.026127,2,2,263,1,12,4,Beam_1_2_4,1204
1530,Beam_1_2_12,20079,0.0071296,0.17318,0.026,2,2,263,1,12,4,Beam_1_2_4,1204
1531,Beam_1_2_12,20091,0.0071296,0.17318,0.027061,2,2,263,1,12,4,Beam_1_2_4,1204
1532,Beam_1_2_12,20077,0.01187,0.17318,0.026,2,2,263,1,12,4,Beam_1_2_4,1204
1533,Beam_1_2_12,20097,0.01187,0.17318,0.027061,2,2,263,1,12,4,Beam_1_2_4,1204
1534,Beam_1_2_12,20106,0.0037982,0.17331,0.027016,2,2,263,1,12,4,Beam_1_2_4,1204
1535,Beam_1_2_12,20062,0.0037982,0.17331,0.025955,2,2,263,1,12,4,Beam_1_2_4,1204
1536,Beam_1_2_12,20099,0.01521,0.17332,0.027013,2,2,263,1,12,4,Beam_1_2_4,1204
1537,Beam_1_2_12,20072,0.01521,0.17332,0.025951,2,2,263,1,12,4,Beam_1_2_4,1204
1538,Beam_1_2_12,20094,0.0095,0.1738,0.026839,2,2,263,1,12,4,Beam_1_2_4,1204
1539,Beam_1_2_12,20078,0.0095,0.1738,0.025774,2,2,263,1,12,4,Beam_1_2_4,1204
1540,Beam_1_2_12,20105,0.0056992,0.17381,0.026838,2,2,263,1,12,4,Beam_1_2_4,1204
1541,Beam_1_2_12,20061,0.0056992,0.17381,0.025774,2,2,263,1,12,4,Beam_1_2_4,1204
1542,Beam_1_2_12,20073,0.013313,0.17381,0.025771,2,2,263,1,12,4,Beam_1_2_4,1204
1543,Beam_1_2_12,20100,0.013313,0.17381,0.026835,2,2,263,1,12,4,Beam_1_2_4,1204
1544,Beam_1_2_12,20060,0.0075949,0.1743,0.025589,2,2,263,1,12,4,Beam_1_2_4,1204
1545,Beam_1_2_12,20108,0.0075949,0.1743,0.026656,2,2,263,1,12,4,Beam_1_2_4,1204
1546,Beam_1_2_12,20065,0.011422,0.17431,0.025587,2,2,263,1,12,4,Beam_1_2_4,1204
1547,Beam_1_2_12,20101,0.011422,0.17431,0.026654,2,2,263,1,12,4,Beam_1_2_4,1204
1548,Beam_1_2_12,20111,0.0056929,0.1748,0.026469,2,2,263,1,12,4,Beam_1_2_4,1204
1549,Beam_1_2_12,20059,0.0056929,0.1748,0.025398,2,2,263,1,12,4,Beam_1_2_4,1204
1550,Beam_1_2_12,20051,0.0095141,0.17481,0.025397,2,2,263,1,12,4,Beam_1_2_4,1204
1551,Beam_1_2_12,20115,0.0095141,0.17481,0.026467,2,2,263,1,12,4,Beam_1_2_4,1204
1552,Beam_1_2_12,20102,0.01332,0.17481,0.026468,2,2,263,1,12,4,Beam_1_2_4,1204
1553,Beam_1_2_12,20066,0.01332,0.17481,0.025397,2,2,263,1,12,4,Beam_1_2_4,1204
1554,Beam_1_2_12,20058,0.0037966,0.1753,0.025205,2,2,263,1,12,4,Beam_1_2_4,1204
1555,Beam_1_2_12,20110,0.0037966,0.1753,0.026278,2,2,263,1,12,4,Beam_1_2_4,1204
1556,Beam_1_2_12,20067,0.015212,0.1753,0.025204,2,2,263,1,12,4,Beam_1_2_4,1204
1557,Beam_1_2_12,20103,0.015212,0.1753,0.026277,2,2,263,1,12,4,Beam_1_2_4,1204
1558,Beam_1_2_12,20052,0.0071303,0.17543,0.025153,2,2,263,1,12,4,Beam_1_2_4,1204
1559,Beam_1_2_12,20112,0.0071303,0.17543,0.026227,2,2,263,1,12,4,Beam_1_2_4,1204
