BodyID	Node	X	Y	Z
-340685.0	15380	0.027908	0.10339	0.011883
-340685.0	15437	0.025686	0.1038	0.013601
-340685.0	15438	0.023794	0.10331	0.01316
-340685.0	15439	0.021888	0.10281	0.012708
-340685.0	15440	0.027595	0.1043	0.014037
-340685.0	15441	0.037116	0.10282	0.012719
-340685.0	15401	0.021593	0.10688	0.014877
-340685.0	15411	0.027936	0.10522	0.014813
-340685.0	15412	0.026347	0.10564	0.015156
-340685.0	15413	0.024766	0.10605	0.015493
-340685.0	15414	0.023175	0.10647	0.015826
-340685.0	15415	0.021593	0.10688	0.016152
-340685.0	15416	0.029514	0.10481	0.014466
-340685.0	15417	0.033307	0.1048	0.014463
-340685.0	15418	0.035208	0.1053	0.014881
-340685.0	15419	0.037097	0.1058	0.015288
-340685.0	15420	0.031422	0.10431	0.01404
-340685.0	15421	0.037412	0.10688	0.016152
-340685.0	15422	0.035834	0.10647	0.015826
-340685.0	15423	0.034248	0.10605	0.015493
-340685.0	15424	0.032672	0.10564	0.015156
-340685.0	15425	0.031088	0.10522	0.014813
-340685.0	15382	0.024738	0.10255	0.011108
-340685.0	15383	0.023161	0.10214	0.010713
-340685.0	15384	0.021574	0.10172	0.010308
-340685.0	15387	0.037412	0.10688	0.014877
-340685.0	15388	0.035834	0.10647	0.014543
-340685.0	15389	0.034247	0.10605	0.014202
-340685.0	15390	0.032672	0.10564	0.013857
-340685.0	15391	0.031088	0.10522	0.013505
-340685.0	15392	0.029514	0.10481	0.01315
-340685.0	15393	0.033307	0.1048	0.013146
-340685.0	15394	0.035208	0.1053	0.013574
-340685.0	15395	0.037096	0.1058	0.013992
-340685.0	15397	0.027936	0.10522	0.013505
-340685.0	15398	0.026347	0.10564	0.013857
-340685.0	15399	0.024767	0.10605	0.014202
-340685.0	15400	0.023176	0.10647	0.014543
-340685.0	15363	0.027595	0.1043	0.012709
-340685.0	15365	0.037116	0.10282	0.011357
-340685.0	15366	0.035215	0.10331	0.011819
-340685.0	15367	0.033327	0.10381	0.012268
-340685.0	15368	0.031422	0.10431	0.012713
-340685.0	15369	0.025686	0.1038	0.012262
-340685.0	15431	0.0295	0.1038	0.013602
-340685.0	15430	0.021574	0.10172	0.011699
-340685.0	15429	0.023161	0.10214	0.012092
-340685.0	15428	0.024738	0.10255	0.012477
-340685.0	15427	0.026328	0.10297	0.012858
-340685.0	15426	0.027908	0.10339	0.013232
-340685.0	15445	0.023801	0.1053	0.014879
-340685.0	15446	0.025705	0.1048	0.01446
-340685.0	15443	0.033326	0.10381	0.013607
-340685.0	15444	0.021908	0.1058	0.015287
-340685.0	15442	0.035215	0.10332	0.013169
-340685.0	15436	0.031092	0.10339	0.013232
-340685.0	15435	0.032672	0.10297	0.012858
-340685.0	15434	0.034262	0.10255	0.012477
-340685.0	15433	0.035839	0.10214	0.012092
-340685.0	15432	0.037426	0.10172	0.011699
-340683.0	15485	0.057096	0.1058	0.013992
-340683.0	15480	0.052672	0.10564	0.013857
-340683.0	15482	0.051422	0.10431	0.012713
-340683.0	15481	0.051088	0.10522	0.013505
-340683.0	15488	0.057116	0.10282	0.011357
-340683.0	15484	0.055208	0.1053	0.013575
-340683.0	15483	0.053307	0.1048	0.013146
-340683.0	15506	0.057412	0.10688	0.016152
-340683.0	15504	0.055208	0.1053	0.014881
-340683.0	15503	0.053307	0.1048	0.014463
-340683.0	15502	0.051422	0.10431	0.01404
-340683.0	15534	0.051092	0.10339	0.013232
-340683.0	15533	0.052672	0.10297	0.012858
-340683.0	15532	0.054262	0.10255	0.012477
-340683.0	15531	0.055839	0.10214	0.012092
-340683.0	15530	0.057426	0.10172	0.011699
-340683.0	15507	0.055834	0.10647	0.015826
-340683.0	15514	0.045705	0.1048	0.01446
-340683.0	15513	0.0438	0.1053	0.014879
-340683.0	15512	0.041908	0.1058	0.015287
-340683.0	15511	0.049514	0.10481	0.014466
-340683.0	15510	0.051088	0.10522	0.014813
-340683.0	15509	0.052672	0.10564	0.015156
-340683.0	15508	0.054248	0.10605	0.015493
-340683.0	15519	0.047908	0.10339	0.013232
-340683.0	15516	0.045686	0.1038	0.013601
-340683.0	15520	0.046328	0.10297	0.012858
-340683.0	15501	0.053326	0.10381	0.013607
-340683.0	15500	0.055215	0.10332	0.013169
-340683.0	15499	0.057116	0.10282	0.012719
-340683.0	15490	0.053327	0.10381	0.012268
-340683.0	15529	0.041593	0.10688	0.016152
-340683.0	15521	0.044738	0.10255	0.012477
-340683.0	15528	0.043175	0.10647	0.015826
-340683.0	15527	0.044766	0.10605	0.015493
-340683.0	15526	0.046347	0.10564	0.015156
-340683.0	15525	0.047936	0.10522	0.014813
-340683.0	15524	0.0495	0.1038	0.013602
-340683.0	15523	0.041574	0.10172	0.011699
-340683.0	15489	0.055215	0.10332	0.011819
-340683.0	15515	0.047595	0.1043	0.014037
-340683.0	15518	0.041888	0.10281	0.012708
-340683.0	15517	0.043794	0.10331	0.01316
-340683.0	15454	0.049514	0.10481	0.01315
-340683.0	15456	0.046347	0.10564	0.013857
-340683.0	15455	0.047936	0.10522	0.013505
-340683.0	15458	0.043176	0.10647	0.014543
-340683.0	15457	0.044766	0.10605	0.014202
-340683.0	15449	0.055839	0.10214	0.010713
-340683.0	15450	0.054262	0.10255	0.011108
-340683.0	15451	0.052672	0.10297	0.0115
-340683.0	15452	0.051092	0.10339	0.011883
-340683.0	15453	0.0495	0.1038	0.012263
-340683.0	15448	0.057426	0.10172	0.010308
-340683.0	15479	0.054248	0.10605	0.014202
-340683.0	15478	0.055834	0.10647	0.014543
-340683.0	15477	0.057412	0.10688	0.014877
-340683.0	15475	0.045706	0.1048	0.013143
-340683.0	15474	0.043801	0.1053	0.013573
-340683.0	15473	0.041908	0.1058	0.013991
-340683.0	15470	0.041888	0.10281	0.011346
-340683.0	15469	0.043794	0.10331	0.01181
-340683.0	15468	0.045686	0.1038	0.012262
-340683.0	15467	0.047595	0.1043	0.012709
-340683.0	15465	0.041574	0.10172	0.010308
-340683.0	15464	0.043161	0.10214	0.010713
-340683.0	15463	0.044738	0.10255	0.011108
-340683.0	15462	0.046328	0.10297	0.0115
-340683.0	15461	0.047908	0.10339	0.011883
-340683.0	15459	0.041593	0.10688	0.014877
-340683.0	15505	0.057097	0.1058	0.015288
-340683.0	15522	0.043161	0.10214	0.012092
-340681.0	15621	0.013326	0.20381	0.013607
-340681.0	15597	0.0047664	0.20605	0.015493
-340681.0	15598	0.0031753	0.20647	0.015826
-340681.0	15599	0.0015925	0.20688	0.016152
-340681.0	15601	0.017426	0.20172	0.011699
-340681.0	15602	0.015839	0.20214	0.012092
-340681.0	15603	0.014262	0.20255	0.012477
-340681.0	15604	0.012672	0.20297	0.012858
-340681.0	15605	0.011092	0.20339	0.013232
-340681.0	15607	0.0095	0.2038	0.013602
-340681.0	15608	0.0079081	0.20339	0.013232
-340681.0	15609	0.0063281	0.20297	0.012858
-340681.0	15610	0.0047381	0.20255	0.012477
-340681.0	15611	0.0031613	0.20214	0.012092
-340681.0	15612	0.0015742	0.20172	0.011699
-340681.0	15583	0.0075949	0.2043	0.014037
-340681.0	15584	0.0056861	0.2038	0.013601
-340681.0	15585	0.0037936	0.20331	0.01316
-340681.0	15586	0.0018882	0.20281	0.012708
-340681.0	15588	0.017412	0.20688	0.016152
-340681.0	15589	0.015834	0.20647	0.015826
-340681.0	15590	0.014248	0.20605	0.015493
-340681.0	15591	0.012672	0.20564	0.015156
-340681.0	15592	0.011088	0.20522	0.014813
-340681.0	15594	0.0095141	0.20481	0.014466
