Node Number	X Location (m)	Y Location (m)	Z Location (m)	
15189	4.95e-002	3.8031e-003	1.2263e-002	
15190	5.1422e-002	4.3075e-003	1.2713e-002	
15191	5.3307e-002	4.8023e-003	1.3146e-002	
15192	5.5208e-002	5.3011e-003	1.3575e-002	
15193	5.7096e-002	5.7968e-003	1.3992e-002	
15194	5.9e-002	6.2964e-003	1.4405e-002	
15195	4.e-002	6.2964e-003	1.4405e-002	
15196	4.1908e-002	5.7957e-003	1.3991e-002	
15197	4.3801e-002	5.2989e-003	1.3573e-002	
15198	4.5706e-002	4.7989e-003	1.3143e-002	
15199	4.7595e-002	4.3031e-003	1.2709e-002	
15200	5.9e-002	7.2964e-003	1.5208e-002	
15201	5.7412e-002	6.8796e-003	1.4877e-002	
15202	5.5834e-002	6.4654e-003	1.4543e-002	
15203	5.4248e-002	6.0491e-003	1.4202e-002	
15204	5.2672e-002	5.6355e-003	1.3857e-002	
15205	5.1088e-002	5.2198e-003	1.3505e-002	
15206	4.9514e-002	4.8068e-003	1.315e-002	
15207	4.5686e-002	3.8021e-003	1.2262e-002	
15208	4.3794e-002	3.3054e-003	1.181e-002	
15209	4.1888e-002	2.8053e-003	1.1346e-002	
15210	4.e-002	2.3098e-003	1.0876e-002	
15211	4.7936e-002	5.2198e-003	1.3505e-002	
15212	4.6347e-002	5.6355e-003	1.3857e-002	
15213	4.4766e-002	6.0491e-003	1.4202e-002	
15214	4.3176e-002	6.4654e-003	1.4543e-002	
15215	4.1593e-002	6.8796e-003	1.4877e-002	
15216	4.e-002	7.2964e-003	1.5208e-002	
15217	5.9e-002	2.3246e-003	1.0891e-002	
15218	5.7116e-002	2.8175e-003	1.1357e-002	
15219	5.5215e-002	3.315e-003	1.1819e-002	
15220	5.3327e-002	3.8091e-003	1.2268e-002	
15221	4.7908e-002	3.3852e-003	1.1883e-002	
15222	4.6328e-002	2.9705e-003	1.15e-002	
15223	4.4738e-002	2.5533e-003	1.1108e-002	
15224	4.3161e-002	2.1394e-003	1.0713e-002	
15225	4.1574e-002	1.7229e-003	1.0308e-002	
15226	4.e-002	1.3098e-003	9.9005e-003	
15227	5.9e-002	1.3098e-003	1.1302e-002	
15228	5.9e-002	2.3246e-003	1.2265e-002	
15229	5.9e-002	6.2964e-003	1.5691e-002	
15230	5.9e-002	7.2964e-003	1.6476e-002	
15231	4.e-002	2.3098e-003	1.2251e-002	
15232	4.e-002	1.3098e-003	1.1302e-002	
15233	4.e-002	6.2964e-003	1.5691e-002	
15234	4.e-002	7.2964e-003	1.6476e-002	
15235	4.7908e-002	3.3853e-003	1.3232e-002	
15236	4.6328e-002	2.9706e-003	1.2858e-002	
15237	4.4738e-002	2.5534e-003	1.2477e-002	
15238	4.3161e-002	2.1395e-003	1.2092e-002	
15239	4.1574e-002	1.7229e-003	1.1699e-002	
15240	4.95e-002	3.8031e-003	1.3602e-002	
15241	5.7116e-002	2.8176e-003	1.2719e-002	
15242	5.5215e-002	3.3151e-003	1.3169e-002	
15243	5.3326e-002	3.8092e-003	1.3607e-002	
15244	5.1422e-002	4.3075e-003	1.404e-002	
15245	4.7936e-002	5.2198e-003	1.4813e-002	
15246	4.6347e-002	5.6356e-003	1.5156e-002	
15247	4.4766e-002	6.0492e-003	1.5493e-002	
15248	4.3175e-002	6.4655e-003	1.5826e-002	
15249	4.1593e-002	6.8797e-003	1.6152e-002	
15250	4.9514e-002	4.8068e-003	1.4466e-002	
15251	4.5686e-002	3.8021e-003	1.3601e-002	
15252	4.3794e-002	3.3055e-003	1.316e-002	
15253	4.1888e-002	2.8054e-003	1.2708e-002	
15254	4.7595e-002	4.3031e-003	1.4037e-002	
15255	5.7412e-002	6.8797e-003	1.6152e-002	
15256	5.5834e-002	6.4655e-003	1.5826e-002	
15257	5.4248e-002	6.0492e-003	1.5493e-002	
15258	5.2672e-002	5.6356e-003	1.5156e-002	
15259	5.1088e-002	5.2198e-003	1.4813e-002	
15260	4.1908e-002	5.7957e-003	1.5287e-002	
15261	4.38e-002	5.2989e-003	1.4879e-002	
15262	4.5705e-002	4.799e-003	1.446e-002	
15263	5.3307e-002	4.8023e-003	1.4463e-002	
15264	5.5208e-002	5.3012e-003	1.4881e-002	
15265	5.7097e-002	5.7968e-003	1.5288e-002	
15266	5.7426e-002	1.7229e-003	1.1699e-002	
15267	5.5839e-002	2.1395e-003	1.2092e-002	
15268	5.4262e-002	2.5534e-003	1.2477e-002	
15269	5.2672e-002	2.9706e-003	1.2858e-002	
15270	5.1092e-002	3.3853e-003	1.3232e-002	
15271	1.1422e-002	0.10431	1.2713e-002	
15272	1.3307e-002	0.1048	1.3146e-002	
15273	1.5208e-002	0.1053	1.3575e-002	
15274	1.7096e-002	0.1058	1.3992e-002	
15275	1.9e-002	0.1063	1.4405e-002	
15276	1.9e-002	0.10232	1.0891e-002	
15277	1.7116e-002	0.10282	1.1357e-002	
15278	1.5215e-002	0.10332	1.1819e-002	
15279	1.3327e-002	0.10381	1.2268e-002	
15280	1.9e-002	0.10131	9.9005e-003	
15281	1.7426e-002	0.10172	1.0308e-002	
15282	1.5839e-002	0.10214	1.0713e-002	
15283	1.4262e-002	0.10255	1.1108e-002	
15284	1.2672e-002	0.10297	1.15e-002	
15285	1.1092e-002	0.10339	1.1883e-002	
15286	9.5e-003	0.1038	1.2263e-002	
15287	7.9079e-003	0.10339	1.1883e-002	
15288	6.3276e-003	0.10297	1.15e-002	
15289	4.738e-003	0.10255	1.1108e-002	
15290	3.1608e-003	0.10214	1.0713e-002	
15291	1.5739e-003	0.10172	1.0308e-002	
15292	0.	0.10131	9.9005e-003	
15293	1.9e-002	0.1073	1.5208e-002	
15294	1.7412e-002	0.10688	1.4877e-002	
15295	1.5834e-002	0.10647	1.4543e-002	
15296	1.4248e-002	0.10605	1.4202e-002	
15297	1.2672e-002	0.10564	1.3857e-002	
15298	1.1088e-002	0.10522	1.3505e-002	
15299	9.5141e-003	0.10481	1.315e-002	
15300	7.9359e-003	0.10522	1.3505e-002	
15301	6.347e-003	0.10564	1.3857e-002	
15302	4.7664e-003	0.10605	1.4202e-002	
15303	3.1755e-003	0.10647	1.4543e-002	
15304	1.5927e-003	0.10688	1.4877e-002	
15305	0.	0.1073	1.5208e-002	
15306	0.	0.1063	1.4405e-002	
15307	1.9078e-003	0.1058	1.3991e-002	
15308	3.8007e-003	0.1053	1.3573e-002	
15309	5.7057e-003	0.1048	1.3143e-002	
15310	7.5949e-003	0.1043	1.2709e-002	
15311	5.6859e-003	0.1038	1.2262e-002	
15312	3.7936e-003	0.10331	1.181e-002	
15313	1.888e-003	0.10281	1.1346e-002	
15314	-7.8139e-018	0.10231	1.0876e-002	
15315	0.	0.1073	1.6476e-002	
15316	0.	0.1063	1.5691e-002	
15317	0.	0.10131	1.1302e-002	
15318	-7.8139e-018	0.10231	1.2251e-002	
15319	1.9e-002	0.1063	1.5691e-002	
15320	1.9e-002	0.1073	1.6476e-002	
15321	1.9e-002	0.10232	1.2265e-002	
15322	1.9e-002	0.10131	1.1302e-002	
15323	5.6861e-003	0.1038	1.3601e-002	
15324	3.7939e-003	0.10331	1.316e-002	
15325	1.8882e-003	0.10281	1.2708e-002	
15326	7.5949e-003	0.1043	1.4037e-002	
15327	1.9077e-003	0.1058	1.5287e-002	
15328	3.8005e-003	0.1053	1.4879e-002	
15329	5.7055e-003	0.1048	1.446e-002	
15330	7.9357e-003	0.10522	1.4813e-002	
15331	6.3467e-003	0.10564	1.5156e-002	
15332	4.7661e-003	0.10605	1.5493e-002	
15333	3.1753e-003	0.10647	1.5826e-002	
15334	1.5925e-003	0.10688	1.6152e-002	
15335	9.5141e-003	0.10481	1.4466e-002	
15336	1.7412e-002	0.10688	1.6152e-002	
15337	1.5834e-002	0.10647	1.5826e-002	
15338	1.4248e-002	0.10605	1.5493e-002	
15339	1.2672e-002	0.10564	1.5156e-002	
15340	1.1088e-002	0.10522	1.4813e-002	
15341	7.9081e-003	0.10339	1.3232e-002	
15342	6.3281e-003	0.10297	1.2858e-002	
15343	4.7385e-003	0.10255	1.2477e-002	
15344	3.1613e-003	0.10214	1.2092e-002	
15345	1.5742e-003	0.10172	1.1699e-002	
15346	9.5e-003	0.1038	1.3602e-002	
15347	1.7426e-002	0.10172	1.1699e-002	
15348	1.5839e-002	0.10214	1.2092e-002	
15349	1.4262e-002	0.10255	1.2477e-002	
15350	1.2672e-002	0.10297	1.2858e-002	
15351	1.1092e-002	0.10339	1.3232e-002	
15352	1.7116e-002	0.10282	1.2719e-002	
15353	1.5215e-002	0.10332	1.3169e-002	
15354	1.3326e-002	0.10381	1.3607e-002	
15355	1.1422e-002	0.10431	1.404e-002	
15356	1.3307e-002	0.1048	1.4463e-002	
15357	1.5208e-002	0.1053	1.4881e-002	
15358	1.7097e-002	0.1058	1.5288e-002	
15359	2.e-002	0.1063	1.4405e-002	
15360	2.1908e-002	0.1058	1.3991e-002	
15361	2.3801e-002	0.1053	1.3573e-002	
15362	2.5706e-002	0.1048	1.3143e-002	
15363	2.7595e-002	0.1043	1.2709e-002	
15364	3.9e-002	0.10232	1.0891e-002	
15365	3.7116e-002	0.10282	1.1357e-002	
15366	3.5215e-002	0.10331	1.1819e-002	
15367	3.3327e-002	0.10381	1.2268e-002	
15368	3.1422e-002	0.10431	1.2713e-002	
15369	2.5686e-002	0.1038	1.2262e-002	
15370	2.3793e-002	0.10331	1.181e-002	
15371	2.1888e-002	0.10281	1.1346e-002	
15372	2.e-002	0.10231	1.0876e-002	
15373	3.9e-002	0.10131	9.9005e-003	
15374	3.7426e-002	0.10172	1.0308e-002	
15375	3.5839e-002	0.10214	1.0713e-002	
15376	3.4262e-002	0.10255	1.1108e-002	
15377	3.2672e-002	0.10297	1.15e-002	
15378	3.1092e-002	0.10339	1.1883e-002	
15379	2.95e-002	0.1038	1.2263e-002	
15380	2.7908e-002	0.10339	1.1883e-002	
15381	2.6328e-002	0.10297	1.15e-002	
15382	2.4738e-002	0.10255	1.1108e-002	
15383	2.3161e-002	0.10214	1.0713e-002	
15384	2.1574e-002	0.10172	1.0308e-002	
15385	2.e-002	0.10131	9.9005e-003	
15386	3.9e-002	0.1073	1.5208e-002	
15387	3.7412e-002	0.10688	1.4877e-002	
15388	3.5834e-002	0.10647	1.4543e-002	
15389	3.4247e-002	0.10605	1.4202e-002	
15390	3.2672e-002	0.10564	1.3857e-002	
15391	3.1088e-002	0.10522	1.3505e-002	
15392	2.9514e-002	0.10481	1.315e-002	
15393	3.3307e-002	0.1048	1.3146e-002	
15394	3.5208e-002	0.1053	1.3574e-002	
15395	3.7096e-002	0.1058	1.3992e-002	
15396	3.9e-002	0.1063	1.4405e-002	
15397	2.7936e-002	0.10522	1.3505e-002	
15398	2.6347e-002	0.10564	1.3857e-002	
15399	2.4767e-002	0.10605	1.4202e-002	
15400	2.3176e-002	0.10647	1.4543e-002	
15401	2.1593e-002	0.10688	1.4877e-002	
15402	2.e-002	0.1073	1.5208e-002	
15403	3.9e-002	0.10232	1.2265e-002	
15404	3.9e-002	0.10131	1.1302e-002	
15405	3.9e-002	0.1073	1.6476e-002	
15406	3.9e-002	0.1063	1.5691e-002	
15407	2.e-002	0.10231	1.2251e-002	
15408	2.e-002	0.10131	1.1302e-002	
15409	2.e-002	0.1063	1.5691e-002	
15410	2.e-002	0.1073	1.6476e-002	
15411	2.7936e-002	0.10522	1.4813e-002	
15412	2.6347e-002	0.10564	1.5156e-002	
15413	2.4766e-002	0.10605	1.5493e-002	
15414	2.3175e-002	0.10647	1.5826e-002	
15415	2.1593e-002	0.10688	1.6152e-002	
15416	2.9514e-002	0.10481	1.4466e-002	
15417	3.3307e-002	0.1048	1.4463e-002	
15418	3.5208e-002	0.1053	1.4881e-002	
15419	3.7097e-002	0.1058	1.5288e-002	
15420	3.1422e-002	0.10431	1.404e-002	
15421	3.7412e-002	0.10688	1.6152e-002	
15422	3.5834e-002	0.10647	1.5826e-002	
15423	3.4248e-002	0.10605	1.5493e-002	
15424	3.2672e-002	0.10564	1.5156e-002	
15425	3.1088e-002	0.10522	1.4813e-002	
15426	2.7908e-002	0.10339	1.3232e-002	
15427	2.6328e-002	0.10297	1.2858e-002	
15428	2.4738e-002	0.10255	1.2477e-002	
15429	2.3161e-002	0.10214	1.2092e-002	
15430	2.1574e-002	0.10172	1.1699e-002	
15431	2.95e-002	0.1038	1.3602e-002	
15432	3.7426e-002	0.10172	1.1699e-002	
15433	3.5839e-002	0.10214	1.2092e-002	
15434	3.4262e-002	0.10255	1.2477e-002	
15435	3.2672e-002	0.10297	1.2858e-002	
15436	3.1092e-002	0.10339	1.3232e-002	
15437	2.5686e-002	0.1038	1.3601e-002	
15438	2.3794e-002	0.10331	1.316e-002	
15439	2.1888e-002	0.10281	1.2708e-002	
15440	2.7595e-002	0.1043	1.4037e-002	
15441	3.7116e-002	0.10282	1.2719e-002	
15442	3.5215e-002	0.10332	1.3169e-002	
15443	3.3326e-002	0.10381	1.3607e-002	
15444	2.1908e-002	0.1058	1.5287e-002	
15445	2.3801e-002	0.1053	1.4879e-002	
15446	2.5705e-002	0.1048	1.446e-002	
15447	5.9e-002	0.10131	9.9005e-003	
15448	5.7426e-002	0.10172	1.0308e-002	
15449	5.5839e-002	0.10214	1.0713e-002	
15450	5.4262e-002	0.10255	1.1108e-002	
15451	5.2672e-002	0.10297	1.15e-002	
15452	5.1092e-002	0.10339	1.1883e-002	
15453	4.95e-002	0.1038	1.2263e-002	
15454	4.9514e-002	0.10481	1.315e-002	
15455	4.7936e-002	0.10522	1.3505e-002	
15456	4.6347e-002	0.10564	1.3857e-002	
15457	4.4766e-002	0.10605	1.4202e-002	
15458	4.3176e-002	0.10647	1.4543e-002	
15459	4.1593e-002	0.10688	1.4877e-002	
15460	4.e-002	0.1073	1.5208e-002	
15461	4.7908e-002	0.10339	1.1883e-002	
15462	4.6328e-002	0.10297	1.15e-002	
15463	4.4738e-002	0.10255	1.1108e-002	
15464	4.3161e-002	0.10214	1.0713e-002	
15465	4.1574e-002	0.10172	1.0308e-002	
15466	4.e-002	0.10131	9.9005e-003	
15467	4.7595e-002	0.1043	1.2709e-002	
15468	4.5686e-002	0.1038	1.2262e-002	
15469	4.3794e-002	0.10331	1.181e-002	
15470	4.1888e-002	0.10281	1.1346e-002	
15471	4.e-002	0.10231	1.0876e-002	
15472	4.e-002	0.1063	1.4405e-002	
15473	4.1908e-002	0.1058	1.3991e-002	
15474	4.3801e-002	0.1053	1.3573e-002	
15475	4.5706e-002	0.1048	1.3143e-002	
15476	5.9e-002	0.1073	1.5208e-002	
15477	5.7412e-002	0.10688	1.4877e-002	
15478	5.5834e-002	0.10647	1.4543e-002	
15479	5.4248e-002	0.10605	1.4202e-002	
15480	5.2672e-002	0.10564	1.3857e-002	
15481	5.1088e-002	0.10522	1.3505e-002	
15482	5.1422e-002	0.10431	1.2713e-002	
15483	5.3307e-002	0.1048	1.3146e-002	
15484	5.5208e-002	0.1053	1.3575e-002	
15485	5.7096e-002	0.1058	1.3992e-002	
15486	5.9e-002	0.1063	1.4405e-002	
15487	5.9e-002	0.10232	1.0891e-002	
15488	5.7116e-002	0.10282	1.1357e-002	
15489	5.5215e-002	0.10332	1.1819e-002	
15490	5.3327e-002	0.10381	1.2268e-002	
15491	5.9e-002	0.10131	1.1302e-002	
15492	5.9e-002	0.10232	1.2265e-002	
15493	5.9e-002	0.1073	1.6476e-002	
15494	5.9e-002	0.1063	1.5691e-002	
15495	4.e-002	0.10131	1.1302e-002	
15496	4.e-002	0.10231	1.2251e-002	
15497	4.e-002	0.1073	1.6476e-002	
15498	4.e-002	0.1063	1.5691e-002	
15499	5.7116e-002	0.10282	1.2719e-002	
15500	5.5215e-002	0.10332	1.3169e-002	
15501	5.3326e-002	0.10381	1.3607e-002	
15502	5.1422e-002	0.10431	1.404e-002	
15503	5.3307e-002	0.1048	1.4463e-002	
15504	5.5208e-002	0.1053	1.4881e-002	
15505	5.7097e-002	0.1058	1.5288e-002	
15506	5.7412e-002	0.10688	1.6152e-002	
15507	5.5834e-002	0.10647	1.5826e-002	
15508	5.4248e-002	0.10605	1.5493e-002	
15509	5.2672e-002	0.10564	1.5156e-002	
15510	5.1088e-002	0.10522	1.4813e-002	
15511	4.9514e-002	0.10481	1.4466e-002	
15512	4.1908e-002	0.1058	1.5287e-002	
15513	4.38e-002	0.1053	1.4879e-002	
15514	4.5705e-002	0.1048	1.446e-002	
15515	4.7595e-002	0.1043	1.4037e-002	
15516	4.5686e-002	0.1038	1.3601e-002	
15517	4.3794e-002	0.10331	1.316e-002	
15518	4.1888e-002	0.10281	1.2708e-002	
15519	4.7908e-002	0.10339	1.3232e-002	
15520	4.6328e-002	0.10297	1.2858e-002	
15521	4.4738e-002	0.10255	1.2477e-002	
15522	4.3161e-002	0.10214	1.2092e-002	
15523	4.1574e-002	0.10172	1.1699e-002	
15524	4.95e-002	0.1038	1.3602e-002	
15525	4.7936e-002	0.10522	1.4813e-002	
15526	4.6347e-002	0.10564	1.5156e-002	
15527	4.4766e-002	0.10605	1.5493e-002	
15528	4.3175e-002	0.10647	1.5826e-002	
15529	4.1593e-002	0.10688	1.6152e-002	
15530	5.7426e-002	0.10172	1.1699e-002	
15531	5.5839e-002	0.10214	1.2092e-002	
15532	5.4262e-002	0.10255	1.2477e-002	
15533	5.2672e-002	0.10297	1.2858e-002	
15534	5.1092e-002	0.10339	1.3232e-002	
15535	0.	0.20131	9.9005e-003	
15536	-7.8139e-018	0.20231	1.0876e-002	
15537	-1.3878e-017	0.2063	1.4405e-002	
15538	0.	0.2073	1.5208e-002	
15539	1.9e-002	0.20131	9.9005e-003	
15540	1.9e-002	0.20232	1.0891e-002	
15541	1.9e-002	0.2063	1.4405e-002	
15542	1.9e-002	0.2073	1.5208e-002	
15543	1.7116e-002	0.20282	1.1357e-002	
15544	1.5215e-002	0.20331	1.1819e-002	
15545	1.3327e-002	0.20381	1.2268e-002	
15546	1.1422e-002	0.20431	1.2713e-002	
15547	1.3307e-002	0.2048	1.3146e-002	
15548	1.5208e-002	0.2053	1.3574e-002	
15549	1.7096e-002	0.2058	1.3992e-002	
15550	9.5e-003	0.2038	1.2263e-002	
15551	7.9079e-003	0.20339	1.1883e-002	
15552	6.3276e-003	0.20297	1.15e-002	
15553	4.7376e-003	0.20255	1.1108e-002	
15554	3.1608e-003	0.20214	1.0713e-002	
15555	1.5739e-003	0.20172	1.0308e-002	
15556	1.7426e-002	0.20172	1.0308e-002	
15557	1.5839e-002	0.20214	1.0713e-002	
15558	1.4262e-002	0.20255	1.1108e-002	
15559	1.2672e-002	0.20297	1.15e-002	
15560	1.1092e-002	0.20339	1.1883e-002	
15561	9.5141e-003	0.20481	1.315e-002	
15562	7.9359e-003	0.20522	1.3505e-002	
15563	6.347e-003	0.20564	1.3857e-002	
15564	4.7667e-003	0.20605	1.4202e-002	
15565	3.1755e-003	0.20647	1.4543e-002	
15566	1.5927e-003	0.20688	1.4877e-002	
15567	1.7412e-002	0.20688	1.4877e-002	
15568	1.5834e-002	0.20647	1.4543e-002	
15569	1.4247e-002	0.20605	1.4202e-002	
15570	1.2672e-002	0.20564	1.3857e-002	
15571	1.1088e-002	0.20522	1.3505e-002	
15572	7.5949e-003	0.2043	1.2709e-002	
15573	5.6859e-003	0.2038	1.2262e-002	
15574	3.7933e-003	0.20331	1.181e-002	
15575	1.888e-003	0.20281	1.1346e-002	
15576	1.9078e-003	0.2058	1.3991e-002	
15577	3.8009e-003	0.2053	1.3573e-002	
15578	5.7057e-003	0.2048	1.3143e-002	
15579	1.9077e-003	0.2058	1.5287e-002	
15580	3.8007e-003	0.2053	1.4879e-002	
15581	5.7055e-003	0.2048	1.446e-002	
15582	0.	0.2063	1.5691e-002	
15583	7.5949e-003	0.2043	1.4037e-002	
15584	5.6861e-003	0.2038	1.3601e-002	
15585	3.7936e-003	0.20331	1.316e-002	
15586	1.8882e-003	0.20281	1.2708e-002	
15587	-7.8139e-018	0.20231	1.2251e-002	
15588	1.7412e-002	0.20688	1.6152e-002	
15589	1.5834e-002	0.20647	1.5826e-002	
15590	1.4248e-002	0.20605	1.5493e-002	
15591	1.2672e-002	0.20564	1.5156e-002	
15592	1.1088e-002	0.20522	1.4813e-002	
15593	1.9e-002	0.2073	1.6476e-002	
15594	9.5141e-003	0.20481	1.4466e-002	
15595	7.9357e-003	0.20522	1.4813e-002	
15596	6.3467e-003	0.20564	1.5156e-002	
15597	4.7664e-003	0.20605	1.5493e-002	
15598	3.1753e-003	0.20647	1.5826e-002	
15599	1.5925e-003	0.20688	1.6152e-002	
15600	0.	0.2073	1.6476e-002	
15601	1.7426e-002	0.20172	1.1699e-002	
15602	1.5839e-002	0.20214	1.2092e-002	
15603	1.4262e-002	0.20255	1.2477e-002	
15604	1.2672e-002	0.20297	1.2858e-002	
15605	1.1092e-002	0.20339	1.3232e-002	
15606	1.9e-002	0.20131	1.1302e-002	
15607	9.5e-003	0.2038	1.3602e-002	
15608	7.9081e-003	0.20339	1.3232e-002	
15609	6.3281e-003	0.20297	1.2858e-002	
15610	4.7381e-003	0.20255	1.2477e-002	
15611	3.1613e-003	0.20214	1.2092e-002	
15612	1.5742e-003	0.20172	1.1699e-002	
15613	0.	0.20131	1.1302e-002	
15614	1.3307e-002	0.2048	1.4463e-002	
15615	1.5208e-002	0.2053	1.4881e-002	
15616	1.7097e-002	0.2058	1.5288e-002	
15617	1.9e-002	0.2063	1.5691e-002	
15618	1.1422e-002	0.20431	1.404e-002	
15619	1.7116e-002	0.20282	1.2719e-002	
15620	1.5215e-002	0.20332	1.3169e-002	
15621	1.3326e-002	0.20381	1.3607e-002	
15622	1.9e-002	0.20232	1.2265e-002	
15623	3.1422e-002	0.20431	1.2713e-002	
15624	3.3307e-002	0.2048	1.3146e-002	
15625	3.5208e-002	0.2053	1.3575e-002	
15626	3.7096e-002	0.2058	1.3992e-002	
15627	3.9e-002	0.2063	1.4405e-002	
15628	2.9514e-002	0.20481	1.315e-002	
15629	2.7936e-002	0.20522	1.3505e-002	
15630	2.6347e-002	0.20564	1.3857e-002	
15631	2.4766e-002	0.20605	1.4202e-002	
15632	2.3176e-002	0.20647	1.4543e-002	
15633	2.1593e-002	0.20688	1.4877e-002	
15634	2.e-002	0.2073	1.5208e-002	
15635	3.9e-002	0.2073	1.5208e-002	
15636	3.7412e-002	0.20688	1.4877e-002	
15637	3.5834e-002	0.20647	1.4543e-002	
15638	3.4248e-002	0.20605	1.4202e-002	
15639	3.2672e-002	0.20564	1.3857e-002	
15640	3.1088e-002	0.20522	1.3505e-002	
15641	2.e-002	0.2063	1.4405e-002	
15642	2.1908e-002	0.2058	1.3991e-002	
15643	2.3801e-002	0.2053	1.3573e-002	
15644	2.5706e-002	0.2048	1.3143e-002	
15645	2.7595e-002	0.2043	1.2709e-002	
15646	2.5686e-002	0.2038	1.2262e-002	
15647	2.3794e-002	0.20331	1.181e-002	
15648	2.1888e-002	0.20281	1.1346e-002	
15649	2.e-002	0.20231	1.0876e-002	
15650	2.e-002	0.20131	9.9005e-003	
15651	3.9e-002	0.20131	9.9005e-003	
15652	3.9e-002	0.20232	1.0891e-002	
15653	2.95e-002	0.2038	1.2263e-002	
15654	2.7908e-002	0.20339	1.1883e-002	
15655	2.6328e-002	0.20297	1.15e-002	
15656	2.4738e-002	0.20255	1.1108e-002	
15657	2.3161e-002	0.20214	1.0713e-002	
15658	2.1574e-002	0.20172	1.0308e-002	
15659	3.7116e-002	0.20282	1.1357e-002	
15660	3.5215e-002	0.20332	1.1819e-002	
15661	3.3327e-002	0.20381	1.2268e-002	
15662	3.7426e-002	0.20172	1.0308e-002	
15663	3.5839e-002	0.20214	1.0713e-002	
15664	3.4262e-002	0.20255	1.1108e-002	
15665	3.2672e-002	0.20297	1.15e-002	
15666	3.1092e-002	0.20339	1.1883e-002	
15667	3.7426e-002	0.20172	1.1699e-002	
15668	3.5839e-002	0.20214	1.2092e-002	
15669	3.4262e-002	0.20255	1.2477e-002	
15670	3.2672e-002	0.20297	1.2858e-002	
15671	3.1092e-002	0.20339	1.3232e-002	
15672	3.9e-002	0.20131	1.1302e-002	
15673	2.95e-002	0.2038	1.3602e-002	
15674	3.7116e-002	0.20282	1.2719e-002	
15675	3.5215e-002	0.20332	1.3169e-002	
15676	3.3326e-002	0.20381	1.3607e-002	
15677	3.1422e-002	0.20431	1.404e-002	
15678	3.9e-002	0.20232	1.2265e-002	
15679	2.7908e-002	0.20339	1.3232e-002	
15680	2.6328e-002	0.20297	1.2858e-002	
15681	2.4738e-002	0.20255	1.2477e-002	
15682	2.3161e-002	0.20214	1.2092e-002	
15683	2.1574e-002	0.20172	1.1699e-002	
15684	2.e-002	0.20131	1.1302e-002	
15685	3.9e-002	0.2063	1.5691e-002	
15686	3.9e-002	0.2073	1.6476e-002	
15687	2.e-002	0.2073	1.6476e-002	
15688	2.e-002	0.2063	1.5691e-002	
15689	2.e-002	0.20231	1.2251e-002	
15690	2.5686e-002	0.2038	1.3601e-002	
15691	2.3794e-002	0.20331	1.316e-002	
15692	2.1888e-002	0.20281	1.2708e-002	
15693	2.7595e-002	0.2043	1.4037e-002	
15694	2.1908e-002	0.2058	1.5287e-002	
15695	2.38e-002	0.2053	1.4879e-002	
15696	2.5705e-002	0.2048	1.446e-002	
15697	3.7412e-002	0.20688	1.6152e-002	
15698	3.5834e-002	0.20647	1.5826e-002	
15699	3.4248e-002	0.20605	1.5493e-002	
15700	3.2672e-002	0.20564	1.5156e-002	
15701	3.1088e-002	0.20522	1.4813e-002	
15702	2.9514e-002	0.20481	1.4466e-002	
15703	2.7936e-002	0.20522	1.4813e-002	
15704	2.6347e-002	0.20564	1.5156e-002	
15705	2.4766e-002	0.20605	1.5493e-002	
15706	2.3175e-002	0.20647	1.5826e-002	
15707	2.1593e-002	0.20688	1.6152e-002	
15708	3.3307e-002	0.2048	1.4463e-002	
15709	3.5208e-002	0.2053	1.4881e-002	
15710	3.7097e-002	0.2058	1.5288e-002	
15711	4.e-002	0.20131	9.9005e-003	
15712	4.e-002	0.20231	1.0876e-002	
15713	4.e-002	0.2063	1.4405e-002	
15714	4.e-002	0.2073	1.5208e-002	
15715	5.9e-002	0.20131	9.9005e-003	
15716	5.9e-002	0.20232	1.0891e-002	
15717	5.9e-002	0.2063	1.4405e-002	
15718	5.9e-002	0.2073	1.5208e-002	
15719	5.7116e-002	0.20282	1.1357e-002	
15720	5.5215e-002	0.20332	1.1819e-002	
15721	5.3327e-002	0.20381	1.2268e-002	
15722	5.1422e-002	0.20431	1.2713e-002	
15723	5.3307e-002	0.2048	1.3146e-002	
15724	5.5208e-002	0.2053	1.3575e-002	
15725	5.7096e-002	0.2058	1.3992e-002	
15726	4.95e-002	0.2038	1.2263e-002	
15727	4.7908e-002	0.20339	1.1883e-002	
15728	4.6328e-002	0.20297	1.15e-002	
15729	4.4738e-002	0.20255	1.1108e-002	
15730	4.3161e-002	0.20214	1.0713e-002	
15731	4.1574e-002	0.20172	1.0308e-002	
15732	5.7426e-002	0.20172	1.0308e-002	
15733	5.5839e-002	0.20214	1.0713e-002	
15734	5.4262e-002	0.20255	1.1108e-002	
15735	5.2672e-002	0.20297	1.15e-002	
15736	5.1092e-002	0.20339	1.1883e-002	
15737	4.9514e-002	0.20481	1.315e-002	
15738	4.7936e-002	0.20522	1.3505e-002	
15739	4.6347e-002	0.20564	1.3857e-002	
15740	4.4766e-002	0.20605	1.4202e-002	
15741	4.3176e-002	0.20647	1.4543e-002	
15742	4.1593e-002	0.20688	1.4877e-002	
15743	5.7412e-002	0.20688	1.4877e-002	
15744	5.5834e-002	0.20647	1.4543e-002	
15745	5.4248e-002	0.20605	1.4202e-002	
15746	5.2672e-002	0.20564	1.3857e-002	
