Node Number	X Location (m)	Y Location (m)	Z Location (m)	
5543	5.9e-002	7.95e-002	7.2453e-003	
5544	5.9e-002	7.95e-002	9.6603e-003	
5545	5.9e-002	7.95e-002	1.2075e-002	
5546	5.9e-002	7.95e-002	1.4491e-002	
5547	5.9e-002	7.95e-002	0.	
5548	5.9e-002	8.05e-002	1.168e-002	
5549	5.9e-002	8.05e-002	9.3441e-003	
5550	5.9e-002	8.05e-002	7.0081e-003	
5551	5.9e-002	8.05e-002	4.6721e-003	
5552	5.9e-002	8.05e-002	2.336e-003	
5553	5.9e-002	8.05e-002	2.0195e-031	
5554	5.9e-002	8.05e-002	1.4016e-002	
5555	5.9e-002	8.2052e-002	1.3241e-002	
5556	5.9e-002	8.3585e-002	1.2427e-002	
5557	5.9e-002	8.5097e-002	1.1576e-002	
5558	5.9e-002	8.6587e-002	1.0687e-002	
5559	5.9e-002	8.8055e-002	9.7621e-003	
5560	5.9e-002	8.95e-002	2.2002e-003	
5561	5.9e-002	8.95e-002	4.4004e-003	
5562	5.9e-002	8.95e-002	6.6006e-003	
5563	5.9e-002	8.95e-002	8.8008e-003	
5564	5.9e-002	8.95e-002	0.	
5565	5.9e-002	9.05e-002	6.0783e-003	
5566	5.9e-002	9.05e-002	4.0522e-003	
5567	5.9e-002	9.05e-002	2.0261e-003	
5568	5.9e-002	9.05e-002	-1.0602e-030	
5569	5.9e-002	9.05e-002	8.1044e-003	
5570	5.9e-002	9.2182e-002	6.8736e-003	
5571	5.9e-002	9.3826e-002	5.5932e-003	
5572	5.9e-002	9.5431e-002	4.2645e-003	
5573	5.9e-002	9.6996e-002	2.8885e-003	
5574	5.9e-002	9.852e-002	1.4666e-003	
5575	5.9e-002	0.1	1.e-002	
5576	5.9e-002	0.1	7.5e-003	
5577	5.9e-002	0.1	5.e-003	
5578	5.9e-002	0.1	2.5e-003	
5579	5.9e-002	0.1	1.3878e-017	
5580	5.9e-002	9.9e-002	7.4151e-003	
5581	5.9e-002	9.9e-002	5.7405e-003	
5582	5.9e-002	9.9e-002	4.0658e-003	
5583	5.9e-002	9.2547e-002	7.8497e-003	
5584	5.9e-002	9.3889e-002	6.8201e-003	
5585	5.9e-002	9.5206e-002	5.7589e-003	
5586	5.9e-002	9.6497e-002	4.6665e-003	
5587	5.9e-002	9.9e-002	2.3911e-003	
5588	5.9e-002	9.7762e-002	3.5437e-003	
5589	5.9e-002	9.1181e-002	8.8471e-003	
5590	5.9e-002	9.3136e-002	8.9077e-003	
5591	5.9e-002	9.5091e-002	8.9684e-003	
5592	5.9e-002	9.7045e-002	9.0291e-003	
5593	5.9e-002	9.9e-002	9.0898e-003	
5594	5.9e-002	8.95e-002	1.5302e-002	
5595	5.9e-002	8.95e-002	1.3538e-002	
5596	5.9e-002	8.95e-002	1.1773e-002	
5597	5.9e-002	8.3324e-002	1.3704e-002	
5598	5.9e-002	8.5424e-002	1.2542e-002	
5599	5.9e-002	8.95e-002	1.0008e-002	
5600	5.9e-002	8.7483e-002	1.1309e-002	
5601	5.9e-002	8.1186e-002	1.4794e-002	
5602	5.9e-002	8.3264e-002	1.5363e-002	
5603	5.9e-002	8.5343e-002	1.5931e-002	
5604	5.9e-002	8.7421e-002	1.6499e-002	
5605	5.9e-002	8.95e-002	1.7067e-002	
5606	5.9e-002	7.95e-002	2.102e-002	
5607	5.9e-002	7.95e-002	1.9211e-002	
5608	5.9e-002	7.95e-002	1.7401e-002	
5609	5.9e-002	7.3311e-002	1.8074e-002	
5610	5.9e-002	7.5399e-002	1.7312e-002	
5611	5.9e-002	7.95e-002	1.5592e-002	
5612	5.9e-002	7.7463e-002	1.6484e-002	
5613	5.9e-002	7.1199e-002	1.8772e-002	
5614	5.9e-002	7.3274e-002	1.9786e-002	
5615	5.9e-002	7.535e-002	2.0801e-002	
5616	5.9e-002	7.7425e-002	2.1815e-002	
5617	5.9e-002	7.95e-002	2.283e-002	
5618	5.9e-002	6.95e-002	2.4768e-002	
5619	5.9e-002	6.95e-002	2.2939e-002	
5620	5.9e-002	6.95e-002	2.1109e-002	
5621	5.9e-002	6.332e-002	2.075e-002	
5622	5.9e-002	6.5394e-002	2.0321e-002	
5623	5.9e-002	6.95e-002	1.928e-002	
5624	5.9e-002	6.7455e-002	1.9831e-002	
5625	5.9e-002	6.1233e-002	2.1116e-002	
5626	5.9e-002	6.33e-002	2.2486e-002	
5627	5.9e-002	6.5367e-002	2.3857e-002	
5628	5.9e-002	6.7433e-002	2.5227e-002	
5629	5.9e-002	6.95e-002	2.6598e-002	
5630	5.9e-002	2.2537e-002	1.6484e-002	
5631	5.9e-002	2.4601e-002	1.7312e-002	
5632	5.9e-002	2.6689e-002	1.8074e-002	
5633	5.9e-002	2.05e-002	1.5592e-002	
5634	5.9e-002	2.05e-002	1.7401e-002	
5635	5.9e-002	2.05e-002	1.9211e-002	
5636	5.9e-002	2.05e-002	2.102e-002	
5637	5.9e-002	2.05e-002	2.283e-002	
5638	5.9e-002	2.2575e-002	2.1815e-002	
5639	5.9e-002	2.465e-002	2.0801e-002	
5640	5.9e-002	2.6726e-002	1.9786e-002	
5641	5.9e-002	2.8801e-002	1.8772e-002	
5642	5.9e-002	2.2378e-003	3.5437e-003	
5643	5.9e-002	3.5027e-003	4.6665e-003	
5644	5.9e-002	4.794e-003	5.7589e-003	
5645	5.9e-002	6.1109e-003	6.8201e-003	
5646	5.9e-002	7.4527e-003	7.8497e-003	
5647	5.9e-002	1.e-003	2.3911e-003	
5648	5.9e-002	1.e-003	4.0658e-003	
5649	5.9e-002	1.e-003	5.7405e-003	
5650	5.9e-002	1.e-003	7.4151e-003	
5651	5.9e-002	1.e-003	9.0898e-003	
5652	5.9e-002	2.9547e-003	9.0291e-003	
5653	5.9e-002	4.9094e-003	8.9684e-003	
5654	5.9e-002	6.864e-003	8.9077e-003	
5655	5.9e-002	8.8187e-003	8.8471e-003	
5656	5.9e-002	2.7481e-003	1.1292e-002	
5657	5.9e-002	4.0408e-003	1.2476e-002	
5658	5.9e-002	5.3633e-003	1.3627e-002	
5659	5.9e-002	6.7145e-003	1.4744e-002	
5660	5.9e-002	8.0937e-003	1.5827e-002	
5661	5.9e-002	9.5e-003	1.1588e-002	
5662	5.9e-002	9.5e-003	1.335e-002	
5663	5.9e-002	9.5e-003	1.5112e-002	
5664	5.9e-002	9.5e-003	1.6874e-002	
5665	5.9e-002	1.4858e-003	1.0075e-002	
5666	5.9e-002	3.4894e-003	1.0013e-002	
5667	5.9e-002	5.4929e-003	9.9508e-003	
5668	5.9e-002	7.4965e-003	9.8886e-003	
5669	5.9e-002	9.5e-003	9.8264e-003	
5670	5.9e-002	1.6736e-002	1.5363e-002	
5671	5.9e-002	1.4657e-002	1.5931e-002	
5672	5.9e-002	1.2579e-002	1.6499e-002	
5673	5.9e-002	1.8814e-002	1.4794e-002	
5674	5.9e-002	1.6676e-002	1.3704e-002	
5675	5.9e-002	1.4576e-002	1.2542e-002	
5676	5.9e-002	1.2517e-002	1.1309e-002	
5677	5.9e-002	1.05e-002	1.7067e-002	
5678	5.9e-002	1.05e-002	1.5302e-002	
5679	5.9e-002	1.05e-002	1.3538e-002	
5680	5.9e-002	1.05e-002	1.1773e-002	
5681	5.9e-002	1.05e-002	1.0008e-002	
5682	5.9e-002	1.3086e-002	1.9305e-002	
5683	5.9e-002	1.5181e-002	2.0581e-002	
5684	5.9e-002	1.732e-002	2.178e-002	
5685	5.9e-002	1.95e-002	1.7459e-002	
5686	5.9e-002	1.95e-002	1.9273e-002	
5687	5.9e-002	1.95e-002	2.1088e-002	
5688	5.9e-002	1.95e-002	2.2903e-002	
5689	5.9e-002	1.1037e-002	1.7957e-002	
5690	5.9e-002	1.3153e-002	1.7379e-002	
5691	5.9e-002	1.5269e-002	1.68e-002	
5692	5.9e-002	1.7384e-002	1.6222e-002	
5693	5.9e-002	1.95e-002	1.5644e-002	
5694	5.9e-002	2.3146e-002	2.457e-002	
5695	5.9e-002	2.5238e-002	2.5414e-002	
5696	5.9e-002	2.7357e-002	2.6189e-002	
5697	5.9e-002	2.95e-002	2.1381e-002	
5698	5.9e-002	2.95e-002	2.3219e-002	
5699	5.9e-002	2.95e-002	2.5057e-002	
5700	5.9e-002	2.95e-002	2.6895e-002	
5701	5.9e-002	2.1082e-002	2.3658e-002	
5702	5.9e-002	2.3187e-002	2.2629e-002	
5703	5.9e-002	2.5291e-002	2.16e-002	
5704	5.9e-002	2.7396e-002	2.0572e-002	
5705	5.9e-002	2.95e-002	1.9543e-002	
5706	5.9e-002	3.67e-002	2.2486e-002	
5707	5.9e-002	3.4633e-002	2.3857e-002	
5708	5.9e-002	3.2567e-002	2.5227e-002	
5709	5.9e-002	3.8767e-002	2.1116e-002	
5710	5.9e-002	3.668e-002	2.075e-002	
5711	5.9e-002	3.4606e-002	2.0321e-002	
5712	5.9e-002	3.2545e-002	1.9831e-002	
5713	5.9e-002	3.05e-002	2.6598e-002	
5714	5.9e-002	3.05e-002	2.4768e-002	
5715	5.9e-002	3.05e-002	2.2939e-002	
5716	5.9e-002	3.05e-002	2.1109e-002	
5717	5.9e-002	3.05e-002	1.928e-002	
5718	5.9e-002	3.32e-002	2.7934e-002	
5719	5.9e-002	3.5287e-002	2.8423e-002	
5720	5.9e-002	3.7387e-002	2.8848e-002	
5721	5.9e-002	3.95e-002	2.3674e-002	
5722	5.9e-002	3.95e-002	2.5518e-002	
5723	5.9e-002	3.95e-002	2.7362e-002	
5724	5.9e-002	3.95e-002	2.9207e-002	
5725	5.9e-002	3.113e-002	2.738e-002	
5726	5.9e-002	3.2525e-002	2.6455e-002	
5727	5.9e-002	3.392e-002	2.553e-002	
5728	5.9e-002	3.5315e-002	2.4605e-002	
5729	5.9e-002	3.671e-002	2.368e-002	
5730	5.9e-002	3.8105e-002	2.2754e-002	
5731	5.9e-002	3.95e-002	2.1829e-002	
5732	5.9e-002	4.7351e-002	2.3117e-002	
5733	5.9e-002	4.5981e-002	2.4235e-002	
5734	5.9e-002	4.4611e-002	2.5353e-002	
5735	5.9e-002	4.324e-002	2.6471e-002	
5736	5.9e-002	4.187e-002	2.759e-002	
5737	5.9e-002	4.8721e-002	2.1999e-002	
5738	5.9e-002	4.666e-002	2.1932e-002	
5739	5.9e-002	4.4601e-002	2.1805e-002	
5740	5.9e-002	4.2548e-002	2.1618e-002	
5741	5.9e-002	4.05e-002	2.8708e-002	
5742	5.9e-002	4.05e-002	2.6874e-002	
5743	5.9e-002	4.05e-002	2.504e-002	
5744	5.9e-002	4.05e-002	2.3206e-002	
5745	5.9e-002	4.05e-002	2.1372e-002	
5746	5.9e-002	4.1179e-002	2.9444e-002	
5747	5.9e-002	4.3252e-002	2.9679e-002	
5748	5.9e-002	4.5331e-002	2.9852e-002	
5749	5.9e-002	4.7414e-002	2.9962e-002	
5750	5.9e-002	4.95e-002	2.2654e-002	
5751	5.9e-002	4.95e-002	2.4493e-002	
5752	5.9e-002	4.95e-002	2.6332e-002	
5753	5.9e-002	4.95e-002	2.817e-002	
5754	5.9e-002	4.95e-002	3.0009e-002	
5755	6.e-002	4.95e-002	2.817e-002	
5756	6.e-002	4.95e-002	2.6332e-002	
5757	6.e-002	4.95e-002	2.4493e-002	
5758	6.e-002	4.95e-002	2.2654e-002	
5759	6.e-002	4.95e-002	3.0009e-002	
5760	6.e-002	4.3252e-002	2.9679e-002	
5761	6.e-002	4.1179e-002	2.9444e-002	
5762	6.e-002	4.5331e-002	2.9852e-002	
5763	6.e-002	4.7414e-002	2.9962e-002	
5764	6.e-002	4.05e-002	2.3206e-002	
5765	6.e-002	4.05e-002	2.504e-002	
5766	6.e-002	4.05e-002	2.6874e-002	
5767	6.e-002	4.05e-002	2.8708e-002	
5768	6.e-002	4.05e-002	2.1372e-002	
5769	6.e-002	4.666e-002	2.1932e-002	
5770	6.e-002	4.8721e-002	2.1999e-002	
5771	6.e-002	4.4601e-002	2.1805e-002	
5772	6.e-002	4.2548e-002	2.1618e-002	
5773	6.e-002	4.187e-002	2.759e-002	
5774	6.e-002	4.324e-002	2.6471e-002	
5775	6.e-002	4.4611e-002	2.5353e-002	
5776	6.e-002	4.5981e-002	2.4235e-002	
5777	6.e-002	4.7351e-002	2.3117e-002	
5778	6.e-002	3.8105e-002	2.2754e-002	
5779	6.e-002	3.671e-002	2.368e-002	
5780	6.e-002	3.5315e-002	2.4605e-002	
5781	6.e-002	3.392e-002	2.553e-002	
5782	6.e-002	3.2525e-002	2.6455e-002	
5783	6.e-002	3.113e-002	2.738e-002	
5784	6.e-002	3.95e-002	2.1829e-002	
5785	6.e-002	3.95e-002	2.7362e-002	
5786	6.e-002	3.95e-002	2.5518e-002	
5787	6.e-002	3.95e-002	2.3674e-002	
5788	6.e-002	3.95e-002	2.9207e-002	
5789	6.e-002	3.32e-002	2.7934e-002	
5790	6.e-002	3.5287e-002	2.8423e-002	
5791	6.e-002	3.7387e-002	2.8848e-002	
5792	6.e-002	3.05e-002	2.1109e-002	
5793	6.e-002	3.05e-002	2.2939e-002	
5794	6.e-002	3.05e-002	2.4768e-002	
5795	6.e-002	3.05e-002	2.6598e-002	
5796	6.e-002	3.05e-002	1.928e-002	
5797	6.e-002	3.668e-002	2.075e-002	
5798	6.e-002	3.8767e-002	2.1116e-002	
5799	6.e-002	3.4606e-002	2.0321e-002	
5800	6.e-002	3.2545e-002	1.9831e-002	
5801	6.e-002	3.2567e-002	2.5227e-002	
5802	6.e-002	3.4633e-002	2.3857e-002	
5803	6.e-002	3.67e-002	2.2486e-002	
5804	6.e-002	2.7396e-002	2.0572e-002	
5805	6.e-002	2.5291e-002	2.16e-002	
5806	6.e-002	2.3187e-002	2.2629e-002	
5807	6.e-002	2.1082e-002	2.3658e-002	
5808	6.e-002	2.95e-002	1.9543e-002	
5809	6.e-002	2.95e-002	2.5057e-002	
5810	6.e-002	2.95e-002	2.3219e-002	
5811	6.e-002	2.95e-002	2.1381e-002	
5812	6.e-002	2.95e-002	2.6895e-002	
5813	6.e-002	2.3146e-002	2.457e-002	
5814	6.e-002	2.5238e-002	2.5414e-002	
5815	6.e-002	2.7357e-002	2.6189e-002	
5816	6.e-002	1.7384e-002	1.6222e-002	
5817	6.e-002	1.5269e-002	1.68e-002	
5818	6.e-002	1.3153e-002	1.7379e-002	
5819	6.e-002	1.1037e-002	1.7957e-002	
5820	6.e-002	1.95e-002	1.5644e-002	
5821	6.e-002	1.95e-002	2.1088e-002	
5822	6.e-002	1.95e-002	1.9273e-002	
5823	6.e-002	1.95e-002	1.7459e-002	
5824	6.e-002	1.95e-002	2.2903e-002	
5825	6.e-002	1.3086e-002	1.9305e-002	
5826	6.e-002	1.5181e-002	2.0581e-002	
5827	6.e-002	1.732e-002	2.178e-002	
5828	6.e-002	1.05e-002	1.1773e-002	
5829	6.e-002	1.05e-002	1.3538e-002	
5830	6.e-002	1.05e-002	1.5302e-002	
5831	6.e-002	1.05e-002	1.7067e-002	
5832	6.e-002	1.05e-002	1.0008e-002	
5833	6.e-002	1.6676e-002	1.3704e-002	
5834	6.e-002	1.8814e-002	1.4794e-002	
5835	6.e-002	1.4576e-002	1.2542e-002	
5836	6.e-002	1.2517e-002	1.1309e-002	
5837	6.e-002	1.2579e-002	1.6499e-002	
5838	6.e-002	1.4657e-002	1.5931e-002	
5839	6.e-002	1.6736e-002	1.5363e-002	
5840	6.e-002	7.4965e-003	9.8886e-003	
5841	6.e-002	5.4929e-003	9.9508e-003	
5842	6.e-002	3.4894e-003	1.0013e-002	
5843	6.e-002	1.4858e-003	1.0075e-002	
5844	6.e-002	9.5e-003	9.8264e-003	
5845	6.e-002	9.5e-003	1.5112e-002	
5846	6.e-002	9.5e-003	1.335e-002	
5847	6.e-002	9.5e-003	1.1588e-002	
5848	6.e-002	9.5e-003	1.6874e-002	
5849	6.e-002	2.7481e-003	1.1292e-002	
5850	6.e-002	4.0408e-003	1.2476e-002	
5851	6.e-002	5.3633e-003	1.3627e-002	
5852	6.e-002	6.7145e-003	1.4744e-002	
5853	6.e-002	8.0937e-003	1.5827e-002	
5854	6.e-002	6.864e-003	8.9077e-003	
5855	6.e-002	4.9094e-003	8.9684e-003	
5856	6.e-002	2.9547e-003	9.0291e-003	
5857	6.e-002	8.8187e-003	8.8471e-003	
5858	6.e-002	1.e-003	9.0898e-003	
5859	6.e-002	1.e-003	7.4151e-003	
5860	6.e-002	1.e-003	5.7405e-003	
5861	6.e-002	1.e-003	4.0658e-003	
5862	6.e-002	1.e-003	2.3911e-003	
5863	6.e-002	2.2378e-003	3.5437e-003	
5864	6.e-002	3.5027e-003	4.6665e-003	
5865	6.e-002	4.794e-003	5.7589e-003	
5866	6.e-002	6.1109e-003	6.8201e-003	
5867	6.e-002	7.4527e-003	7.8497e-003	
5868	6.e-002	2.6726e-002	1.9786e-002	
5869	6.e-002	2.465e-002	2.0801e-002	
5870	6.e-002	2.2575e-002	2.1815e-002	
5871	6.e-002	2.8801e-002	1.8772e-002	
5872	6.e-002	2.05e-002	2.283e-002	
5873	6.e-002	2.05e-002	2.102e-002	
5874	6.e-002	2.05e-002	1.9211e-002	
5875	6.e-002	2.05e-002	1.7401e-002	
5876	6.e-002	2.05e-002	1.5592e-002	
5877	6.e-002	2.2537e-002	1.6484e-002	
5878	6.e-002	2.4601e-002	1.7312e-002	
5879	6.e-002	2.6689e-002	1.8074e-002	
5880	6.e-002	6.7433e-002	2.5227e-002	
5881	6.e-002	6.5367e-002	2.3857e-002	
5882	6.e-002	6.33e-002	2.2486e-002	
5883	6.e-002	6.95e-002	2.6598e-002	
5884	6.e-002	6.1233e-002	2.1116e-002	
5885	6.e-002	6.332e-002	2.075e-002	
5886	6.e-002	6.5394e-002	2.0321e-002	
5887	6.e-002	6.7455e-002	1.9831e-002	
5888	6.e-002	6.95e-002	1.928e-002	
5889	6.e-002	6.95e-002	2.1109e-002	
5890	6.e-002	6.95e-002	2.2939e-002	
5891	6.e-002	6.95e-002	2.4768e-002	
5892	6.e-002	7.7425e-002	2.1815e-002	
5893	6.e-002	7.535e-002	2.0801e-002	
5894	6.e-002	7.3274e-002	1.9786e-002	
5895	6.e-002	7.95e-002	2.283e-002	
5896	6.e-002	7.1199e-002	1.8772e-002	
5897	6.e-002	7.3311e-002	1.8074e-002	
5898	6.e-002	7.5399e-002	1.7312e-002	
5899	6.e-002	7.7463e-002	1.6484e-002	
5900	6.e-002	7.95e-002	1.5592e-002	
5901	6.e-002	7.95e-002	1.7401e-002	
5902	6.e-002	7.95e-002	1.9211e-002	
5903	6.e-002	7.95e-002	2.102e-002	
5904	6.e-002	8.7421e-002	1.6499e-002	
5905	6.e-002	8.5343e-002	1.5931e-002	
5906	6.e-002	8.3264e-002	1.5363e-002	
5907	6.e-002	8.95e-002	1.7067e-002	
5908	6.e-002	8.1186e-002	1.4794e-002	
5909	6.e-002	8.3324e-002	1.3704e-002	
5910	6.e-002	8.5424e-002	1.2542e-002	
5911	6.e-002	8.7483e-002	1.1309e-002	
5912	6.e-002	8.95e-002	1.0008e-002	
5913	6.e-002	8.95e-002	1.1773e-002	
5914	6.e-002	8.95e-002	1.3538e-002	
5915	6.e-002	8.95e-002	1.5302e-002	
5916	6.e-002	9.7045e-002	9.0291e-003	
5917	6.e-002	9.5091e-002	8.9684e-003	
5918	6.e-002	9.3136e-002	8.9077e-003	
5919	6.e-002	9.9e-002	9.0898e-003	
5920	6.e-002	9.1181e-002	8.8471e-003	
5921	6.e-002	9.2547e-002	7.8497e-003	
5922	6.e-002	9.3889e-002	6.8201e-003	
5923	6.e-002	9.5206e-002	5.7589e-003	
5924	6.e-002	9.6497e-002	4.6665e-003	
5925	6.e-002	9.7762e-002	3.5437e-003	
5926	6.e-002	9.9e-002	2.3911e-003	
5927	6.e-002	9.9e-002	4.0658e-003	
5928	6.e-002	9.9e-002	5.7405e-003	
5929	6.e-002	9.9e-002	7.4151e-003	
5930	6.e-002	0.1	2.5e-003	
5931	6.e-002	0.1	5.e-003	
5932	6.e-002	0.1	7.5e-003	
5933	6.e-002	0.1	1.e-002	
5934	6.e-002	0.1	1.3878e-017	
5935	6.e-002	9.2182e-002	6.8736e-003	
5936	6.e-002	9.05e-002	8.1044e-003	
5937	6.e-002	9.3826e-002	5.5932e-003	
5938	6.e-002	9.5431e-002	4.2645e-003	
5939	6.e-002	9.6996e-002	2.8885e-003	
5940	6.e-002	9.852e-002	1.4666e-003	
5941	6.e-002	9.05e-002	2.0261e-003	
5942	6.e-002	9.05e-002	4.0522e-003	
5943	6.e-002	9.05e-002	6.0783e-003	
5944	6.e-002	9.05e-002	-1.0602e-030	
5945	6.e-002	8.95e-002	0.	
5946	6.e-002	8.95e-002	6.6006e-003	
5947	6.e-002	8.95e-002	4.4004e-003	
5948	6.e-002	8.95e-002	2.2002e-003	
5949	6.e-002	8.95e-002	8.8008e-003	
5950	6.e-002	8.2052e-002	1.3241e-002	
5951	6.e-002	8.05e-002	1.4016e-002	
5952	6.e-002	8.3585e-002	1.2427e-002	
5953	6.e-002	8.5097e-002	1.1576e-002	
5954	6.e-002	8.6587e-002	1.0687e-002	
5955	6.e-002	8.8055e-002	9.7621e-003	
5956	6.e-002	8.05e-002	2.336e-003	
5957	6.e-002	8.05e-002	4.6721e-003	
5958	6.e-002	8.05e-002	7.0081e-003	
5959	6.e-002	8.05e-002	9.3441e-003	
5960	6.e-002	8.05e-002	1.168e-002	
5961	6.e-002	8.05e-002	2.0195e-031	
5962	6.e-002	7.95e-002	0.	
5963	6.e-002	7.95e-002	1.2075e-002	
5964	6.e-002	7.95e-002	9.6603e-003	
5965	6.e-002	7.95e-002	7.2453e-003	
5966	6.e-002	7.95e-002	4.8302e-003	
5967	6.e-002	7.95e-002	2.4151e-003	
5968	6.e-002	7.95e-002	1.4491e-002	
5969	6.e-002	7.2793e-002	1.7195e-002	
5970	6.e-002	7.05e-002	1.7941e-002	
5971	6.e-002	7.5059e-002	1.6371e-002	
5972	6.e-002	7.7296e-002	1.5469e-002	
5973	6.e-002	7.05e-002	2.2426e-003	
5974	6.e-002	7.05e-002	4.4853e-003	
5975	6.e-002	7.05e-002	6.7279e-003	
5976	6.e-002	7.05e-002	8.9706e-003	
5977	6.e-002	7.05e-002	1.1213e-002	
5978	6.e-002	7.05e-002	1.3456e-002	
5979	6.e-002	7.05e-002	1.5698e-002	
5980	6.e-002	7.05e-002	-6.0585e-031	
5981	6.e-002	6.95e-002	0.	
5982	6.e-002	6.95e-002	1.5959e-002	
5983	6.e-002	6.95e-002	1.3679e-002	
5984	6.e-002	6.95e-002	1.14e-002	
5985	6.e-002	6.95e-002	9.1196e-003	
5986	6.e-002	6.95e-002	6.8397e-003	
5987	6.e-002	6.95e-002	4.5598e-003	
5988	6.e-002	6.95e-002	2.2799e-003	
5989	6.e-002	6.95e-002	1.8239e-002	
5990	6.e-002	6.2773e-002	1.9835e-002	
5991	6.e-002	6.05e-002	2.0218e-002	
5992	6.e-002	6.5033e-002	1.9377e-002	
5993	6.e-002	6.7276e-002	1.8845e-002	
5994	6.e-002	6.05e-002	2.0218e-003	
5995	6.e-002	6.05e-002	4.0436e-003	
5996	6.e-002	6.05e-002	6.0655e-003	
5997	6.e-002	6.05e-002	8.0873e-003	
5998	6.e-002	6.05e-002	1.0109e-002	
5999	6.e-002	6.05e-002	1.2131e-002	
6000	6.e-002	6.05e-002	1.4153e-002	
6001	6.e-002	6.05e-002	1.6175e-002	
6002	6.e-002	6.05e-002	1.8196e-002	
6003	6.e-002	6.05e-002	2.1205e-030	
6004	6.e-002	5.95e-002	0.	
6005	6.e-002	5.95e-002	1.8326e-002	
6006	6.e-002	5.95e-002	1.629e-002	
6007	6.e-002	5.95e-002	1.4254e-002	
6008	6.e-002	5.95e-002	1.2218e-002	
6009	6.e-002	5.95e-002	1.0181e-002	
6010	6.e-002	5.95e-002	8.145e-003	
6011	6.e-002	5.95e-002	6.1088e-003	
6012	6.e-002	5.95e-002	4.0725e-003	
6013	6.e-002	5.95e-002	2.0363e-003	
6014	6.e-002	5.95e-002	2.0363e-002	
6015	6.e-002	5.2757e-002	2.0956e-002	
6016	6.e-002	5.05e-002	2.1008e-002	
6017	6.e-002	5.501e-002	2.0831e-002	
6018	6.e-002	5.7259e-002	2.0633e-002	
6019	6.e-002	5.05e-002	2.1008e-003	
6020	6.e-002	5.05e-002	4.2017e-003	
6021	6.e-002	5.05e-002	6.3025e-003	
6022	6.e-002	5.05e-002	8.4034e-003	
6023	6.e-002	5.05e-002	1.0504e-002	
6024	6.e-002	5.05e-002	1.2605e-002	
6025	6.e-002	5.05e-002	1.4706e-002	
6026	6.e-002	5.05e-002	1.6807e-002	
6027	6.e-002	5.05e-002	1.8908e-002	
6028	6.e-002	5.05e-002	5.3011e-031	
6029	6.e-002	4.95e-002	0.	
6030	6.e-002	4.95e-002	1.8908e-002	
6031	6.e-002	4.95e-002	1.6807e-002	
6032	6.e-002	4.95e-002	1.4706e-002	
6033	6.e-002	4.95e-002	1.2605e-002	
6034	6.e-002	4.95e-002	1.0504e-002	
6035	6.e-002	4.95e-002	8.4034e-003	
6036	6.e-002	4.95e-002	6.3025e-003	
6037	6.e-002	4.95e-002	4.2017e-003	
6038	6.e-002	4.95e-002	2.1008e-003	
6039	6.e-002	4.95e-002	2.1008e-002	
6040	6.e-002	4.2741e-002	2.0633e-002	
6041	6.e-002	4.05e-002	2.0363e-002	
6042	6.e-002	4.499e-002	2.0831e-002	
6043	6.e-002	4.7243e-002	2.0956e-002	
6044	6.e-002	4.05e-002	2.0363e-003	
6045	6.e-002	4.05e-002	4.0725e-003	
6046	6.e-002	4.05e-002	6.1088e-003	
6047	6.e-002	4.05e-002	8.145e-003	
6048	6.e-002	4.05e-002	1.0181e-002	
6049	6.e-002	4.05e-002	1.2218e-002	
6050	6.e-002	4.05e-002	1.4254e-002	
6051	6.e-002	4.05e-002	1.629e-002	
6052	6.e-002	4.05e-002	1.8326e-002	
6053	6.e-002	4.05e-002	2.7515e-030	
6054	6.e-002	3.95e-002	3.4694e-018	
6055	6.e-002	3.95e-002	1.8196e-002	
6056	6.e-002	3.95e-002	1.6175e-002	
6057	6.e-002	3.95e-002	1.4153e-002	
6058	6.e-002	3.95e-002	1.2131e-002	
6059	6.e-002	3.95e-002	1.0109e-002	
6060	6.e-002	3.95e-002	8.0873e-003	
6061	6.e-002	3.95e-002	6.0655e-003	
6062	6.e-002	3.95e-002	4.0436e-003	
6063	6.e-002	3.95e-002	2.0218e-003	
6064	6.e-002	3.95e-002	2.0218e-002	
6065	6.e-002	3.2724e-002	1.8845e-002	
6066	6.e-002	3.05e-002	1.8239e-002	
6067	6.e-002	3.4967e-002	1.9377e-002	
6068	6.e-002	3.7227e-002	1.9835e-002	
6069	6.e-002	3.05e-002	2.2799e-003	
6070	6.e-002	3.05e-002	4.5598e-003	
6071	6.e-002	3.05e-002	6.8397e-003	
6072	6.e-002	3.05e-002	9.1196e-003	
6073	6.e-002	3.05e-002	1.14e-002	
6074	6.e-002	3.05e-002	1.3679e-002	
6075	6.e-002	3.05e-002	1.5959e-002	
6076	6.e-002	3.05e-002	-2.7768e-031	
6077	6.e-002	2.95e-002	0.	
6078	6.e-002	2.95e-002	1.5698e-002	
6079	6.e-002	2.95e-002	1.3456e-002	
6080	6.e-002	2.95e-002	1.1213e-002	
6081	6.e-002	2.95e-002	8.9706e-003	
6082	6.e-002	2.95e-002	6.7279e-003	
6083	6.e-002	2.95e-002	4.4853e-003	
6084	6.e-002	2.95e-002	2.2426e-003	
6085	6.e-002	2.95e-002	1.7941e-002	
6086	6.e-002	2.2704e-002	1.5469e-002	
6087	6.e-002	2.05e-002	1.4491e-002	
6088	6.e-002	2.4941e-002	1.6371e-002	
6089	6.e-002	2.7207e-002	1.7195e-002	
